V1,V5,V6,V20,V21,V8,V14,V15,V17,V18,V19,V22,label
257.0,1.0,16.0,64.0,332.0,2,2,0,1,1,0,19,0
249.0,14.0,16.0,94.0,77.0,2,0,0,1,0,0,19,0
329.0,3.0,8.0,133.0,58.0,2,2,0,0,1,1,19,0
392.0,24.0,41.0,266.0,305.0,2,2,0,2,1,1,19,0
312.0,1.0,8.0,58.0,78.0,2,2,0,2,0,0,19,1
264.0,2.0,9.0,16.0,4.0,2,2,0,0,0,0,19,0
86.0,8.0,13.0,390.0,210.0,2,2,0,2,0,0,19,0
267.0,8.0,27.0,168.0,27.0,2,0,0,2,0,0,19,1
206.0,5.0,6.0,53.0,323.0,2,2,0,1,1,1,19,0
110.0,8.0,13.0,373.0,65.0,2,2,0,0,0,0,19,0
148.0,24.0,41.0,306.0,19.0,2,2,0,1,0,0,19,0
351.0,7.0,13.0,213.0,7.0,2,0,0,2,1,0,19,0
194.0,0.0,12.0,17.0,96.0,2,0,0,2,1,1,19,0
243.0,0.0,8.0,8.0,43.0,2,2,0,2,1,1,19,1
91.0,6.0,14.0,334.0,38.0,2,2,0,0,1,1,19,0
76.0,5.0,14.0,354.0,5.0,2,2,0,0,1,0,19,0
168.0,3.0,11.0,403.0,404.0,2,2,0,2,1,1,19,1
116.0,3.0,14.0,347.0,38.0,2,2,0,2,1,1,19,0
234.0,1.0,9.0,7.0,41.0,2,0,0,0,0,0,19,1
257.0,9.0,19.0,94.0,16.0,2,0,0,1,0,0,19,1
291.0,3.0,9.0,66.0,97.0,2,2,0,2,1,1,19,1
244.0,0.0,9.0,1.0,300.0,2,2,0,1,1,0,19,1
178.0,1.0,4.0,18.0,204.0,2,2,0,1,0,0,19,1
317.0,3.0,8.0,93.0,29.0,2,2,0,2,1,0,19,0
248.0,18.0,23.0,4.0,261.0,2,2,0,1,1,1,19,1
269.0,1.0,30.0,77.0,281.0,2,2,0,2,1,0,19,0
101.0,10.0,13.0,352.0,44.0,2,2,0,2,1,1,19,1
217.0,11.0,25.0,38.0,11.0,2,2,0,0,0,0,19,0
263.0,5.0,13.0,225.0,47.0,2,2,0,2,1,1,19,1
83.0,4.0,15.0,380.0,14.0,2,0,0,2,1,0,19,0
242.0,12.0,30.0,12.0,191.0,2,2,0,1,0,0,19,0
103.0,11.0,44.0,334.0,362.0,2,2,0,1,0,0,19,0
228.0,13.0,17.0,2.0,35.0,2,0,0,2,0,0,19,1
84.0,6.0,7.0,334.0,18.0,2,1,0,2,0,0,19,0
110.0,11.0,26.0,359.0,31.0,2,2,0,1,0,0,19,1
86.0,6.0,12.0,390.0,86.0,2,2,0,1,0,0,19,1
76.0,4.0,5.0,386.0,294.0,2,2,0,1,1,0,19,0
119.0,12.0,23.0,299.0,170.0,2,0,0,1,0,0,19,0
243.0,1.0,11.0,10.0,111.0,2,2,0,1,1,0,19,1
238.0,38.0,47.0,8.0,303.0,2,0,0,1,1,0,19,1
238.0,1.0,5.0,292.0,12.0,2,2,0,2,0,0,19,0
90.0,9.0,25.0,184.0,23.0,2,0,0,2,0,0,19,0
57.0,5.0,6.0,402.0,16.0,2,0,0,0,0,0,19,0
351.0,7.0,12.0,221.0,293.0,2,0,0,1,1,0,19,0
229.0,7.0,14.0,1.0,485.0,2,0,0,1,1,1,19,0
240.0,1.0,9.0,47.0,333.0,2,0,0,1,1,0,19,0
291.0,5.0,19.0,179.0,521.0,2,2,0,1,1,0,19,0
194.0,2.0,9.0,13.0,1.0,2,0,0,2,0,0,19,1
268.0,4.0,30.0,56.0,15.0,2,0,0,0,0,0,19,1
248.0,10.0,11.0,11.0,5.0,2,0,0,0,0,0,19,0
238.0,1.0,5.0,290.0,59.0,2,2,0,2,1,1,19,1
63.0,3.0,14.0,400.0,20.0,2,0,0,2,0,0,19,1
275.0,0.0,16.0,53.0,6.0,2,2,0,0,1,1,19,1
355.0,16.0,24.0,282.0,35.0,2,2,0,2,1,1,19,0
189.0,3.0,4.0,105.0,48.0,2,2,0,0,0,0,19,0
246.0,0.0,10.0,1.0,147.0,2,2,0,2,1,0,19,0
269.0,3.0,17.0,232.0,2.0,2,2,0,2,1,1,19,1
316.0,0.0,8.0,108.0,40.0,2,2,0,2,1,1,19,1
243.0,0.0,11.0,4.0,15.0,2,2,0,1,0,0,19,1
103.0,14.0,40.0,335.0,39.0,2,2,0,0,1,0,19,0
235.0,3.0,9.0,41.0,190.0,2,2,0,1,0,0,19,0
95.0,2.0,6.0,402.0,7.0,2,2,0,2,1,1,19,0
133.0,8.0,21.0,293.0,11.0,2,0,0,2,1,0,19,0
292.0,26.0,39.0,219.0,2.0,2,0,0,2,1,1,19,1
281.0,2.0,18.0,12.0,247.0,2,2,0,2,0,0,19,0
265.0,5.0,9.0,15.0,26.0,2,0,0,1,0,0,19,0
224.0,7.0,17.0,31.0,11.0,2,0,0,2,1,1,19,1
91.0,7.0,37.0,402.0,212.0,2,0,0,2,1,1,19,0
218.0,26.0,29.0,114.0,48.0,2,0,0,0,0,0,19,1
76.0,5.0,11.0,352.0,185.0,2,2,0,1,1,1,19,0
74.0,2.0,22.0,325.0,8.0,2,0,0,2,1,0,19,0
251.0,9.0,17.0,28.0,379.0,2,2,0,2,0,0,19,0
185.0,4.0,17.0,56.0,58.0,2,2,0,1,0,0,19,1
93.0,26.0,72.0,368.0,173.0,2,0,0,1,1,0,19,0
293.0,1.0,11.0,173.0,50.0,2,2,0,2,1,1,19,0
194.0,9.0,13.0,38.0,94.0,2,2,0,0,1,1,19,0
89.0,20.0,31.0,370.0,171.0,2,2,0,1,1,0,19,0
202.0,0.0,24.0,270.0,29.0,2,0,0,2,0,0,1,0
172.0,1.0,9.0,90.0,301.0,2,2,0,1,1,0,19,1
259.0,12.0,19.0,2.0,16.0,2,0,0,1,0,0,19,1
258.0,0.0,5.0,161.0,27.0,2,2,0,2,0,0,19,0
225.0,4.0,9.0,12.0,29.0,2,2,0,2,1,0,19,0
256.0,42.0,47.0,168.0,303.0,2,2,0,1,1,0,19,1
398.0,8.0,47.0,194.0,303.0,2,2,0,1,1,0,19,1
293.0,8.0,12.0,179.0,48.0,2,2,0,1,0,0,19,0
203.0,1.0,5.0,40.0,269.0,2,2,0,1,0,0,19,0
305.0,3.0,8.0,56.0,12.0,2,0,0,2,0,0,19,1
188.0,3.0,17.0,34.0,551.0,2,2,0,1,1,1,19,0
234.0,5.0,18.0,36.0,76.0,2,2,0,2,1,1,19,1
215.0,7.0,8.0,152.0,27.0,2,2,0,2,1,1,19,0
243.0,1.0,11.0,10.0,49.0,2,2,0,2,1,0,19,0
295.0,0.0,15.0,222.0,58.0,2,2,0,0,1,0,19,1
236.0,2.0,16.0,12.0,43.0,2,0,0,2,1,1,19,1
236.0,12.0,40.0,2.0,22.0,2,0,0,1,1,0,19,0
398.0,6.0,10.0,197.0,42.0,2,2,0,1,0,0,19,0
260.0,2.0,4.0,1.0,71.0,2,0,0,2,1,0,19,0
301.0,6.0,8.0,265.0,48.0,2,0,0,2,1,0,19,1
204.0,3.0,9.0,63.0,68.0,2,2,0,0,1,0,19,1
329.0,5.0,8.0,62.0,5.0,2,2,0,2,1,0,8,0
295.0,0.0,38.0,6.0,16.0,2,0,0,1,0,0,19,1
90.0,2.0,10.0,190.0,137.0,2,0,0,2,1,1,19,1
295.0,4.0,14.0,12.0,5.0,2,0,0,0,1,0,19,0
83.0,0.0,5.0,382.0,3.0,2,0,0,2,1,1,19,1
160.0,3.0,46.0,102.0,19.0,2,0,0,1,0,0,19,0
95.0,3.0,10.0,403.0,83.0,2,2,0,0,0,0,19,1
91.0,1.0,8.0,346.0,7.0,2,0,0,1,0,0,19,1
257.0,4.0,11.0,3.0,73.0,2,2,0,0,0,0,19,0
222.0,5.0,17.0,52.0,35.0,2,0,0,2,0,0,19,1
292.0,1.0,8.0,119.0,30.0,2,2,0,2,1,1,19,0
355.0,0.0,6.0,278.0,22.0,2,2,0,2,1,1,19,1
239.0,2.0,6.0,3.0,108.0,2,1,0,2,0,0,19,1
291.0,8.0,18.0,179.0,338.0,2,2,0,1,0,0,0,0
268.0,5.0,7.0,36.0,285.0,2,0,0,1,1,1,19,0
90.0,1.0,16.0,190.0,98.0,2,0,0,2,1,1,19,0
183.0,0.0,9.0,73.0,25.0,2,0,0,2,0,0,19,0
904.0,0.0,24.0,11.0,240.0,0,1,0,1,1,0,19,0
95.0,8.0,13.0,374.0,207.0,2,0,0,2,0,0,19,0
121.0,7.0,43.0,312.0,87.0,2,0,0,2,0,0,19,0
238.0,5.0,12.0,297.0,94.0,2,2,0,2,0,0,19,0
101.0,2.0,15.0,386.0,44.0,2,0,0,2,0,0,19,0
304.0,7.0,27.0,189.0,303.0,2,2,0,2,1,1,15,1
254.0,2.0,4.0,59.0,35.0,2,0,0,0,0,0,19,1
218.0,2.0,8.0,69.0,10.0,2,1,0,2,0,0,19,1
800.0,0.0,25.0,31.0,160.0,0,1,0,2,1,1,19,1
269.0,9.0,40.0,234.0,283.0,2,2,0,2,1,0,19,0
301.0,11.0,20.0,132.0,184.0,2,0,0,1,1,0,19,0
89.0,5.0,61.0,372.0,173.0,2,2,0,1,1,0,19,0
257.0,3.0,18.0,18.0,344.0,2,2,0,1,0,0,19,0
160.0,10.0,21.0,109.0,8.0,2,0,0,2,1,1,19,0
194.0,3.0,17.0,10.0,547.0,2,0,0,1,1,1,19,0
255.0,15.0,39.0,222.0,305.0,2,0,0,2,1,1,19,0
315.0,0.0,41.0,173.0,292.0,2,0,0,1,0,0,19,1
242.0,17.0,22.0,14.0,16.0,2,2,0,2,1,1,19,1
259.0,6.0,8.0,42.0,111.0,2,0,0,1,1,0,19,0
295.0,5.0,19.0,272.0,16.0,2,0,0,1,0,0,19,1
238.0,6.0,8.0,294.0,379.0,2,2,0,1,1,1,19,0
265.0,2.0,16.0,28.0,98.0,2,0,0,2,0,0,19,1
96.0,9.0,22.0,391.0,4.0,2,2,0,2,0,0,19,0
168.0,4.0,6.0,402.0,4.0,2,2,0,1,0,0,19,1
304.0,2.0,8.0,50.0,190.0,2,0,0,1,0,0,19,1
98.0,17.0,25.0,371.0,166.0,2,2,0,2,1,1,19,0
106.0,5.0,19.0,363.0,16.0,2,1,0,1,0,0,19,1
239.0,4.0,9.0,19.0,233.0,2,2,0,1,0,0,19,0
244.0,6.0,21.0,98.0,382.0,2,2,0,1,1,1,19,0
85.0,19.0,25.0,380.0,160.0,2,2,0,2,1,1,19,1
895.0,0.0,6.0,2.0,235.0,0,1,0,1,1,0,19,0
108.0,2.0,6.0,390.0,23.0,2,0,0,0,1,1,19,0
213.0,6.0,17.0,100.0,35.0,2,0,0,2,1,1,19,1
260.0,0.0,8.0,74.0,89.0,2,0,0,2,1,0,19,0
95.0,3.0,42.0,402.0,538.0,2,2,0,1,0,0,19,1
355.0,1.0,22.0,282.0,28.0,2,2,0,2,1,1,19,0
571.0,28.0,42.0,228.0,212.0,2,0,0,2,1,1,19,0
358.0,18.0,29.0,138.0,31.0,2,0,0,2,1,0,19,0
259.0,7.0,33.0,56.0,9.0,2,2,0,2,0,0,19,1
212.0,22.0,39.0,187.0,2.0,2,0,0,2,1,1,19,1
217.0,4.0,8.0,3.0,238.0,2,0,0,1,1,1,19,0
99.0,16.0,34.0,268.0,211.0,2,2,0,2,1,1,19,0
241.0,0.0,8.0,161.0,24.0,2,2,0,1,0,0,19,0
168.0,2.0,15.0,402.0,38.0,2,2,0,0,1,1,19,0
84.0,5.0,15.0,337.0,250.0,2,1,0,1,1,0,19,0
119.0,7.0,16.0,312.0,80.0,2,0,0,2,1,0,19,1
253.0,0.0,5.0,1.0,27.0,2,0,0,1,1,0,19,1
246.0,2.0,10.0,6.0,37.0,2,2,0,0,1,0,19,0
238.0,1.0,13.0,292.0,12.0,2,2,0,1,0,0,19,1
193.0,2.0,4.0,103.0,22.0,2,2,0,2,1,1,14,0
268.0,2.0,9.0,82.0,34.0,2,2,0,2,1,0,19,0
637.0,0.0,21.0,1.0,382.0,0,1,0,1,1,1,19,1
261.0,15.0,17.0,13.0,551.0,2,0,0,1,1,1,19,1
223.0,1.0,9.0,63.0,88.0,2,0,0,2,1,0,19,0
225.0,2.0,33.0,15.0,9.0,2,2,0,2,0,0,19,1
398.0,7.0,23.0,196.0,3.0,2,2,0,2,1,0,19,1
312.0,0.0,11.0,247.0,295.0,2,2,0,1,1,0,19,0
224.0,3.0,8.0,36.0,39.0,2,2,0,2,0,0,19,1
295.0,5.0,12.0,226.0,182.0,2,2,0,1,1,1,19,1
303.0,6.0,40.0,5.0,2.0,2,2,0,1,0,0,19,1
398.0,6.0,10.0,197.0,356.0,2,2,0,1,1,1,19,1
83.0,9.0,12.0,375.0,16.0,2,0,0,1,0,0,19,1
101.0,4.0,13.0,353.0,220.0,2,2,0,1,0,0,19,0
244.0,4.0,11.0,13.0,13.0,2,0,0,0,0,0,19,0
286.0,1.0,9.0,55.0,365.0,2,0,0,1,1,0,19,0
252.0,2.0,15.0,169.0,49.0,2,2,0,2,0,0,19,1
344.0,2.0,31.0,59.0,6.0,2,2,0,0,1,1,19,1
316.0,0.0,9.0,109.0,288.0,2,2,0,1,1,0,19,0
244.0,1.0,23.0,8.0,1.0,2,0,0,2,0,0,19,1
232.0,8.0,12.0,169.0,86.0,2,2,0,1,0,0,19,1
96.0,2.0,12.0,345.0,10.0,2,0,0,2,1,0,19,0
84.0,3.0,12.0,338.0,10.0,2,1,0,1,0,0,19,1
74.0,8.0,9.0,332.0,34.0,2,0,0,2,1,0,19,0
203.0,11.0,32.0,99.0,281.0,2,2,0,2,1,0,19,0
253.0,0.0,11.0,5.0,404.0,2,0,0,2,1,1,19,1
380.0,1.0,7.0,116.0,176.0,2,0,0,1,1,0,19,0
229.0,1.0,15.0,1.0,4.0,2,0,0,2,1,1,19,1
404.0,0.0,7.0,256.0,46.0,2,0,0,2,1,0,19,1
211.0,2.0,8.0,57.0,6.0,2,0,0,2,1,0,3,1
94.0,10.0,23.0,392.0,554.0,2,2,0,1,1,0,19,0
94.0,3.0,10.0,385.0,34.0,2,2,0,2,0,0,19,0
301.0,7.0,10.0,128.0,86.0,2,0,0,1,0,0,19,1
123.0,3.0,70.0,375.0,171.0,2,2,0,1,1,0,19,0
302.0,0.0,4.0,32.0,492.0,2,0,0,1,1,0,19,1
94.0,32.0,47.0,331.0,303.0,2,2,0,1,1,0,19,1
94.0,22.0,40.0,386.0,210.0,2,0,0,2,1,1,19,0
350.0,8.0,16.0,95.0,13.0,2,2,0,2,1,0,19,1
268.0,7.0,9.0,211.0,52.0,2,0,0,2,1,0,19,0
91.0,24.0,35.0,351.0,284.0,2,0,0,2,1,0,19,0
75.0,3.0,13.0,315.0,515.0,2,0,0,1,1,0,19,0
76.0,14.0,23.0,354.0,3.0,2,2,0,2,1,0,19,1
685.0,8.0,13.0,90.0,487.0,0,1,0,1,1,1,19,0
248.0,0.0,4.0,1.0,56.0,2,2,0,0,0,0,19,0
209.0,1.0,5.0,1.0,27.0,2,0,0,1,1,0,19,1
95.0,1.0,23.0,403.0,3.0,2,2,0,2,1,0,19,1
275.0,3.0,16.0,79.0,13.0,2,2,0,2,1,0,19,1
197.0,14.0,39.0,127.0,2.0,2,0,0,2,1,1,19,1
398.0,2.0,10.0,188.0,34.0,2,2,0,2,0,0,19,1
236.0,3.0,6.0,2.0,413.0,2,0,0,1,1,1,19,0
107.0,4.0,5.0,339.0,47.0,2,2,0,1,0,0,19,0
178.0,5.0,9.0,11.0,18.0,2,2,0,1,0,0,19,0
119.0,3.0,22.0,297.0,14.0,2,0,0,2,0,0,19,1
394.0,1.0,21.0,188.0,33.0,2,0,0,2,1,0,19,0
218.0,1.0,9.0,17.0,12.0,2,2,0,2,1,0,19,1
94.0,38.0,42.0,354.0,207.0,2,0,0,2,1,1,19,0
295.0,9.0,18.0,219.0,338.0,2,2,0,1,1,0,19,1
117.0,6.0,30.0,386.0,171.0,2,2,0,1,1,0,19,0
160.0,12.0,15.0,108.0,250.0,2,0,0,1,1,0,19,1
98.0,5.0,11.0,396.0,7.0,2,0,0,0,0,0,19,0
95.0,5.0,10.0,403.0,2.0,2,2,0,2,1,0,19,0
136.0,3.0,13.0,389.0,47.0,2,2,0,2,1,1,19,1
241.0,6.0,10.0,1.0,246.0,2,2,0,1,1,0,19,0
192.0,10.0,12.0,34.0,292.0,2,0,0,1,0,0,19,1
63.0,11.0,12.0,394.0,290.0,2,0,0,1,0,0,19,0
98.0,7.0,15.0,397.0,250.0,2,0,0,1,1,0,19,0
168.0,3.0,6.0,402.0,90.0,2,2,0,2,1,0,19,0
194.0,1.0,5.0,42.0,3.0,2,2,0,2,1,0,19,1
277.0,6.0,28.0,19.0,369.0,2,0,0,2,1,0,19,0
76.0,22.0,24.0,390.0,2.0,2,2,0,2,1,1,19,0
214.0,16.0,38.0,251.0,285.0,2,2,0,2,1,0,19,0
91.0,14.0,16.0,401.0,80.0,2,1,0,2,1,0,19,1
239.0,1.0,10.0,1.0,13.0,2,1,0,2,1,0,19,1
76.0,4.0,14.0,338.0,65.0,2,1,0,1,0,0,19,1
254.0,4.0,16.0,63.0,232.0,2,0,0,1,0,0,19,1
94.0,6.0,7.0,332.0,48.0,2,2,0,0,1,1,19,0
207.0,3.0,6.0,1.0,16.0,2,2,0,2,0,0,19,0
256.0,2.0,9.0,10.0,40.0,2,2,0,0,0,0,19,1
275.0,2.0,39.0,292.0,2.0,2,0,0,2,1,1,19,1
375.0,4.0,7.0,19.0,292.0,0,1,0,1,1,1,19,1
355.0,17.0,24.0,276.0,19.0,2,2,0,1,0,0,19,0
102.0,23.0,39.0,362.0,2.0,2,2,0,2,1,1,19,1
226.0,7.0,21.0,133.0,8.0,2,2,0,1,0,0,19,0
104.0,18.0,21.0,333.0,68.0,2,2,0,2,1,1,19,0
267.0,2.0,9.0,5.0,41.0,2,0,0,0,0,0,19,1
246.0,4.0,12.0,88.0,86.0,2,0,0,1,0,0,19,1
226.0,5.0,8.0,58.0,3.0,2,0,0,2,0,0,19,0
239.0,1.0,7.0,2.0,384.0,2,1,0,1,1,1,19,0
282.0,1.0,6.0,194.0,56.0,2,0,0,2,1,0,19,0
237.0,6.0,8.0,19.0,51.0,2,0,0,2,1,0,19,0
243.0,1.0,5.0,9.0,4.0,2,2,0,0,0,0,19,1
319.0,5.0,18.0,133.0,2.0,2,0,0,2,1,1,19,1
265.0,8.0,17.0,26.0,12.0,2,0,0,1,0,0,19,0
258.0,1.0,31.0,73.0,33.0,2,0,0,0,1,0,19,1
199.0,2.0,9.0,17.0,50.0,2,2,0,2,1,0,19,1
89.0,12.0,16.0,378.0,80.0,2,2,0,2,1,0,19,1
153.0,6.0,31.0,43.0,7.0,2,0,0,1,0,0,19,0
150.0,1.0,68.0,381.0,175.0,2,2,0,1,1,0,19,0
263.0,7.0,12.0,221.0,292.0,2,0,0,1,0,0,19,1
274.0,0.0,4.0,40.0,3.0,2,0,0,0,0,0,19,0
103.0,3.0,14.0,330.0,298.0,2,2,0,1,0,0,19,1
207.0,11.0,14.0,1.0,14.0,2,2,0,0,0,0,19,0
133.0,3.0,15.0,294.0,58.0,2,0,0,0,1,0,19,1
193.0,0.0,9.0,39.0,257.0,2,0,0,1,1,0,19,0
238.0,2.0,10.0,294.0,171.0,2,2,0,1,1,0,19,1
252.0,8.0,24.0,214.0,264.0,2,2,0,1,0,0,19,0
295.0,9.0,14.0,218.0,218.0,2,2,0,1,0,0,19,0
293.0,5.0,14.0,170.0,205.0,2,2,0,2,0,0,19,0
303.0,2.0,4.0,52.0,2.0,2,2,0,2,0,0,19,1
245.0,8.0,17.0,54.0,21.0,2,2,0,0,1,1,19,0
120.0,4.0,13.0,293.0,30.0,2,2,0,2,1,0,19,1
260.0,7.0,22.0,1.0,1.0,2,0,0,2,1,0,19,1
90.0,3.0,10.0,189.0,41.0,2,0,0,1,1,0,19,1
241.0,8.0,12.0,245.0,1.0,2,2,0,2,1,1,19,0
231.0,3.0,9.0,64.0,48.0,2,2,0,2,0,0,19,0
293.0,1.0,4.0,177.0,54.0,2,2,0,0,1,1,19,1
252.0,9.0,12.0,214.0,10.0,2,2,0,1,0,0,19,1
215.0,1.0,4.0,63.0,28.0,2,2,0,2,0,0,19,0
235.0,13.0,17.0,36.0,22.0,2,2,0,0,1,1,19,0
76.0,4.0,5.0,402.0,73.0,2,2,0,2,1,1,19,0
305.0,23.0,29.0,52.0,27.0,2,2,0,2,1,1,19,1
256.0,8.0,40.0,4.0,53.0,2,0,0,2,1,0,19,1
247.0,7.0,39.0,205.0,2.0,2,2,0,2,1,1,19,1
94.0,11.0,14.0,324.0,65.0,2,1,0,1,0,0,19,1
65.0,11.0,12.0,377.0,516.0,2,0,0,1,1,0,19,0
244.0,10.0,17.0,3.0,11.0,2,2,0,2,0,0,19,1
398.0,1.0,3.0,193.0,58.0,2,2,0,0,0,0,19,1
243.0,1.0,5.0,4.0,177.0,2,2,0,1,1,0,19,1
316.0,1.0,16.0,66.0,299.0,2,0,0,1,1,0,19,1
250.0,0.0,4.0,131.0,27.0,2,0,0,2,1,1,19,1
303.0,0.0,14.0,5.0,46.0,2,2,0,2,0,0,19,1
246.0,1.0,11.0,8.0,3.0,2,2,0,1,0,0,19,1
331.0,4.0,9.0,259.0,10.0,2,0,0,1,0,0,19,0
282.0,8.0,13.0,194.0,40.0,2,0,0,0,1,1,19,0
292.0,24.0,38.0,149.0,285.0,2,2,0,2,1,0,19,0
82.0,45.0,47.0,306.0,212.0,2,0,0,2,1,1,19,0
78.0,5.0,68.0,392.0,170.0,2,2,0,1,1,0,19,0
238.0,4.0,6.0,291.0,1.0,2,2,0,2,1,1,19,1
295.0,3.0,11.0,13.0,1.0,2,0,0,2,0,0,19,1
225.0,3.0,9.0,12.0,299.0,2,2,0,1,1,0,19,1
101.0,13.0,15.0,371.0,298.0,2,0,0,1,1,1,19,1
199.0,0.0,5.0,58.0,2.0,2,0,0,0,0,0,19,1
227.0,5.0,9.0,3.0,29.0,2,0,0,2,1,1,19,0
368.0,11.0,28.0,133.0,28.0,2,0,0,2,0,0,19,1
106.0,49.0,61.0,375.0,174.0,2,2,0,1,1,0,19,0
214.0,7.0,8.0,7.0,77.0,2,2,0,0,0,0,19,0
319.0,13.0,20.0,139.0,306.0,2,2,0,1,0,0,19,0
103.0,2.0,7.0,330.0,5.0,2,2,0,2,1,1,19,0
232.0,6.0,14.0,170.0,25.0,2,2,0,0,1,1,1,0
96.0,9.0,12.0,389.0,33.0,2,2,0,2,0,0,19,0
241.0,22.0,23.0,302.0,35.0,2,2,0,2,0,0,19,0
85.0,2.0,7.0,352.0,32.0,2,0,0,2,0,0,19,0
262.0,4.0,14.0,295.0,63.0,2,2,0,0,1,1,19,0
293.0,1.0,47.0,176.0,303.0,2,2,0,1,1,0,19,1
256.0,1.0,5.0,166.0,343.0,2,2,0,1,1,0,19,0
256.0,3.0,11.0,1.0,130.0,2,0,0,2,1,0,19,0
90.0,3.0,11.0,187.0,8.0,2,0,0,2,1,0,19,0
295.0,27.0,41.0,4.0,300.0,2,0,0,1,0,0,19,0
278.0,1.0,4.0,232.0,49.0,2,0,0,2,1,0,19,1
207.0,5.0,9.0,54.0,310.0,2,0,0,1,1,0,19,1
223.0,5.0,15.0,38.0,45.0,2,2,0,2,0,0,19,0
237.0,10.0,12.0,61.0,367.0,2,2,0,1,1,1,19,0
240.0,4.0,9.0,20.0,2.0,2,2,0,2,0,0,19,1
74.0,1.0,12.0,328.0,333.0,2,0,0,1,0,0,19,0
220.0,3.0,5.0,63.0,2.0,2,0,0,0,0,0,19,1
315.0,4.0,14.0,177.0,251.0,2,0,0,1,1,0,19,1
283.0,0.0,8.0,43.0,251.0,2,0,0,1,0,0,19,0
210.0,6.0,18.0,16.0,76.0,2,0,0,2,1,1,19,0
297.0,11.0,17.0,42.0,27.0,2,0,0,0,0,0,19,1
83.0,9.0,15.0,379.0,250.0,2,0,0,1,1,0,19,1
271.0,3.0,31.0,90.0,6.0,2,2,0,0,1,1,19,1
220.0,2.0,4.0,65.0,15.0,2,0,0,0,0,0,19,0
269.0,1.0,8.0,56.0,2.0,2,0,0,2,1,1,5,0
293.0,3.0,5.0,173.0,27.0,2,2,0,2,1,0,19,0
240.0,0.0,4.0,45.0,24.0,2,2,0,2,1,1,19,1
76.0,9.0,10.0,352.0,1.0,2,2,0,2,0,0,19,0
199.0,4.0,11.0,91.0,45.0,2,0,0,2,0,0,19,0
256.0,3.0,11.0,3.0,22.0,2,0,0,1,0,0,19,0
180.0,2.0,5.0,242.0,4.0,2,0,0,0,0,0,19,1
90.0,6.0,11.0,190.0,46.0,2,0,0,2,0,0,19,1
101.0,37.0,60.0,383.0,175.0,2,0,0,1,1,0,19,0
293.0,6.0,40.0,15.0,53.0,2,2,0,2,1,0,19,1
263.0,0.0,5.0,224.0,53.0,2,0,0,2,1,0,19,0
398.0,6.0,10.0,189.0,147.0,2,2,0,2,1,0,19,1
242.0,1.0,8.0,5.0,0.0,2,2,0,2,0,0,19,1
288.0,9.0,38.0,11.0,4.0,2,2,0,1,0,0,19,1
102.0,6.0,61.0,396.0,173.0,2,2,0,1,1,0,19,0
264.0,2.0,4.0,2.0,167.0,2,2,0,1,1,0,19,0
235.0,5.0,9.0,35.0,7.0,2,2,0,2,0,0,19,1
193.0,5.0,9.0,29.0,5.0,2,0,0,0,1,0,19,1
293.0,4.0,9.0,38.0,243.0,2,0,0,1,1,0,19,1
258.0,2.0,17.0,43.0,228.0,2,2,0,1,0,0,19,1
315.0,7.0,38.0,179.0,4.0,2,0,0,1,0,0,19,1
240.0,6.0,17.0,20.0,27.0,2,2,0,0,0,0,19,1
78.0,17.0,64.0,392.0,170.0,2,2,0,1,1,0,19,0
260.0,3.0,9.0,74.0,137.0,2,0,0,2,1,0,19,0
101.0,12.0,13.0,352.0,131.0,2,2,0,2,0,0,19,0
264.0,8.0,15.0,178.0,42.0,2,0,0,2,1,0,19,1
241.0,20.0,38.0,130.0,16.0,2,2,0,1,0,0,19,1
347.0,4.0,8.0,97.0,12.0,2,0,0,2,0,0,19,1
268.0,6.0,32.0,43.0,27.0,2,0,0,0,1,0,19,1
513.0,0.0,8.0,35.0,18.0,0,1,0,0,1,1,19,0
217.0,13.0,16.0,5.0,13.0,2,0,0,2,1,0,19,1
293.0,5.0,11.0,179.0,132.0,2,2,0,2,1,0,19,0
284.0,9.0,25.0,172.0,519.0,2,2,0,1,1,0,19,0
238.0,0.0,7.0,4.0,291.0,2,0,0,1,0,0,19,0
303.0,9.0,40.0,6.0,15.0,2,2,0,2,0,0,19,1
292.0,23.0,38.0,222.0,8.0,2,0,0,2,1,1,19,1
118.0,3.0,17.0,376.0,518.0,2,2,0,1,1,0,19,0
247.0,9.0,14.0,204.0,343.0,2,2,0,1,1,0,19,1
355.0,15.0,24.0,284.0,339.0,2,2,0,1,1,0,19,0
288.0,3.0,8.0,162.0,49.0,2,2,0,2,0,0,19,1
98.0,9.0,26.0,393.0,151.0,2,0,0,2,0,0,19,0
257.0,0.0,39.0,1.0,304.0,2,2,0,1,1,0,0,1
168.0,1.0,4.0,130.0,26.0,2,0,0,2,1,1,19,0
246.0,2.0,4.0,134.0,24.0,2,2,0,2,1,1,19,0
239.0,5.0,14.0,1.0,482.0,2,1,0,1,1,1,19,1
314.0,2.0,4.0,33.0,2.0,2,0,0,2,0,0,19,1
243.0,1.0,16.0,6.0,133.0,2,2,0,2,0,0,19,0
92.0,9.0,26.0,402.0,39.0,2,0,0,2,1,0,19,0
91.0,15.0,20.0,352.0,5.0,2,0,0,1,0,0,19,0
210.0,2.0,9.0,14.0,9.0,2,0,0,2,0,0,19,1
315.0,0.0,4.0,178.0,3.0,2,0,0,0,1,0,19,0
