N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,label
213.0,3515.0,56.0,73.0,6.0,0.0,0.0,9.0,12.0,2.0,14.0,176.0,1.02771709743701,1
608.0,2313.0,115.0,313.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,513.0,0.982449108801872,1
72.0,699.0,9.0,17.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,39.0,1.05714931610548,0
62.0,1726.0,27.0,51.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,43.0,1.05714931610548,1
115.0,2756.0,49.0,47.0,0.0,0.0,0.0,2.0,0.0,15.0,17.0,73.0,1.29126262950745,0
141.0,322.0,43.0,67.0,12.0,0.0,0.0,1.0,1.0,0.0,3.0,136.0,1.29126262950745,0
80.0,795.0,16.0,40.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,56.0,0.411985187306913,1
17864.0,3456.0,2478.0,2837.0,249.0,0.0,0.0,270.0,70.0,512.0,135.0,16303.0,1.48165413798567,1
3322.0,585.0,368.0,1618.0,75.0,2.0,0.0,22.0,14.0,77.0,65.0,2775.0,1.00522694513289,0
110.0,2157.0,19.0,24.0,1.0,0.0,0.0,11.0,4.0,45.0,14.0,36.0,1.02771709743701,1
4364.0,4016.0,690.0,2448.0,943.0,0.0,0.0,24.0,202.0,258.0,69.0,3512.0,0.865617488080534,1
2073.0,2885.0,302.0,789.0,33.0,0.0,0.0,69.0,16.0,56.0,21.0,1762.0,1.00522694513289,1
656.0,4029.0,176.0,225.0,12.0,0.0,0.0,88.0,30.0,13.0,8.0,412.0,0.915024129447388,1
163.0,3952.0,79.0,112.0,7.0,0.0,0.0,11.0,0.0,7.0,3.0,137.0,0.997535302103113,0
104.0,10.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.29126262950745,1
117.0,4317.0,40.0,47.0,1.0,0.0,0.0,34.0,4.0,19.0,5.0,46.0,0.594368207936839,1
72.0,4509.0,13.0,20.0,0.0,0.0,0.0,17.0,4.0,2.0,13.0,33.0,0.800528377424059,1
119.0,2795.0,22.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,116.0,1.02771709743701,1
6233.0,725.0,468.0,3012.0,290.0,0.0,0.0,45.0,0.0,447.0,22.0,4136.0,0.865617488080534,0
76.0,804.0,14.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,1.86500803160946,1
52.0,3.0,3.0,13.0,4.0,0.0,0.0,41.0,1.0,4.0,0.0,6.0,1.86500803160946,2
121.0,1401.0,33.0,79.0,0.0,0.0,0.0,6.0,8.0,0.0,26.0,74.0,1.29126262950745,1
1365.0,674.0,194.0,745.0,12.0,0.0,0.0,2.0,2.0,0.0,2.0,1289.0,1.00522694513289,1
1295.0,580.0,296.0,44.0,2.0,0.0,0.0,1.0,11.0,9.0,6.0,603.0,0.865617488080534,1
1367.0,3714.0,245.0,1240.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,577.0,0.865617488080534,0
72.0,2445.0,8.0,18.0,1.0,0.0,0.0,50.0,2.0,0.0,5.0,13.0,0.411985187306913,1
193.0,1189.0,42.0,85.0,0.0,0.0,0.0,38.0,14.0,26.0,33.0,73.0,0.594368207936839,1
91.0,584.0,20.0,17.0,0.0,0.0,0.0,13.0,15.0,1.0,16.0,46.0,1.05714931610548,1
1418.0,1663.0,390.0,540.0,23.0,0.0,0.0,24.0,79.0,0.0,3.0,1221.0,0.865617488080534,0
12700.0,3565.0,1542.0,5196.0,307.0,0.0,0.0,55.0,302.0,718.0,536.0,10736.0,0.661673179614133,1
135.0,1830.0,22.0,30.0,0.0,0.0,0.0,100.0,0.0,6.0,3.0,25.0,0.997535302103113,1
56.0,15.0,3.0,12.0,1.0,0.0,0.0,43.0,0.0,0.0,7.0,6.0,1.05714931610548,1
516.0,3048.0,45.0,82.0,11.0,1.0,0.0,12.0,9.0,113.0,45.0,319.0,0.982449108801872,0
209.0,3677.0,67.0,67.0,0.0,0.0,0.0,20.0,5.0,27.0,3.0,148.0,0.997535302103113,1
139.0,1606.0,13.0,56.0,2.0,0.0,0.0,53.0,0.0,3.0,0.0,68.0,0.594368207936839,2
1467.0,3689.0,258.0,1057.0,19.0,0.0,0.0,25.0,2.0,9.0,9.0,1389.0,1.00522694513289,1
76.0,1280.0,38.0,42.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,67.0,1.86500803160946,0
5385.0,3093.0,761.0,2046.0,429.0,0.0,0.0,465.0,0.0,81.0,116.0,3996.0,1.48165413798567,1
8818.0,872.0,394.0,1425.0,629.0,0.0,0.0,221.0,13.0,11.0,125.0,8308.0,1.48165413798567,1
3016.0,3569.0,635.0,1312.0,31.0,0.0,0.0,131.0,82.0,45.0,93.0,2259.0,1.48165413798567,0
115.0,2281.0,19.0,13.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,104.0,1.29126262950745,1
712.0,2409.0,166.0,206.0,60.0,0.0,0.0,11.0,0.0,1.0,3.0,537.0,0.915024129447388,1
163.0,4806.0,44.0,84.0,15.0,0.0,0.0,17.0,14.0,3.0,1.0,121.0,0.997535302103113,0
267.0,2239.0,89.0,143.0,19.0,0.0,0.0,41.0,4.0,8.0,10.0,166.0,0.831953524648453,0
112.0,341.0,25.0,76.0,2.0,0.0,0.0,15.0,1.0,2.0,0.0,94.0,1.02771709743701,0
11622.0,2424.0,1405.0,832.0,53.0,0.0,0.0,157.0,41.0,259.0,120.0,8419.0,1.48165413798567,1
790.0,1541.0,232.0,774.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,727.0,0.982449108801872,0
407.0,197.0,43.0,66.0,1.0,0.0,0.0,106.0,0.0,0.0,1.0,293.0,0.831953524648453,1
44936.0,2623.0,610.0,18745.0,1124.0,2.0,0.0,222.0,766.0,689.0,923.0,40342.0,1.00522694513289,1
159.0,67.0,21.0,34.0,3.0,0.0,0.0,109.0,2.0,8.0,2.0,38.0,1.02771709743701,0
6490.0,2136.0,1373.0,3022.0,40.0,0.0,0.0,198.0,15.0,104.0,128.0,5927.0,1.48165413798567,1
348.0,484.0,60.0,251.0,3.0,0.0,0.0,2.0,1.0,49.0,5.0,284.0,1.20440316450483,1
140.0,5163.0,98.0,87.0,3.0,0.0,0.0,2.0,8.0,5.0,3.0,121.0,0.997535302103113,1
72.0,1321.0,10.0,18.0,1.0,0.0,0.0,26.0,0.0,4.0,4.0,33.0,0.800528377424059,0
254.0,889.0,48.0,97.0,1.0,0.0,0.0,3.0,6.0,14.0,27.0,186.0,0.982449108801872,1
1707.0,4659.0,434.0,1663.0,8.0,0.0,0.0,12.0,1.0,0.0,17.0,542.0,1.00522694513289,2
586.0,196.0,52.0,181.0,11.0,0.0,0.0,1.0,0.0,4.0,0.0,551.0,0.982449108801872,0
1036.0,4154.0,320.0,685.0,5.0,0.0,0.0,3.0,1.0,17.0,37.0,800.0,0.661673179614133,0
51.0,246.0,5.0,3.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.86500803160946,1
6821.0,2870.0,734.0,889.0,98.0,0.0,0.0,178.0,1648.0,60.0,161.0,3494.0,0.661673179614133,1
2863.0,3434.0,70.0,462.0,13.0,0.0,0.0,86.0,4.0,254.0,193.0,2185.0,0.865617488080534,0
101.0,3505.0,38.0,38.0,6.0,0.0,0.0,5.0,0.0,17.0,2.0,77.0,1.29126262950745,0
128.0,4209.0,38.0,58.0,4.0,0.0,0.0,41.0,6.0,3.0,12.0,64.0,0.594368207936839,2
158.0,3122.0,81.0,80.0,2.0,0.0,0.0,9.0,1.0,4.0,0.0,135.0,1.02771709743701,1
277.0,838.0,83.0,70.0,24.0,0.0,0.0,45.0,0.0,6.0,0.0,207.0,0.831953524648453,1
96.0,550.0,27.0,9.0,2.0,0.0,0.0,35.0,0.0,0.0,2.0,56.0,0.594368207936839,1
143.0,82.0,14.0,6.0,2.0,0.0,0.0,25.0,2.0,2.0,0.0,114.0,1.29126262950745,1
442.0,1230.0,64.0,90.0,4.0,0.0,0.0,15.0,0.0,9.0,0.0,407.0,0.982449108801872,1
188.0,1361.0,50.0,49.0,2.0,0.0,0.0,84.0,3.0,0.0,1.0,87.0,1.02771709743701,1
123.0,438.0,13.0,10.0,2.0,0.0,0.0,15.0,0.0,0.0,7.0,101.0,1.29126262950745,0
116.0,4206.0,40.0,52.0,8.0,0.0,0.0,17.0,0.0,8.0,6.0,84.0,0.594368207936839,0
57.0,2927.0,25.0,25.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,49.0,0.800528377424059,1
435.0,835.0,31.0,22.0,11.0,0.0,0.0,15.0,0.0,0.0,1.0,416.0,0.982449108801872,1
750.0,4118.0,237.0,487.0,76.0,0.0,0.0,16.0,92.0,22.0,5.0,557.0,0.831953524648453,1
50.0,1919.0,32.0,31.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,1.05714931610548,0
572.0,978.0,113.0,40.0,15.0,0.0,0.0,1.0,0.0,0.0,11.0,558.0,0.915024129447388,1
1227.0,981.0,243.0,514.0,140.0,0.0,0.0,18.0,3.0,0.0,2.0,1127.0,1.00522694513289,1
155.0,2977.0,32.0,44.0,15.0,0.0,0.0,49.0,0.0,0.0,0.0,84.0,0.594368207936839,1
799.0,2920.0,208.0,523.0,16.0,0.0,0.0,19.0,2.0,17.0,8.0,710.0,0.831953524648453,0
261.0,2136.0,88.0,249.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,247.0,0.915024129447388,0
2546.0,4382.0,659.0,1675.0,55.0,0.0,0.0,13.0,85.0,61.0,31.0,2211.0,0.865617488080534,0
89.0,539.0,13.0,11.0,1.0,0.0,0.0,26.0,5.0,0.0,0.0,58.0,0.411985187306913,2
27286.0,2297.0,1924.0,13376.0,214.0,1.0,0.0,1174.0,7367.0,512.0,3297.0,13239.0,1.48165413798567,1
358.0,2576.0,91.0,18.0,0.0,0.0,0.0,1.0,11.0,71.0,12.0,261.0,0.982449108801872,1
655.0,237.0,59.0,71.0,15.0,0.0,0.0,487.0,0.0,20.0,10.0,136.0,0.831953524648453,2
54.0,608.0,8.0,6.0,0.0,0.0,0.0,8.0,2.0,0.0,16.0,28.0,0.411985187306913,1
463.0,3038.0,51.0,62.0,3.0,0.0,0.0,40.0,6.0,54.0,48.0,312.0,0.831953524648453,0
350.0,2541.0,78.0,124.0,18.0,4.0,0.0,19.0,31.0,3.0,2.0,280.0,0.831953524648453,2
77.0,698.0,44.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,1.05714931610548,1
2012.0,4043.0,343.0,653.0,37.0,0.0,0.0,89.0,94.0,26.0,51.0,1722.0,0.661673179614133,1
94.0,200.0,15.0,6.0,1.0,0.0,0.0,3.0,0.0,21.0,3.0,67.0,0.997535302103113,0
147.0,2316.0,40.0,49.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,143.0,0.997535302103113,1
132.0,2741.0,50.0,45.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,106.0,0.997535302103113,1
50.0,2050.0,10.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,46.0,1.05714931610548,1
56.0,50.0,11.0,4.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,1.05714931610548,2
72.0,2437.0,25.0,18.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,35.0,0.411985187306913,1
75.0,356.0,29.0,25.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,68.0,1.05714931610548,0
578.0,2441.0,136.0,29.0,1.0,0.0,0.0,4.0,0.0,8.0,2.0,562.0,1.20440316450483,1
5241.0,3767.0,969.0,840.0,109.0,0.0,0.0,2.0,1.0,89.0,13.0,4585.0,0.865617488080534,0
330.0,2774.0,128.0,199.0,9.0,1.0,0.0,1.0,12.0,24.0,6.0,274.0,0.982449108801872,1
279.0,3735.0,103.0,109.0,7.0,0.0,0.0,7.0,0.0,8.0,5.0,259.0,0.982449108801872,0
59.0,899.0,16.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.411985187306913,0
258.0,2317.0,42.0,37.0,0.0,0.0,0.0,11.0,18.0,69.0,33.0,101.0,0.915024129447388,1
85.0,3754.0,23.0,31.0,5.0,0.0,0.0,11.0,3.0,0.0,0.0,66.0,1.05714931610548,1
103.0,698.0,12.0,10.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,10.0,0.594368207936839,1
78.0,63.0,16.0,16.0,5.0,0.0,0.0,21.0,0.0,5.0,0.0,52.0,0.800528377424059,0
292.0,2228.0,87.0,106.0,3.0,0.0,0.0,35.0,0.0,9.0,30.0,209.0,0.831953524648453,0
9760.0,1489.0,1241.0,525.0,52.0,0.0,0.0,112.0,234.0,259.0,417.0,8429.0,1.48165413798567,1
65.0,3300.0,29.0,45.0,8.0,0.0,0.0,4.0,2.0,9.0,2.0,44.0,1.05714931610548,1
176.0,1900.0,24.0,104.0,0.0,0.0,0.0,17.0,35.0,1.0,63.0,54.0,0.594368207936839,1
58.0,3111.0,29.0,29.0,2.0,0.0,0.0,11.0,0.0,4.0,8.0,34.0,1.05714931610548,1
592.0,2816.0,141.0,105.0,0.0,0.0,0.0,35.0,8.0,16.0,21.0,506.0,0.831953524648453,1
65.0,1501.0,26.0,37.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,63.0,0.800528377424059,1
145.0,800.0,13.0,138.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,134.0,1.02771709743701,0
329.0,2601.0,113.0,165.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,313.0,0.831953524648453,0
62.0,81.0,17.0,21.0,4.0,0.0,0.0,5.0,8.0,1.0,18.0,30.0,0.800528377424059,0
11419.0,1895.0,622.0,5555.0,9.0,0.0,0.0,129.0,2169.0,0.0,48.0,8920.0,1.48165413798567,1
154.0,3380.0,47.0,120.0,1.0,0.0,0.0,3.0,5.0,1.0,17.0,118.0,1.29126262950745,1
10473.0,1469.0,549.0,5079.0,106.0,12.0,0.0,426.0,214.0,1156.0,774.0,7208.0,0.865617488080534,1
54.0,28.0,8.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,1.05714931610548,1
183.0,98.0,39.0,17.0,0.0,0.0,0.0,136.0,0.0,4.0,6.0,37.0,1.02771709743701,2
1367.0,3998.0,175.0,828.0,33.0,0.0,0.0,18.0,124.0,38.0,19.0,1158.0,0.661673179614133,1
621.0,1342.0,70.0,46.0,13.0,0.0,0.0,24.0,1.0,8.0,7.0,570.0,0.831953524648453,1
300.0,1495.0,77.0,89.0,33.0,0.0,0.0,37.0,3.0,0.0,12.0,172.0,0.915024129447388,1
64.0,2216.0,17.0,14.0,2.0,0.0,0.0,32.0,0.0,4.0,0.0,28.0,0.800528377424059,1
265.0,3934.0,108.0,82.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,234.0,0.982449108801872,0
697.0,3615.0,152.0,254.0,105.0,0.0,0.0,4.0,9.0,7.0,4.0,666.0,0.982449108801872,0
6133.0,1355.0,982.0,2550.0,233.0,2.0,0.0,2.0,88.0,245.0,85.0,5432.0,1.00522694513289,1
429.0,2870.0,72.0,152.0,80.0,0.0,0.0,58.0,15.0,1.0,17.0,327.0,0.831953524648453,0
164.0,1729.0,34.0,28.0,2.0,0.0,0.0,28.0,1.0,0.0,10.0,55.0,1.02771709743701,1
363.0,34.0,16.0,159.0,0.0,2.0,0.0,8.0,0.0,4.0,67.0,283.0,0.915024129447388,0
63.0,739.0,15.0,46.0,0.0,0.0,0.0,4.0,6.0,0.0,6.0,41.0,0.800528377424059,1
112.0,464.0,14.0,8.0,0.0,0.0,0.0,96.0,0.0,7.0,2.0,7.0,0.594368207936839,1
160.0,1155.0,26.0,44.0,0.0,0.0,0.0,34.0,14.0,18.0,4.0,62.0,0.594368207936839,1
53.0,1061.0,29.0,16.0,1.0,0.0,0.0,11.0,0.0,2.0,1.0,37.0,0.411985187306913,2
261.0,2625.0,53.0,98.0,11.0,0.0,0.0,9.0,0.0,30.0,22.0,197.0,0.915024129447388,1
120.0,1954.0,27.0,46.0,1.0,0.0,0.0,6.0,1.0,14.0,9.0,88.0,0.997535302103113,0
4971.0,3698.0,810.0,1959.0,103.0,0.0,0.0,535.0,32.0,13.0,64.0,1465.0,1.48165413798567,1
332.0,4472.0,140.0,189.0,2.0,0.0,0.0,13.0,5.0,14.0,26.0,222.0,0.831953524648453,1
4069.0,1288.0,242.0,768.0,75.0,0.0,0.0,1001.0,178.0,63.0,796.0,1984.0,1.00522694513289,0
700.0,2967.0,93.0,97.0,18.0,0.0,0.0,23.0,28.0,26.0,7.0,566.0,0.831953524648453,0
173.0,3746.0,77.0,62.0,3.0,0.0,0.0,7.0,6.0,17.0,9.0,128.0,0.997535302103113,1
5285.0,864.0,174.0,920.0,171.0,0.0,0.0,41.0,5.0,21.0,18.0,4754.0,0.661673179614133,0
76.0,789.0,19.0,20.0,1.0,0.0,2.0,8.0,3.0,0.0,5.0,57.0,1.05714931610548,2
711.0,2935.0,208.0,178.0,66.0,0.0,0.0,123.0,3.0,17.0,0.0,495.0,0.831953524648453,1
124.0,3854.0,64.0,67.0,5.0,0.0,0.0,16.0,0.0,0.0,1.0,106.0,1.02771709743701,1
298.0,1644.0,48.0,28.0,1.0,0.0,0.0,52.0,3.0,10.0,38.0,182.0,0.915024129447388,0
91.0,2408.0,36.0,43.0,0.0,0.0,0.0,24.0,4.0,2.0,0.0,57.0,0.800528377424059,1
112.0,2458.0,14.0,42.0,21.0,0.0,0.0,12.0,1.0,0.0,6.0,90.0,0.997535302103113,0
50.0,218.0,10.0,10.0,0.0,0.0,0.0,16.0,0.0,2.0,7.0,25.0,1.05714931610548,2
114.0,2613.0,18.0,16.0,2.0,0.0,0.0,1.0,9.0,16.0,8.0,80.0,1.02771709743701,1
225.0,2557.0,67.0,72.0,4.0,0.0,0.0,5.0,4.0,1.0,0.0,205.0,0.982449108801872,0
103.0,835.0,22.0,45.0,1.0,0.0,0.0,9.0,6.0,2.0,21.0,63.0,0.594368207936839,1
68.0,731.0,24.0,33.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,57.0,1.05714931610548,1
66.0,431.0,8.0,56.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,53.0,0.800528377424059,1
243.0,3322.0,90.0,75.0,13.0,0.0,0.0,17.0,1.0,5.0,2.0,202.0,0.831953524648453,1
90724.0,3712.0,2603.0,46433.0,1672.0,13.0,1.0,377.0,127.0,722.0,257.0,67208.0,1.48165413798567,1
588.0,4242.0,138.0,112.0,3.0,0.0,0.0,14.0,29.0,15.0,34.0,489.0,0.915024129447388,1
174.0,3105.0,35.0,36.0,9.0,0.0,0.0,14.0,2.0,1.0,2.0,155.0,1.02771709743701,0
435.0,2127.0,80.0,82.0,1.0,0.0,0.0,23.0,34.0,1.0,4.0,356.0,0.915024129447388,1
132.0,653.0,32.0,33.0,2.0,0.0,0.0,2.0,4.0,0.0,23.0,96.0,1.02771709743701,1
842.0,758.0,167.0,412.0,47.0,0.0,0.0,52.0,1.0,52.0,50.0,607.0,0.915024129447388,1
94.0,173.0,33.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,68.0,1.29126262950745,0
53.0,5.0,2.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,1.86500803160946,0
110.0,2706.0,30.0,14.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,106.0,1.29126262950745,2
147.0,85.0,8.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,138.0,1.29126262950745,0
74.0,2787.0,17.0,19.0,1.0,0.0,0.0,39.0,0.0,0.0,5.0,30.0,0.800528377424059,1
130.0,3247.0,104.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129.0,1.02771709743701,0
109.0,1523.0,54.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,60.0,1.02771709743701,0
243.0,2972.0,48.0,32.0,2.0,0.0,0.0,64.0,2.0,0.0,0.0,173.0,0.982449108801872,0
157.0,2743.0,55.0,33.0,8.0,0.0,0.0,15.0,7.0,4.0,19.0,102.0,0.997535302103113,0
312.0,1953.0,29.0,62.0,0.0,0.0,0.0,57.0,11.0,4.0,12.0,193.0,0.831953524648453,1
3775.0,641.0,346.0,634.0,35.0,0.0,0.0,764.0,13.0,2.0,58.0,2843.0,0.865617488080534,0
133.0,1804.0,96.0,10.0,6.0,0.0,0.0,96.0,0.0,0.0,0.0,37.0,0.594368207936839,1
105.0,4121.0,26.0,25.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,73.0,0.997535302103113,1
354.0,2115.0,127.0,119.0,10.0,0.0,0.0,4.0,0.0,34.0,17.0,289.0,0.982449108801872,0
741.0,2743.0,81.0,112.0,8.0,0.0,0.0,144.0,29.0,110.0,59.0,329.0,0.831953524648453,1
240.0,830.0,112.0,186.0,15.0,0.0,3.0,3.0,0.0,3.0,0.0,228.0,0.831953524648453,2
1295.0,1958.0,196.0,394.0,25.0,0.0,0.0,16.0,40.0,33.0,153.0,704.0,1.00522694513289,1
192.0,339.0,32.0,46.0,0.0,0.0,0.0,4.0,0.0,16.0,5.0,165.0,1.29126262950745,1
385.0,1628.0,37.0,52.0,11.0,0.0,0.0,26.0,0.0,14.0,7.0,338.0,1.20440316450483,1
79.0,2177.0,23.0,48.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,63.0,1.05714931610548,0
101.0,4622.0,22.0,29.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,97.0,0.997535302103113,1
265.0,757.0,35.0,92.0,0.0,0.0,0.0,1.0,5.0,16.0,39.0,148.0,0.915024129447388,1
985.0,1464.0,258.0,301.0,36.0,0.0,0.0,33.0,0.0,27.0,13.0,884.0,0.661673179614133,1
67.0,820.0,37.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,65.0,1.86500803160946,1
76.0,3981.0,32.0,23.0,2.0,0.0,0.0,4.0,0.0,19.0,4.0,49.0,1.86500803160946,1
139.0,1758.0,36.0,43.0,20.0,0.0,0.0,15.0,0.0,8.0,6.0,96.0,1.02771709743701,1
4981.0,3821.0,642.0,2211.0,20.0,0.0,0.0,776.0,364.0,349.0,1580.0,1400.0,1.48165413798567,1
7139.0,3243.0,792.0,2612.0,343.0,0.0,0.0,35.0,181.0,183.0,234.0,5867.0,1.48165413798567,2
181.0,2099.0,58.0,12.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,159.0,0.997535302103113,1
99.0,4475.0,22.0,25.0,6.0,0.0,0.0,9.0,2.0,0.0,0.0,88.0,0.997535302103113,1
1000.0,2807.0,134.0,214.0,32.0,0.0,0.0,176.0,32.0,4.0,45.0,730.0,1.48165413798567,1
52.0,44.0,3.0,6.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,13.0,1.86500803160946,2
1537.0,1785.0,67.0,1085.0,1.0,0.0,0.0,4.0,7.0,4.0,57.0,1382.0,0.865617488080534,0
53.0,2315.0,19.0,20.0,0.0,0.0,0.0,5.0,2.0,0.0,23.0,23.0,1.86500803160946,0
74.0,172.0,9.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0,1.86500803160946,0
95.0,590.0,28.0,22.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,78.0,1.02771709743701,1
4635.0,1237.0,611.0,303.0,20.0,0.0,0.0,1.0,11.0,5.0,58.0,3224.0,1.00522694513289,1
119.0,605.0,33.0,29.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,38.0,0.594368207936839,1
63.0,96.0,25.0,26.0,1.0,0.0,0.0,1.0,5.0,8.0,2.0,16.0,1.05714931610548,1
3343.0,836.0,227.0,270.0,8.0,0.0,0.0,1.0,39.0,54.0,31.0,3156.0,0.865617488080534,0
531.0,3793.0,205.0,178.0,32.0,0.0,0.0,59.0,1.0,51.0,7.0,396.0,0.915024129447388,1
81.0,3683.0,40.0,20.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,76.0,1.05714931610548,1
956.0,3577.0,171.0,294.0,9.0,3.0,0.0,7.0,1.0,42.0,16.0,597.0,0.865617488080534,0
3053.0,3205.0,240.0,173.0,12.0,0.0,0.0,1243.0,12.0,8.0,81.0,1694.0,1.00522694513289,0
670.0,2593.0,85.0,74.0,9.0,0.0,0.0,64.0,22.0,8.0,23.0,549.0,0.831953524648453,1
343.0,3107.0,143.0,102.0,4.0,0.0,0.0,9.0,2.0,3.0,4.0,316.0,1.20440316450483,0
71.0,1997.0,21.0,19.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,64.0,1.86500803160946,0
117.0,1578.0,10.0,17.0,4.0,0.0,0.0,23.0,0.0,0.0,4.0,90.0,0.594368207936839,1
136.0,1500.0,49.0,14.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,123.0,0.997535302103113,0
567.0,1150.0,86.0,77.0,4.0,0.0,0.0,2.0,3.0,27.0,24.0,485.0,0.982449108801872,1
104.0,2130.0,45.0,41.0,4.0,0.0,0.0,1.0,3.0,7.0,1.0,86.0,0.997535302103113,1
83.0,3021.0,22.0,27.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,58.0,0.800528377424059,0
4627.0,3435.0,1231.0,826.0,41.0,0.0,0.0,146.0,5.0,28.0,68.0,1071.0,0.661673179614133,0
154.0,3512.0,104.0,123.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,140.0,0.997535302103113,1
594.0,2956.0,282.0,437.0,8.0,1.0,0.0,9.0,11.0,9.0,5.0,491.0,0.982449108801872,1
100.0,3823.0,44.0,11.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,75.0,0.997535302103113,1
463.0,2697.0,170.0,286.0,6.0,0.0,0.0,15.0,0.0,2.0,1.0,425.0,0.982449108801872,1
61.0,1974.0,24.0,17.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,50.0,1.86500803160946,1
413.0,4710.0,169.0,267.0,14.0,0.0,0.0,12.0,0.0,7.0,0.0,394.0,0.982449108801872,1
60.0,288.0,19.0,33.0,0.0,0.0,0.0,8.0,0.0,19.0,3.0,28.0,0.800528377424059,2
216.0,3459.0,68.0,65.0,4.0,0.0,0.0,67.0,1.0,8.0,3.0,134.0,0.594368207936839,1
436.0,4528.0,108.0,90.0,32.0,0.0,0.0,1.0,0.0,1.0,1.0,432.0,0.982449108801872,1
1219.0,3261.0,227.0,201.0,14.0,0.0,0.0,101.0,15.0,32.0,19.0,1010.0,1.48165413798567,1
1559.0,3830.0,487.0,575.0,38.0,0.0,0.0,119.0,40.0,25.0,109.0,1212.0,1.00522694513289,1
75.0,211.0,13.0,17.0,0.0,0.0,0.0,41.0,3.0,1.0,2.0,28.0,0.800528377424059,1
310.0,2538.0,50.0,41.0,6.0,0.0,0.0,3.0,0.0,13.0,2.0,291.0,0.982449108801872,1
88.0,82.0,11.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,83.0,1.05714931610548,2
38789.0,1761.0,1115.0,7551.0,1408.0,0.0,0.0,2534.0,22.0,897.0,119.0,32262.0,1.48165413798567,1
66.0,3541.0,13.0,14.0,1.0,0.0,0.0,24.0,1.0,0.0,6.0,35.0,0.411985187306913,1
341.0,980.0,54.0,85.0,11.0,0.0,0.0,73.0,2.0,5.0,15.0,235.0,0.831953524648453,1
4386.0,2090.0,910.0,1121.0,22.0,0.0,0.0,25.0,803.0,391.0,141.0,2636.0,1.00522694513289,1
1216.0,3127.0,385.0,260.0,9.0,0.0,0.0,13.0,1.0,8.0,13.0,1152.0,0.661673179614133,1
247.0,43.0,37.0,61.0,17.0,0.0,0.0,1.0,0.0,9.0,2.0,218.0,1.20440316450483,1
