Wifes_age,Number_of_children_ever_born,Wifes_education,Husbands_education,Wifes_religion,Wifes_now_working\%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,label
45.627159,4.184095,3,3,1,1,3,2,0,2
43.684519,3.0,1,1,1,1,3,2,1,0
20.836774,2.0,2,3,1,1,2,3,0,2
16.979298,-0.439649,4,4,1,1,2,4,0,2
18.232936,1.545972,4,4,1,1,2,2,0,1
42.621964,4.421695,2,3,1,1,3,2,0,1
42.544586,3.682978,3,4,1,0,3,4,0,2
32.227031,3.0,4,4,1,1,3,4,0,1
36.144311,2.0,4,4,0,1,2,3,0,0
45.295084,4.237885,1,4,1,1,1,3,1,0
30.420905,2.0,2,2,1,1,3,2,0,0
23.866715,-0.119336,3,3,1,1,2,4,0,0
31.249561,4.467711,3,4,0,1,3,4,0,1
31.149684,5.112412,2,4,1,1,1,2,0,1
36.906355,3.0,4,4,0,0,1,4,0,1
21.156073,4.296518,3,2,1,1,3,3,0,2
34.91782,2.0,4,4,1,1,3,4,0,1
27.348253,0.322192,3,4,1,0,1,4,0,0
45.637515,4.279007,4,4,0,1,2,3,0,1
23.082933,0.369568,3,3,1,1,3,3,0,2
23.445832,3.0,3,3,1,1,3,3,0,0
41.175895,3.894149,3,3,1,1,2,3,0,2
37.313485,6.557955,4,4,1,1,3,4,0,0
36.883112,8.606715,2,3,1,1,2,3,1,2
22.750738,0.777053,2,4,1,1,1,4,0,0
25.34077,0.624604,3,2,1,1,3,4,0,2
29.902519,4.651251,1,2,1,1,2,2,1,0
19.638067,2.0,3,3,1,1,3,3,0,2
36.951095,3.0,4,4,1,1,1,3,0,0
33.066831,3.0,3,4,1,1,2,3,0,0
38.299845,4.679125,3,4,1,1,2,3,0,0
36.326352,3.0,3,4,1,1,3,4,0,2
41.913077,7.720897,4,4,0,1,3,4,0,0
26.325817,3.0,3,3,1,1,2,4,0,2
31.522271,1.044849,3,4,1,1,3,4,0,2
44.500309,8.715336,3,4,1,1,3,4,0,0
24.52024,0.612779,1,1,1,0,2,3,0,0
30.211465,1.378721,3,2,1,1,3,1,0,0
28.861394,4.980054,3,2,1,0,3,2,0,1
32.125384,1.065806,4,4,1,1,2,3,1,2
35.544817,7.028168,2,4,1,1,3,4,0,0
22.755326,0.579151,4,4,1,1,2,3,0,0
26.477903,2.0,3,3,1,1,3,3,0,2
40.569927,3.847568,4,4,1,1,1,4,0,2
43.046347,7.873659,2,4,1,1,1,2,0,0
27.132577,0.845737,4,4,1,0,1,4,0,1
27.752601,1.033227,4,4,1,1,1,3,0,0
36.1219,2.0,3,3,1,1,3,2,0,0
34.157466,4.539501,4,4,0,0,1,4,0,2
20.803155,1.118228,1,2,1,1,2,4,0,0
32.514663,2.0,3,4,1,1,1,4,0,2
18.981378,0.527138,2,4,1,1,3,4,0,0
44.736416,7.271248,4,4,1,0,1,3,0,0
26.926925,0.576844,3,4,1,1,1,4,0,0
44.876296,3.0,4,4,1,0,1,3,0,1
20.338994,2.0,4,4,1,1,1,3,0,0
28.713113,5.045892,4,4,1,0,1,4,0,2
35.625332,10.041916,3,1,1,0,2,3,1,0
24.273832,0.235592,2,4,1,0,1,3,0,0
26.962875,2.0,2,3,1,1,3,4,0,2
23.766683,2.0,2,3,1,0,2,3,0,0
20.351284,3.0,1,2,1,1,3,3,1,2
33.03948,4.899202,4,4,1,0,2,4,0,1
38.07365,3.0,3,3,1,1,3,4,0,1
29.423491,5.098122,2,2,1,1,2,2,0,2
27.119698,4.214248,2,4,1,1,2,3,1,2
26.93305,1.099971,4,4,0,1,2,4,0,2
37.300481,3.0,3,3,1,1,2,4,0,1
45.411494,9.42809,2,3,1,0,1,4,0,0
45.060436,5.119155,1,2,1,1,1,2,1,0
43.253487,7.314036,3,4,1,1,1,4,0,0
36.56083,3.846801,4,4,1,1,3,2,0,2
23.666467,-0.09014,4,4,1,1,1,4,0,1
46.706424,4.11217,4,4,1,0,3,4,0,1
31.851425,4.31798,2,3,1,0,3,3,0,2
26.440229,0.25459,2,3,1,1,3,4,0,0
31.936389,9.653427,2,3,1,1,3,2,0,2
35.940908,7.946429,4,4,1,1,2,4,0,2
31.374522,3.0,3,4,1,1,1,4,0,2
30.60026,3.0,4,4,1,0,1,3,0,2
17.497072,0.814981,1,2,1,1,3,3,0,0
22.955907,2.0,4,4,0,1,1,3,0,2
24.401947,1.131064,2,3,1,1,3,4,1,0
30.335585,3.967546,3,3,1,1,1,3,0,0
34.110809,0.462907,3,4,0,0,1,4,0,0
48.965748,9.313673,4,4,1,0,2,3,1,2
21.579311,0.24707,4,4,1,1,3,3,0,1
34.954361,6.790328,3,4,1,1,2,2,0,0
22.959931,0.891185,4,4,1,1,1,4,1,2
41.787203,3.0,4,4,1,1,3,4,0,0
27.950648,0.545374,2,3,1,1,3,1,1,0
40.501175,3.48587,3,4,1,1,1,3,1,2
46.582925,5.149689,2,2,1,1,3,2,0,0
31.56914,2.0,3,3,1,0,1,4,0,1
31.986186,3.0,4,4,1,0,2,4,0,2
39.835393,6.199842,2,3,1,1,3,3,0,2
48.09384,0.5551,2,4,1,1,2,3,0,0
40.545165,10.553997,4,4,0,1,1,4,0,1
39.192904,2.0,4,4,0,1,1,4,0,2
46.438567,3.539528,2,2,1,0,3,4,0,2
32.577094,3.99943,4,4,1,0,2,4,0,0
34.437011,2.0,4,4,1,1,3,3,0,1
32.723396,4.129002,4,4,1,0,1,4,0,1
49.017828,1.462624,2,4,0,1,1,4,0,0
36.213076,2.0,2,2,1,0,2,2,0,0
18.669851,0.74711,4,4,1,0,1,4,0,1
26.646557,3.0,2,1,1,0,2,2,0,0
32.6011,4.558913,2,3,1,1,1,3,0,2
41.833092,4.257708,1,2,1,1,3,2,0,0
32.124928,2.0,3,3,1,1,2,4,0,2
31.684528,4.889378,4,4,1,1,2,4,0,1
22.749195,1.154586,3,4,1,0,1,3,0,0
43.955881,1.108686,1,3,1,1,3,3,0,2
38.807044,3.0,3,3,1,1,3,3,0,2
28.959983,3.984795,4,4,1,1,2,3,0,2
31.165613,2.0,2,3,1,1,3,3,0,0
27.300396,0.966768,1,1,1,1,3,2,0,0
23.076159,1.090617,4,4,1,1,3,4,0,0
31.320986,4.156422,4,4,0,1,3,1,0,2
25.185648,0.019423,2,3,1,0,1,4,0,0
31.396049,4.943168,4,4,1,1,1,3,0,2
36.864489,3.0,4,4,1,0,1,4,0,1
40.759883,8.144541,3,4,1,1,2,4,0,0
29.139998,4.499266,2,2,1,1,2,4,0,0
44.232873,3.960627,4,4,1,0,3,2,0,0
43.91001,8.534048,2,3,1,1,3,4,0,0
31.17178,1.145148,1,3,1,1,3,3,1,0
37.203497,5.074278,2,3,1,1,2,1,0,0
25.354775,0.322378,2,2,1,0,3,1,0,0
30.204774,3.0,2,3,1,1,1,4,0,1
47.396701,3.0,4,4,1,0,1,4,0,1
31.936236,3.0,3,4,1,1,1,3,0,2
39.838655,0.940216,2,3,0,1,3,4,0,0
38.803008,3.0,2,4,1,1,2,4,0,2
39.655318,4.322983,4,4,1,0,2,2,0,1
30.707402,3.0,3,4,1,1,3,2,0,2
44.969948,0.860376,4,4,1,1,2,4,0,0
20.138913,2.0,4,4,1,1,1,1,0,0
46.439053,8.782509,3,3,1,1,3,4,0,1
37.565402,3.0,4,4,1,0,3,3,0,2
20.57505,0.429286,2,4,1,1,3,3,0,2
26.864844,0.623695,3,4,1,0,1,4,0,0
20.841892,0.624309,1,4,1,1,1,3,0,0
36.354556,7.742737,2,3,0,1,1,2,0,0
21.392096,0.692549,1,2,1,0,3,2,0,0
26.584365,3.0,3,3,0,1,3,3,0,2
20.425055,0.448888,4,4,1,1,3,4,0,2
38.338217,2.0,4,4,1,0,3,4,0,0
25.14891,1.367361,4,4,1,1,1,4,0,0
25.746595,0.692964,1,4,1,1,2,2,0,0
44.111591,5.686123,2,4,1,1,3,4,1,1
25.989082,4.348262,2,3,1,1,3,1,0,2
44.866019,6.03419,4,4,0,1,2,4,0,0
26.554954,3.0,4,4,0,1,1,3,0,0
37.381884,4.996882,2,3,1,1,3,3,0,2
20.066538,2.0,4,4,1,1,3,4,0,2
30.779334,5.099503,3,4,1,0,1,4,0,0
28.821806,0.336263,2,4,1,1,3,1,0,0
32.524847,2.0,3,3,1,1,3,4,0,1
31.303458,0.928604,3,2,1,1,3,3,0,0
40.581608,4.293017,4,4,1,1,1,3,0,1
42.493112,5.568691,3,3,0,1,2,2,0,2
26.933016,0.429536,3,4,1,1,2,2,0,2
29.76512,0.587384,4,4,1,0,1,4,0,0
21.468011,2.0,2,3,1,0,3,1,0,0
23.249353,3.0,2,3,1,0,4,3,0,0
36.053145,2.0,2,4,1,1,2,1,0,0
25.230192,0.942066,2,4,0,1,1,4,0,0
17.233844,1.415204,4,4,1,0,2,4,0,1
25.164765,1.413512,1,4,1,1,1,2,1,0
32.212938,1.058278,4,3,0,0,3,4,0,2
44.465766,8.308024,2,4,1,1,3,4,0,0
29.194842,-0.144826,2,4,1,1,2,4,0,2
39.786027,2.0,2,4,1,1,2,1,0,0
20.243628,0.709513,1,2,1,1,3,1,0,0
28.299164,2.0,3,4,1,1,2,4,0,0
27.747701,3.0,4,4,0,0,3,3,0,2
32.966425,3.0,4,4,1,1,3,2,0,2
33.641861,4.698385,3,4,1,1,3,4,0,0
24.881577,4.519832,3,4,1,1,3,4,0,2
23.990804,0.858135,3,4,1,0,3,2,0,0
35.619397,3.0,2,4,1,1,3,4,0,1
31.014463,4.57598,2,4,1,1,1,4,0,0
21.012691,0.75185,3,4,1,1,1,4,0,2
19.005448,0.935596,3,4,1,1,1,3,0,2
30.699823,3.0,4,4,1,1,3,1,0,2
27.27702,3.0,4,4,1,1,2,1,0,2
31.83485,5.30702,2,2,1,1,2,4,0,2
32.524193,3.0,4,4,1,1,3,4,0,2
36.463658,4.556407,4,4,1,0,3,4,0,0
45.129775,4.136593,2,2,1,0,2,2,0,0
23.209329,3.0,4,4,1,1,2,4,0,2
25.689965,2.0,3,4,1,1,2,3,1,0
22.611423,2.0,3,3,1,1,1,2,0,0
36.758772,10.148238,3,4,1,1,3,4,0,0
45.444931,5.711603,1,3,1,1,3,4,0,2
22.593127,0.800888,2,3,1,1,2,4,0,0
32.913647,2.0,1,3,1,1,1,1,0,2
45.797928,0.788915,1,1,1,0,2,3,0,0
36.574583,7.37502,3,3,0,0,2,1,0,2
29.861971,4.755429,4,4,1,1,3,4,1,2
39.758175,3.0,3,4,1,1,1,4,0,2
30.580086,3.835898,4,4,0,1,1,4,0,2
31.876186,2.0,2,2,1,1,3,4,0,0
22.161394,2.0,1,3,1,1,4,4,0,0
27.025826,2.0,4,4,0,0,1,4,0,0
26.197368,3.0,2,3,1,0,2,1,0,0
24.541414,4.84058,3,3,1,1,2,3,0,0
44.119847,4.558437,1,4,1,1,2,4,0,1
37.064962,8.908533,2,2,1,1,2,3,1,1
44.854496,3.0,4,4,1,1,3,3,0,0
26.520667,2.0,4,4,0,1,1,2,0,2
48.029374,0.500141,4,4,1,1,2,4,0,0
34.066297,4.482685,3,4,1,1,2,2,0,2
31.601217,4.541371,3,4,1,0,2,4,0,1
22.717534,2.0,2,3,1,1,2,1,0,2
26.685164,0.019923,3,3,1,1,3,1,0,0
27.340531,3.0,4,3,1,1,2,4,0,2
20.434739,0.526013,4,4,1,1,1,2,0,0
23.965164,3.0,2,3,1,0,2,2,1,2
31.20349,2.0,2,3,1,0,3,4,0,0
42.141095,0.823721,2,2,1,1,3,1,0,0
27.011693,5.548582,3,4,1,1,3,3,0,0
31.929583,3.0,1,4,1,1,1,2,0,2
29.281512,3.0,4,4,1,0,1,4,0,2
27.317156,1.060825,4,4,1,1,2,4,0,2
36.937961,4.341111,3,3,0,0,3,2,0,1
40.249716,3.0,4,4,1,1,1,3,0,1
21.001697,0.231243,3,3,1,1,3,4,0,2
46.843826,9.744501,3,4,1,1,3,2,0,0
37.196825,2.0,4,4,1,1,3,4,0,2
22.780395,0.561999,3,3,1,0,3,4,0,1
45.66229,4.95839,3,4,1,1,2,4,0,2
26.779388,3.0,4,4,0,1,3,3,0,0
30.042277,3.0,3,4,1,1,1,2,0,2
37.92472,4.332073,4,4,0,0,3,4,0,1
18.056719,-0.376295,3,4,1,1,1,4,0,1
42.727462,3.402123,3,3,1,1,2,4,0,1
20.01657,1.027123,3,4,1,0,1,3,0,1
21.211577,2.0,4,4,0,1,2,2,0,2
24.797191,0.030252,2,3,1,1,2,1,0,0
31.614877,3.807935,1,2,1,1,2,2,1,0
29.012073,2.0,4,4,1,0,2,4,0,1
36.283348,3.0,4,4,1,1,1,2,0,1
26.236845,0.480206,2,3,1,1,2,4,0,2
39.796697,4.409534,3,4,1,1,1,3,0,0
23.61419,3.0,1,2,1,0,3,4,0,0
25.891465,3.0,4,4,1,0,3,4,0,2
29.129924,2.0,2,3,1,0,2,2,0,0
35.010475,4.290376,3,4,1,1,3,3,0,0
47.95115,7.79763,1,3,1,1,3,4,0,0
37.462401,3.0,3,4,1,1,2,2,0,2
20.307077,4.572221,4,4,0,1,3,4,0,1
37.582685,4.411726,4,4,0,1,2,4,0,1
45.817241,4.832646,3,4,1,1,3,4,0,2
21.597261,3.0,3,3,1,1,3,3,0,2
46.975872,4.255111,1,2,1,1,4,2,0,0
42.044545,5.313644,4,4,0,1,2,4,0,0
37.481236,5.712147,3,4,0,1,1,3,0,2
45.025779,1.22296,4,4,1,0,1,3,0,0
48.439403,4.611962,4,4,1,1,2,3,0,1
36.747194,3.0,3,4,1,0,1,4,0,2
33.542802,-0.397065,2,2,1,1,2,3,1,2
30.243031,3.515362,3,3,1,1,3,2,0,2
24.882607,4.425336,4,4,1,1,3,3,0,2
31.210057,2.0,4,4,1,1,1,2,0,2
38.14102,8.110061,3,4,1,1,1,4,0,1
34.353183,7.530015,4,3,1,1,3,3,0,2
27.191557,2.0,4,4,1,1,1,2,0,0
48.592886,8.076302,4,4,1,1,3,3,0,0
31.434485,8.436577,3,4,0,0,2,4,0,0
35.555899,3.924441,3,3,1,0,3,4,0,1
28.241851,0.432336,2,3,1,1,3,1,0,0
45.531152,0.933324,1,3,1,1,2,4,0,0
47.077804,3.719242,2,4,1,1,3,4,0,0
27.994135,3.0,1,4,1,1,1,3,0,0
28.913287,5.32505,2,4,0,1,3,4,0,2
30.56325,1.183363,3,3,1,1,3,4,0,0
29.548278,3.0,4,4,1,1,3,4,0,2
46.308399,9.502991,3,3,1,1,1,4,0,1
30.83684,3.0,3,4,1,0,2,3,0,2
43.953447,4.439837,4,4,0,1,1,3,0,0
41.589026,4.626668,4,4,1,1,2,4,0,2
34.212629,1.284686,4,4,1,0,1,3,0,0
21.10437,0.593172,3,4,1,1,3,4,0,0
21.347938,2.0,1,3,1,1,3,2,0,1
26.249531,3.0,2,4,1,1,1,4,0,2
34.112463,2.0,3,3,1,1,3,4,0,2
26.114526,3.0,3,3,1,1,3,3,0,2
44.895876,3.0,3,3,1,0,3,2,0,2
30.837707,4.590494,4,4,1,1,1,2,0,1
29.445,3.635184,3,4,1,1,3,4,0,2
29.461347,3.0,4,4,1,0,2,4,0,1
19.149827,2.0,1,3,1,1,3,1,1,0
37.140569,4.89354,4,4,1,1,1,4,0,1
44.812909,3.0,4,4,0,1,1,3,0,0
31.932442,0.996314,4,4,1,0,1,3,0,0
30.687612,7.393827,2,2,1,1,2,3,0,1
45.032707,10.521104,3,4,1,1,3,3,0,0
45.045649,4.470128,3,4,1,1,1,2,0,0
27.637011,2.0,3,4,0,1,2,3,0,0
36.853432,9.301822,2,4,1,1,1,3,0,1
20.564962,0.950417,4,4,1,1,3,4,0,0
30.555771,2.0,4,4,1,1,1,4,0,2
29.312108,4.310106,3,3,1,1,2,3,0,2
29.190445,6.323135,3,3,1,1,3,2,0,2
35.92409,2.0,1,2,1,0,3,4,0,0
31.304852,7.58415,3,3,1,1,2,3,0,2
36.724752,3.827185,3,4,1,1,3,3,0,1
26.669124,3.0,4,3,1,1,3,2,0,2
19.99164,0.460439,3,4,1,1,3,4,1,0
34.077542,3.0,3,4,0,1,3,4,0,1
21.266015,1.044259,2,1,0,0,2,2,0,1
42.561147,6.252533,1,2,0,0,2,1,1,0
37.59504,3.0,4,4,1,0,3,3,0,1
37.565129,9.181807,2,3,1,0,1,2,0,0
22.909004,0.579332,4,4,1,0,2,3,0,2
20.84604,0.341111,4,4,1,1,3,3,0,0
25.712341,3.0,3,3,1,1,3,2,0,0
21.664191,0.414351,2,4,1,1,3,1,0,1
39.540699,8.313854,2,3,1,1,3,1,0,2
24.265238,1.10189,2,2,1,1,3,2,0,2
42.959301,0.28937,3,4,1,1,2,1,0,0
29.822986,5.453072,3,4,1,1,3,4,0,0
22.752235,0.834537,4,4,1,1,3,4,0,2
18.82423,4.182581,4,4,0,1,1,4,0,0
34.717287,4.025121,3,4,0,1,3,3,0,2
36.582023,0.693534,4,4,0,1,1,3,0,0
21.343711,2.0,3,4,0,1,1,4,0,2
36.890576,5.511659,2,2,1,1,3,3,0,0
40.127206,8.501466,2,3,1,0,2,2,0,0
20.898071,2.0,3,4,1,1,1,3,0,0
41.849626,5.014486,4,4,1,0,3,4,0,1
30.57006,0.740129,2,1,1,1,2,2,0,0
21.687299,0.758436,2,4,1,1,2,3,0,0
27.830013,3.0,3,4,1,1,1,4,0,2
26.18532,3.0,3,4,1,1,1,4,0,1
30.289193,7.692023,4,4,1,0,3,2,0,2
46.102652,2.0,2,3,1,1,3,3,0,0
38.618176,3.0,4,4,0,0,1,4,0,1
38.912322,6.981655,2,2,1,0,3,4,0,2
37.647188,2.0,3,4,0,0,1,4,0,1
20.035531,0.237926,1,4,1,1,1,2,1,0
21.950871,2.0,2,1,1,1,3,3,0,0
42.687698,8.343261,4,4,1,0,1,4,0,1
31.26415,2.0,4,4,1,1,1,4,0,0
31.640102,2.0,2,3,1,1,3,4,0,2
22.211721,2.0,4,3,1,0,2,4,0,2
33.269767,3.40883,4,4,1,1,3,4,0,2
36.404125,9.361924,2,3,1,1,3,1,0,0
19.970831,3.0,4,4,1,1,1,2,0,1
20.482046,-0.279117,3,4,1,1,2,4,0,0
23.954049,2.0,2,3,1,1,2,2,1,0
38.147146,2.0,4,4,1,1,2,4,0,2
25.40797,3.947682,4,4,1,1,1,2,0,2
39.285627,9.334527,4,4,1,1,2,3,0,1
30.685679,2.0,2,3,1,1,3,4,0,1
43.213908,7.332701,2,4,1,1,3,1,0,0
46.469521,10.728654,3,3,1,1,2,2,0,0
26.052853,4.167368,2,3,1,1,2,4,0,2
31.539427,3.956148,4,4,1,1,3,4,0,2
35.406826,4.331645,3,3,1,1,2,3,0,1
21.411917,0.441577,4,4,0,1,1,3,0,2
24.417726,1.183563,2,4,1,0,2,4,0,0
33.710152,3.0,4,4,1,1,2,3,0,1
36.147912,8.00491,2,4,1,0,1,3,0,2
36.983777,4.874345,3,3,1,1,3,3,0,2
42.911822,1.236032,4,4,1,1,1,3,0,0
19.835135,2.0,2,3,1,1,2,4,0,2
30.51844,4.268858,4,4,0,1,3,3,0,1
43.368349,4.967987,3,4,1,1,3,3,0,1
25.527897,1.071089,3,4,1,1,3,4,0,0
27.985829,3.0,4,4,0,1,2,3,0,2
32.313781,1.023802,1,3,1,0,3,2,1,0
22.34156,0.865914,1,3,1,0,2,4,0,0
21.540697,1.215768,4,4,1,1,1,3,0,1
32.178336,2.0,2,4,1,1,3,4,0,0
28.271017,0.423207,4,4,0,1,2,4,0,2
30.264303,0.873923,3,4,0,1,2,3,0,0
47.30933,1.594371,4,4,1,1,1,4,0,0
38.684556,7.369802,2,1,1,0,2,1,0,0
18.6582,0.889419,3,4,0,1,1,4,0,0
31.609993,4.844054,3,4,1,1,1,3,0,0
20.485072,2.0,3,3,1,1,2,2,0,0
36.973011,4.499578,4,4,1,1,1,3,0,1
35.382298,3.0,4,4,1,1,2,3,0,2
22.23178,1.383547,4,4,0,1,1,3,0,2
26.12369,-0.383674,4,4,0,1,2,4,0,1
44.235664,3.0,4,4,0,1,2,4,0,1
42.083136,2.0,4,4,1,1,1,4,0,1
32.453095,0.785494,1,2,1,1,3,1,1,0
32.183918,4.59217,4,4,1,0,1,4,0,1
22.584387,-0.249854,3,3,1,0,3,1,1,0
45.195739,9.336282,2,4,1,0,3,3,0,0
46.974008,2.0,4,4,0,1,2,4,0,0
29.558588,3.941618,4,4,1,1,1,4,0,0
41.41082,6.822324,4,4,0,1,1,3,0,2
39.605166,3.0,4,4,1,1,3,3,0,0
35.836878,2.0,4,4,1,1,2,4,0,1
30.038159,3.878587,4,4,0,1,1,4,0,1
42.713581,1.260059,4,4,0,1,1,3,0,0
22.208203,4.290522,3,3,1,1,3,1,0,2
32.249149,3.878982,3,3,1,0,3,4,0,2
20.175744,1.375969,4,4,1,1,3,3,0,2
38.69911,0.78998,4,4,1,1,2,3,0,0
31.874496,0.756652,2,3,1,1,3,4,0,0
25.625664,3.0,2,3,1,1,3,2,0,2
37.569013,2.0,4,4,1,0,1,1,0,0
47.02275,5.024761,3,4,0,0,1,4,0,0
39.30959,4.440868,4,4,0,1,1,3,0,1
46.561145,3.0,2,2,1,1,3,3,0,2
20.730343,0.771845,4,2,1,0,1,3,0,1
47.992801,10.151585,3,3,1,1,3,2,0,0
44.307938,4.035169,2,3,1,1,2,1,0,2
28.471929,0.465526,2,2,1,0,3,2,0,0
26.963752,0.697757,3,2,1,1,3,3,0,0
35.510651,3.0,1,3,1,1,2,3,0,2
30.350196,3.0,3,3,1,1,3,4,0,2
33.373969,7.802687,4,4,1,1,1,3,0,2
27.110164,3.0,3,4,1,0,1,4,0,2
26.765564,4.658609,2,3,1,1,1,1,0,2
38.280474,1.18175,4,4,1,0,1,4,0,0
25.084018,2.0,4,4,1,1,1,3,0,1
24.189571,2.0,3,4,1,0,1,4,0,0
31.015799,4.92125,4,4,0,1,3,3,0,0
41.604281,9.010493,4,4,1,1,2,4,0,0
35.468912,7.949267,3,3,1,1,2,4,1,0
30.33985,3.0,4,4,1,1,2,3,0,2
38.012517,0.797194,1,2,1,1,2,4,0,0
21.357327,3.0,3,4,1,1,3,2,0,0
30.470041,2.0,2,4,0,1,2,2,1,0
36.014204,4.34054,2,3,1,0,3,3,0,0
39.082973,5.589636,4,4,0,0,2,4,0,2
46.833267,4.776651,2,2,1,1,3,4,0,0
33.004764,2.0,3,3,1,0,3,4,0,2
38.101552,5.648676,4,4,1,1,1,4,0,2
32.204437,4.366517,3,2,0,1,3,3,0,2
31.702388,4.493977,4,4,1,1,2,4,0,1
23.185239,0.79987,1,1,1,1,3,2,1,0
26.215996,3.0,4,4,0,1,2,4,0,2
39.391542,6.9751,3,4,1,1,3,3,0,0
29.442258,3.0,2,3,1,1,3,2,0,2
21.495095,2.0,4,4,1,1,2,4,0,2
30.904916,2.0,4,3,0,0,3,3,0,2
43.359911,3.0,4,4,1,0,2,4,0,1
31.738852,0.735315,2,2,0,1,3,2,0,0
37.977695,3.0,4,1,0,1,3,2,0,1
35.396306,3.800679,2,2,1,1,3,4,0,1
34.384483,3.0,2,3,1,0,2,1,0,2
26.177225,2.0,4,4,1,0,1,4,0,2
36.713113,4.268834,4,4,1,1,2,4,0,1
40.184257,4.669151,4,3,1,1,3,4,0,1
24.50771,1.053625,2,2,1,0,3,1,0,2
48.478723,1.018542,4,4,0,1,1,3,0,0
19.178891,0.70078,4,4,1,0,1,3,0,1
45.549836,-0.157243,4,4,1,0,2,3,0,0
31.174435,7.752968,3,4,1,0,1,4,0,2
27.527881,0.065906,1,1,1,1,4,2,1,0
44.659335,3.954804,4,4,1,1,4,3,0,0
44.853407,3.807064,1,2,1,0,2,2,0,0
22.141572,1.040347,4,4,1,1,3,2,0,0
25.659758,1.030208,4,4,1,1,2,4,0,0
40.324468,2.0,4,4,1,1,1,4,0,1
26.975607,1.076352,4,4,1,1,2,4,0,0
22.202544,3.0,2,4,1,1,2,4,0,2
22.86531,2.0,4,4,0,1,1,2,0,0
26.460855,4.037227,3,3,0,1,3,4,0,2
23.026825,1.586836,3,4,1,1,2,4,0,0
42.916754,3.0,3,3,1,1,2,2,0,0
25.433716,-0.154907,4,4,1,1,1,4,0,2
24.65879,0.191698,2,4,1,1,3,4,0,0
31.400902,0.260268,4,4,1,0,1,4,0,0
22.764715,0.265785,2,4,1,1,1,4,0,0
30.946654,6.007803,2,2,1,1,2,1,0,0
26.917246,4.07791,4,3,1,1,1,3,0,2
29.373124,2.0,3,4,1,0,3,4,0,0
23.198054,2.0,1,1,1,1,3,1,1,0
37.83617,3.0,4,4,1,1,1,4,0,1
36.141555,0.442432,4,4,1,1,3,4,0,0
30.689931,0.952763,4,4,1,1,3,4,0,2
27.811724,3.0,1,1,0,0,3,3,0,0
26.897606,2.0,2,2,1,1,3,2,0,1
21.405872,0.938668,2,2,1,0,3,2,0,0
29.865944,3.0,4,4,1,1,3,3,0,2
24.112765,0.626813,3,4,1,1,1,3,0,0
43.850524,4.387741,4,4,1,1,3,4,0,1
30.877321,8.042717,3,4,1,1,1,3,0,2
30.537556,8.345958,1,1,1,1,3,3,1,2
36.293045,4.043862,4,4,1,1,1,4,0,1
22.191591,1.218471,4,4,0,0,1,3,0,0
43.632766,0.510353,2,4,0,1,1,4,0,0
26.398714,0.258429,3,4,1,1,1,4,0,0
32.116397,0.529557,4,4,1,0,2,4,0,0
43.340757,3.735051,3,4,1,1,4,4,0,0
19.74178,0.009933,3,3,1,1,3,2,0,2
30.133305,3.94827,2,2,1,1,4,3,0,2
21.770344,2.0,3,4,1,1,3,4,0,2
36.81028,3.0,4,4,0,1,1,3,0,1
48.695829,8.139476,1,2,1,1,3,3,1,2
35.48252,1.006294,1,1,1,0,2,2,1,0
45.003522,3.0,2,3,1,1,3,2,0,0
48.556711,3.0,3,3,1,1,2,3,0,0
31.8796,2.0,3,3,1,1,3,4,0,2
44.383707,10.57084,4,4,0,1,3,3,0,1
25.803367,2.0,3,4,1,0,1,4,0,2
44.812841,3.907726,4,4,0,1,2,4,0,0
46.126177,4.247481,4,4,1,1,3,2,0,0
32.079089,0.713289,3,4,1,1,3,4,0,0
24.080033,-0.033563,3,4,1,1,1,4,0,1
20.605507,0.927398,3,3,0,1,1,2,0,1
41.980672,6.902553,3,3,1,1,1,4,0,0
31.226465,3.817768,4,4,1,1,1,4,0,0
44.438717,2.0,2,3,1,1,3,3,0,0
45.341535,6.613632,4,4,1,0,1,4,0,1
36.839025,2.0,4,4,0,1,1,4,0,2
29.898866,3.0,2,3,1,1,4,2,0,0
20.440222,2.0,4,4,1,1,1,4,0,0
24.018563,0.406597,4,3,1,1,3,4,0,2
44.597071,4.293308,3,4,0,0,3,3,0,0
34.762444,8.30433,4,4,1,1,2,4,0,1
25.230019,2.0,4,4,1,1,2,3,0,0
21.90632,1.179908,4,3,1,0,3,3,0,2
47.519948,4.550329,4,4,0,1,1,4,0,1
22.285097,3.0,4,4,0,1,1,3,0,2
20.859694,1.142271,2,3,0,1,2,3,1,2
29.801763,6.756087,4,4,0,1,1,4,0,0
29.296473,3.0,4,4,0,0,3,4,0,1
44.812415,1.211713,4,4,1,1,3,3,0,2
22.375565,0.710033,1,2,1,1,3,2,1,2
29.918727,3.0,1,2,1,0,2,4,0,1
29.995933,3.0,4,4,1,1,1,3,0,1
22.252073,0.403417,2,3,1,1,2,4,0,0
36.637345,2.0,4,4,1,1,3,4,0,1
44.382118,3.980184,4,4,1,1,2,4,0,0
43.543709,7.658171,2,2,1,0,2,1,0,0
26.932412,1.318029,4,4,1,1,1,2,0,0
27.834564,0.599854,2,2,1,1,2,3,0,0
22.207559,2.0,1,4,1,1,1,3,0,0
48.910568,3.745101,4,4,1,1,2,3,0,0
26.23707,3.0,1,2,1,1,2,2,0,0
44.636422,4.627293,4,4,1,0,1,4,0,1
27.919067,2.0,4,4,0,1,3,3,0,1
