age,income96,height,weight,famsize,illegalact,charged,jobsnum90,afqt89,race,gender,grade90,partner,genhealth,typejob90,jobtrain90,label
21.0,3.2,504.0,127.0,6.0,0.0,0.0,5.0,99.0,GERMAN,Female,4TH YR COL,No,Very Good,pro,Yes,1
14.0,2.4,506.0,130.0,5.0,0.0,0.0,6.0,10.0,OTHER-HISPANIC,Male,12TH GRADE,No,Very Good,construction,No,1
21.0,0.6,504.0,160.0,1.0,0.0,0.0,7.0,53.0,ENGLISH,Female,2ND YR COL,No,Good,transp,No,0
14.0,1.8,506.0,145.0,5.0,0.0,0.0,5.0,97.0,ENGLISH,Male,12TH GRADE,No,Good,retail,No,1
21.0,1.8,509.0,165.0,5.0,3.0,0.0,16.0,65.0,ENGLISH,Male,12TH GRADE,No,Very Good,wholesale,Yes,1
16.0,0.2,501.0,98.0,7.0,0.0,0.0,4.0,9.0,ENGLISH,Female,12TH GRADE,No,Good,manuf,No,0
19.0,0.0,600.0,230.0,5.0,0.0,0.0,8.0,5.0,ENGLISH,Male,12TH GRADE,No,Very Good,manuf,No,0
16.0,3.7,501.0,106.0,5.0,0.0,0.0,11.0,13.0,BLACK,Female,5TH YR COL,No,Very Good,enter,No,1
19.0,2.96,511.0,161.0,6.0,2.0,0.0,16.0,74.0,ENGLISH,Male,4TH YR COL,No,Good,manuf,No,1
18.0,13.8775,507.0,150.0,6.0,0.0,0.0,21.0,45.0,GERMAN,Female,5TH YR COL,No,Excellent,fin,No,1
16.0,7.5,502.0,118.0,5.0,0.0,0.0,20.0,99.0,GERMAN,Female,5TH YR COL,No,Excellent,pro,Yes,1
19.0,2.5,509.0,140.0,3.0,0.0,0.0,6.0,63.0,IRISH,Male,9TH GRADE,No,Very Good,construction,No,1
16.0,3.0,509.0,180.0,5.0,1.0,0.0,14.0,74.0,RUSSIAN,Male,3RD YR COL,No,Very Good,retail,Yes,1
17.0,2.7,502.0,146.0,4.0,0.0,0.0,13.0,99.0,GERMAN,Female,2ND YR COL,No,Good,manuf,No,1
17.0,3.3616,506.0,170.0,3.0,0.0,0.0,4.0,48.0,AMERICAN,Female,12TH GRADE,No,Very Good,pro,No,1
19.0,1.29,411.0,100.0,10.0,0.0,0.0,2.0,17.0,MEXICAN-AMERICAN,Female,9TH GRADE,No,Fair,manuf,No,0
17.0,2.0,603.0,165.0,3.0,2.0,0.0,6.0,25.0,BLACK,Male,3RD YR COL,No,Very Good,construction,No,1
18.0,2.7,509.0,195.0,7.0,0.0,0.0,6.0,48.0,BLACK,Male,4TH YR COL,No,Good,fin,No,1
18.0,0.0,507.0,165.0,6.0,0.0,0.0,10.0,11.0,BLACK,Male,12TH GRADE,No,Good,retail,No,0
18.0,0.8,601.0,220.0,6.0,0.0,0.0,5.0,79.0,OTHER,Male,1ST YR COL,No,Excellent,agri,No,0
18.0,1.8,502.0,114.0,2.0,0.0,0.0,2.0,23.0,AMERICAN,Female,12TH GRADE,Yes,Good,fin,No,1
17.0,3.768,507.0,145.0,4.0,2.0,0.0,7.0,53.0,FRENCH,Female,12TH GRADE,No,Very Good,wholesale,Yes,1
20.0,2.6,505.0,105.0,3.0,0.0,0.0,5.0,33.0,NATIVE-AMERICAN,Female,12TH GRADE,Yes,Fair,manuf,No,1
19.0,1.89,411.0,132.0,2.0,0.0,0.0,8.0,8.0,BLACK,Female,12TH GRADE,No,Good,enter,Yes,1
16.0,2.0,507.0,143.0,7.0,0.0,0.0,7.0,58.0,GERMAN,Male,2ND YR COL,No,Very Good,wholesale,No,1
16.0,3.52,602.0,190.0,5.0,3.0,0.0,5.0,57.0,GERMAN,Male,12TH GRADE,No,Very Good,wholesale,No,1
18.0,3.2,507.0,165.0,8.0,0.0,0.0,9.0,39.0,MEXICAN-AMERICAN,Male,12TH GRADE,No,Very Good,transp,No,1
21.0,2.7,604.0,220.0,3.0,2.0,0.0,20.0,42.0,FRENCH,Male,12TH GRADE,No,Good,wholesale,No,1
18.0,2.5,508.0,155.0,11.0,0.0,0.0,9.0,9.0,BLACK,Male,10TH GRADE,No,Excellent,construction,No,1
15.0,1.0,504.0,112.0,5.0,0.0,0.0,6.0,19.0,BLACK,Female,12TH GRADE,No,Fair,enter,No,0
14.0,5.3,600.0,200.0,6.0,2.0,0.0,9.0,54.0,IRISH,Male,3RD YR COL,No,Excellent,retail,No,1
18.0,1.7,603.0,200.0,4.0,0.0,0.0,7.0,18.0,BLACK,Male,2ND YR COL,No,Very Good,busi,No,0
15.0,5.6,600.0,160.0,6.0,0.0,0.0,10.0,75.0,BLACK,Male,4TH YR COL,No,Very Good,pub,No,1
18.0,0.3,506.0,190.0,6.0,0.0,0.0,5.0,4.0,ENGLISH,Female,10TH GRADE,Yes,Fair,manuf,No,0
15.0,2.4,506.0,155.0,6.0,0.0,0.0,1.0,8.0,BLACK,Male,3RD YR COL,No,Good,retail,No,1
14.0,1.8,504.0,110.0,5.0,0.0,0.0,13.0,28.0,ENGLISH,Female,12TH GRADE,No,Poor,retail,No,1
15.0,4.0,505.0,113.0,6.0,0.0,0.0,11.0,45.0,FRENCH,Female,4TH YR COL,No,Excellent,busi,No,1
17.0,6.0,510.0,180.0,8.0,0.0,0.0,3.0,17.0,BLACK,Male,12TH GRADE,No,Excellent,manuf,Yes,1
20.0,4.5,508.0,170.0,3.0,0.0,0.0,8.0,54.0,GERMAN,Male,12TH GRADE,No,Very Good,construction,No,1
19.0,3.0,506.0,130.0,1.0,0.0,0.0,8.0,59.0,ENGLISH,Female,2ND YR COL,No,Very Good,pro,No,1
18.0,2.2,505.0,145.0,9.0,0.0,0.0,8.0,7.0,BLACK,Male,11TH GRADE,No,Good,wholesale,No,1
22.0,2.0,505.0,200.0,3.0,0.0,0.0,6.0,68.0,BLACK,Female,2ND YR COL,No,Fair,fin,No,1
16.0,2.2,600.0,180.0,4.0,2.0,0.0,16.0,18.0,GERMAN,Male,11TH GRADE,No,Good,wholesale,No,1
18.0,0.9,509.0,175.0,6.0,0.0,0.0,10.0,35.0,CHICANO,Male,1ST YR COL,No,Excellent,construction,Yes,0
15.0,5.6,601.0,185.0,6.0,3.0,1.0,11.0,74.0,GERMAN,Male,12TH GRADE,No,Very Good,busi,No,1
15.0,2.2,508.0,160.0,2.0,1.0,0.0,7.0,29.0,OTHER,Female,3RD YR COL,No,Very Good,manuf,Yes,1
20.0,5.5,510.0,198.0,3.0,0.0,0.0,8.0,71.0,FRENCH,Male,2ND YR COL,No,Good,pro,No,1
17.0,6.6,601.0,185.0,3.0,0.0,0.0,7.0,82.0,ENGLISH,Male,5TH YR COL,No,Good,manuf,Yes,1
16.0,3.6,603.0,178.0,4.0,0.0,0.0,20.0,73.0,BLACK,Male,1ST YR COL,Yes,Good,pro,No,1
21.0,3.38,602.0,174.0,3.0,0.0,0.0,2.0,10.0,AMERICAN,Male,11TH GRADE,No,Fair,manuf,No,1
14.0,7.0,502.0,158.0,6.0,5.0,0.0,11.0,42.0,IRISH,Male,12TH GRADE,No,Very Good,transp,Yes,1
22.0,0.45,507.0,118.0,3.0,0.0,0.0,14.0,35.0,GERMAN,Female,12TH GRADE,No,Poor,fin,No,0
17.0,4.1,511.0,165.0,5.0,0.0,0.0,13.0,58.0,ENGLISH,Male,3RD YR COL,No,Very Good,transp,Yes,1
18.0,0.0,511.0,227.0,7.0,0.0,0.0,13.0,64.0,ENGLISH,Male,12TH GRADE,No,Good,manuf,Yes,0
18.0,1.5,505.0,180.0,3.0,0.0,0.0,1.0,1.0,MEXICAN,Male,7TH GRADE,No,Good,manuf,No,0
17.0,2.3,504.0,164.0,2.0,0.0,0.0,11.0,1.0,MEXICAN-AMERICAN,Female,9TH GRADE,No,Good,manuf,No,1
15.0,13.8775,507.0,145.0,3.0,0.0,0.0,6.0,84.0,GERMAN,Male,4TH YR COL,No,Very Good,busi,No,1
18.0,1.6,502.0,165.0,6.0,0.0,0.0,7.0,8.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Good,pro,No,0
15.0,0.7,500.0,140.0,3.0,0.0,0.0,11.0,7.0,BLACK,Female,12TH GRADE,No,Excellent,busi,No,0
14.0,3.0,508.0,170.0,7.0,3.0,0.0,8.0,9.0,MEXICAN-AMERICAN,Male,12TH GRADE,No,Very Good,retail,Yes,1
21.0,0.6,500.0,170.0,6.0,0.0,0.0,6.0,6.0,BLACK,Female,8TH GRADE,No,Good,personal,No,0
20.0,2.6,600.0,180.0,2.0,0.0,0.0,3.0,74.0,POLISH,Male,12TH GRADE,No,Very Good,construction,No,1
18.0,2.3,509.0,146.0,5.0,0.0,0.0,3.0,50.0,BLACK,Female,2ND YR COL,No,Good,fin,Yes,1
18.0,2.2,511.0,150.0,6.0,5.0,1.0,9.0,59.0,OTHER,Male,12TH GRADE,No,Very Good,manuf,No,1
17.0,3.3,600.0,145.0,7.0,0.0,0.0,4.0,1.0,BLACK,Male,12TH GRADE,No,Good,wholesale,No,1
17.0,1.2,505.0,140.0,5.0,0.0,0.0,3.0,35.0,FRENCH,Female,12TH GRADE,No,Very Good,busi,No,0
16.0,2.9,600.0,155.0,3.0,3.0,0.0,11.0,76.0,ENGLISH,Male,4TH YR COL,No,Excellent,pro,Yes,1
15.0,0.3,502.0,150.0,5.0,0.0,0.0,3.0,5.0,BLACK,Female,12TH GRADE,No,Good,pro,No,0
15.0,2.7,602.0,170.0,3.0,0.0,0.0,9.0,12.0,GERMAN,Male,12TH GRADE,No,Very Good,manuf,No,1
21.0,13.8775,603.0,210.0,4.0,0.0,0.0,5.0,99.0,GERMAN,Male,7TH YR COL,Yes,Good,pro,No,1
19.0,1.6,508.0,175.0,4.0,0.0,0.0,11.0,19.0,BLACK,Female,1ST YR COL,Yes,Good,pro,No,0
16.0,4.8,503.0,129.0,5.0,0.0,0.0,14.0,50.0,BLACK,Female,7TH YR COL,No,Very Good,pro,No,1
20.0,13.8775,601.0,180.0,5.0,1.0,0.0,7.0,90.0,ENGLISH,Male,7TH YR COL,No,Excellent,pro,No,1
21.0,3.0,509.0,125.0,4.0,1.0,0.0,5.0,42.0,FRENCH,Male,12TH GRADE,No,Fair,agri,No,1
19.0,2.2,506.0,135.0,7.0,0.0,0.0,3.0,20.0,BLACK,Female,12TH GRADE,No,Very Good,manuf,No,1
16.0,2.2,503.0,120.0,5.0,0.0,0.0,16.0,4.0,NATIVE-AMERICAN,Male,12TH GRADE,No,Excellent,fin,No,1
17.0,4.3,505.0,135.0,4.0,0.0,0.0,15.0,42.0,BLACK,Female,4TH YR COL,No,Excellent,fin,No,1
15.0,0.0,506.0,145.0,3.0,0.0,0.0,17.0,25.0,GERMAN,Female,12TH GRADE,No,Good,retail,No,0
16.0,0.5451,503.0,140.0,6.0,0.0,0.0,5.0,35.0,GERMAN,Female,12TH GRADE,No,Very Good,retail,No,0
16.0,0.2244,503.0,100.0,8.0,0.0,0.0,5.0,14.0,BLACK,Female,12TH GRADE,No,Excellent,pro,No,0
20.0,4.0,509.0,182.0,9.0,0.0,0.0,7.0,22.0,PUERTORICAN,Male,12TH GRADE,No,Excellent,pub,No,1
16.0,0.77,504.0,140.0,1.0,0.0,0.0,2.0,47.0,GERMAN,Female,1ST YR COL,No,Good,manuf,No,0
15.0,1.1,505.0,130.0,6.0,0.0,0.0,9.0,35.0,NATIVE-AMERICAN,Female,12TH GRADE,No,Good,retail,No,0
21.0,2.5,506.0,130.0,1.0,0.0,0.0,5.0,62.0,NATIVE-AMERICAN,Female,12TH GRADE,No,Very Good,transp,Yes,1
15.0,0.3,506.0,185.0,5.0,0.0,0.0,4.0,37.0,ENGLISH,Female,1ST YR COL,No,Poor,personal,No,0
16.0,0.5,502.0,116.0,6.0,0.0,0.0,11.0,32.0,AMERICAN,Female,10TH GRADE,No,Good,retail,No,0
20.0,2.6,600.0,170.0,3.0,0.0,1.0,20.0,76.0,ENGLISH,Male,12TH GRADE,Yes,Good,construction,Yes,1
16.0,4.7,502.0,130.0,5.0,0.0,0.0,9.0,29.0,MEXICAN-AMERICAN,Female,4TH YR COL,No,Very Good,pub,No,1
18.0,1.0,504.0,110.0,3.0,0.0,0.0,8.0,25.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Very Good,pub,No,0
21.0,3.5,502.0,110.0,3.0,0.0,0.0,7.0,87.0,POLISH,Female,2ND YR COL,No,Fair,pro,No,1
18.0,3.0,603.0,210.0,5.0,0.0,0.0,4.0,40.0,ENGLISH,Male,12TH GRADE,Yes,Good,construction,No,1
14.0,1.43,504.0,135.0,6.0,0.0,0.0,6.0,53.0,GERMAN,Female,2ND YR COL,No,Good,fin,No,0
15.0,0.0,504.0,110.0,8.0,0.0,0.0,7.0,44.0,FRENCH,Female,2ND YR COL,Yes,Excellent,manuf,No,0
17.0,1.5219,510.0,137.0,10.0,0.0,0.0,8.0,31.0,BLACK,Female,12TH GRADE,No,Very Good,retail,No,0
17.0,6.8,510.0,167.0,2.0,0.0,0.0,12.0,91.0,ENGLISH,Male,5TH YR COL,No,Good,fin,No,1
18.0,2.0,508.0,185.0,7.0,0.0,0.0,7.0,62.0,BLACK,Female,12TH GRADE,No,Fair,pro,No,1
18.0,0.0,600.0,175.0,3.0,0.0,0.0,10.0,54.0,GERMAN,Male,12TH GRADE,No,Fair,construction,No,0
19.0,2.6,503.0,125.0,8.0,0.0,0.0,3.0,20.0,BLACK,Female,12TH GRADE,No,Very Good,pro,Yes,1
15.0,2.0,507.0,137.0,3.0,0.0,0.0,4.0,54.0,ENGLISH,Female,4TH YR COL,No,Very Good,retail,No,1
18.0,4.5,508.0,190.0,6.0,0.0,0.0,2.0,16.0,BLACK,Male,12TH GRADE,No,Excellent,transp,Yes,1
17.0,0.8,602.0,190.0,15.0,0.0,0.0,2.0,3.0,BLACK,Male,10TH GRADE,No,Excellent,retail,No,0
16.0,1.5,504.0,100.0,6.0,1.0,1.0,6.0,19.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Very Good,retail,No,0
22.0,0.6,502.0,110.0,6.0,0.0,0.0,9.0,68.0,ENGLISH,Female,12TH GRADE,No,Very Good,personal,No,0
21.0,2.1,509.0,165.0,4.0,4.0,1.0,12.0,81.0,AMERICAN,Male,4TH YR COL,No,Excellent,pro,No,1
19.0,0.0,504.0,135.0,6.0,0.0,0.0,13.0,21.0,MEXICAN,Female,12TH GRADE,No,Good,busi,No,0
21.0,2.7,507.0,120.0,3.0,0.0,0.0,8.0,66.0,ENGLISH,Female,1ST YR COL,No,Excellent,pub,Yes,1
14.0,2.0,501.0,127.0,8.0,0.0,0.0,6.0,27.0,ENGLISH,Female,12TH GRADE,No,Excellent,fin,No,1
16.0,8.5,604.0,320.0,5.0,0.0,0.0,5.0,92.0,OTHER,Male,8TH YR COL OR MORE,No,Very Good,pro,No,1
18.0,3.75,604.0,200.0,7.0,0.0,0.0,6.0,86.0,OTHER,Male,4TH YR COL,No,Very Good,manuf,No,1
16.0,1.15,511.0,182.0,5.0,1.0,0.0,15.0,17.0,ENGLISH,Male,12TH GRADE,Yes,Good,construction,Yes,0
17.0,4.2,605.0,210.0,2.0,0.0,0.0,9.0,75.0,PUERTORICAN,Male,2ND YR COL,No,Very Good,retail,No,1
18.0,6.0,600.0,170.0,3.0,0.0,0.0,3.0,95.0,ENGLISH,Male,4TH YR COL,No,Excellent,manuf,No,1
21.0,0.085,604.0,203.0,5.0,0.0,0.0,11.0,17.0,BLACK,Male,11TH GRADE,No,Very Good,transp,No,0
21.0,6.1,508.0,185.0,3.0,0.0,0.0,5.0,85.0,PUERTORICAN,Male,1ST YR COL,No,Good,pub,No,1
19.0,2.6,505.0,125.0,2.0,1.0,1.0,8.0,22.0,AMERICAN,Female,1ST YR COL,No,Good,manuf,No,1
20.0,5.2,600.0,172.0,2.0,0.0,0.0,5.0,13.0,NATIVE-AMERICAN,Male,12TH GRADE,No,Very Good,transp,No,1
15.0,2.5,601.0,178.0,4.0,0.0,0.0,9.0,93.0,ENGLISH,Male,4TH YR COL,No,Very Good,busi,No,1
18.0,4.4,511.0,160.0,7.0,0.0,0.0,4.0,85.0,OTHER,Male,2ND YR COL,No,Excellent,construction,No,1
21.0,1.2,502.0,150.0,2.0,0.0,0.0,10.0,9.0,BLACK,Male,12TH GRADE,No,Good,pub,Yes,0
19.0,0.15,503.0,131.0,4.0,0.0,0.0,9.0,94.0,ENGLISH,Female,1ST YR COL,No,Good,busi,No,0
15.0,5.0,507.0,180.0,2.0,3.0,0.0,7.0,40.0,FRENCH,Male,1ST YR COL,No,Good,manuf,No,1
15.0,0.0,508.0,150.0,4.0,0.0,1.0,12.0,59.0,CUBAN,Male,12TH GRADE,No,Excellent,retail,No,0
19.0,4.2,504.0,201.0,3.0,0.0,0.0,14.0,84.0,BLACK,Female,4TH YR COL,No,Good,transp,No,1
19.0,2.4,505.0,145.0,2.0,0.0,0.0,12.0,8.0,IRISH,Male,8TH GRADE,No,Fair,construction,No,1
19.0,1.1,600.0,190.0,5.0,0.0,0.0,6.0,35.0,IRISH,Male,12TH GRADE,No,Good,enter,No,0
18.0,4.0,511.0,142.0,3.0,0.0,0.0,8.0,29.0,BLACK,Male,6TH YR COL,No,Excellent,pub,No,1
21.0,4.15,509.0,160.0,1.0,1.0,0.0,15.0,24.0,CUBAN,Male,2ND YR COL,No,Excellent,manuf,Yes,1
21.0,3.5,510.0,160.0,1.0,0.0,0.0,21.0,97.0,GERMAN,Male,6TH YR COL,No,Excellent,pro,No,1
17.0,0.5,509.0,155.0,6.0,0.0,0.0,19.0,19.0,MEXICAN-AMERICAN,Male,11TH GRADE,No,Excellent,construction,No,0
16.0,0.0,505.0,140.0,5.0,0.0,0.0,7.0,29.0,BLACK,Female,4TH YR COL,No,Fair,transp,No,0
15.0,0.8373,502.0,130.0,6.0,2.0,0.0,14.0,80.0,ENGLISH,Female,4TH YR COL,No,Very Good,retail,No,0
20.0,2.19,507.0,175.0,3.0,0.0,0.0,4.0,55.0,ENGLISH,Female,12TH GRADE,No,Very Good,pro,No,1
16.0,13.8775,510.0,165.0,6.0,0.0,0.0,8.0,35.0,GERMAN,Male,12TH GRADE,No,Excellent,construction,No,1
20.0,1.6,509.0,175.0,1.0,0.0,1.0,4.0,19.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,0
19.0,3.8,601.0,180.0,2.0,0.0,0.0,6.0,54.0,POLISH,Male,12TH GRADE,No,Fair,retail,No,1
16.0,0.0,509.0,193.0,6.0,0.0,1.0,5.0,9.0,MEXICAN,Male,9TH GRADE,No,Very Good,construction,No,0
16.0,0.5,502.0,125.0,11.0,0.0,0.0,5.0,4.0,BLACK,Female,12TH GRADE,No,Fair,manuf,No,0
15.0,5.8,510.0,185.0,6.0,0.0,0.0,10.0,73.0,GERMAN,Male,1ST YR COL,No,Good,construction,No,1
21.0,1.5,507.0,150.0,2.0,3.0,0.0,2.0,3.0,BLACK,Female,12TH GRADE,No,Good,pro,No,0
18.0,0.0,508.0,225.0,4.0,0.0,0.0,6.0,97.0,GERMAN,Male,4TH YR COL,No,Very Good,fin,No,0
18.0,3.1,505.0,155.0,4.0,0.0,0.0,3.0,1.0,BLACK,Male,9TH GRADE,Yes,Very Good,manuf,No,1
18.0,0.12,500.0,110.0,15.0,0.0,1.0,15.0,5.0,MEXICAN-AMERICAN,Female,10TH GRADE,No,Fair,agri,No,0
15.0,0.0,503.0,114.0,10.0,0.0,0.0,2.0,6.0,BLACK,Female,12TH GRADE,No,Fair,pro,No,0
16.0,0.0,600.0,180.0,5.0,0.0,0.0,11.0,53.0,ENGLISH,Male,1ST YR COL,No,Very Good,retail,No,0
19.0,2.5,508.0,200.0,3.0,0.0,0.0,4.0,25.0,GERMAN,Female,12TH GRADE,No,Excellent,personal,No,1
16.0,2.87,507.0,148.0,5.0,0.0,0.0,18.0,58.0,OTHER,Male,12TH GRADE,No,Very Good,manuf,No,1
21.0,4.0,601.0,175.0,1.0,0.0,0.0,5.0,73.0,BLACK,Male,3RD YR COL,No,Excellent,manuf,Yes,1
19.0,2.0,504.0,123.0,3.0,0.0,0.0,12.0,10.0,BLACK,Female,1ST YR COL,No,Good,fin,No,1
21.0,5.2,510.0,163.0,3.0,0.0,0.0,13.0,23.0,GERMAN,Male,8TH GRADE,No,Very Good,construction,No,1
17.0,2.5,500.0,137.0,9.0,0.0,0.0,3.0,13.0,PUERTORICAN,Female,10TH GRADE,No,Very Good,retail,Yes,1
18.0,0.75,502.0,145.0,6.0,0.0,0.0,4.0,8.0,CHICANO,Female,11TH GRADE,No,Good,retail,No,0
19.0,2.2,506.0,127.0,6.0,0.0,0.0,1.0,39.0,BLACK,Female,2ND YR COL,No,Very Good,manuf,No,1
18.0,3.86,507.0,195.0,3.0,0.0,0.0,11.0,55.0,CUBAN,Male,12TH GRADE,No,Excellent,pub,No,1
15.0,13.8775,510.0,175.0,5.0,0.0,0.0,6.0,96.0,ENGLISH,Male,6TH YR COL,No,Very Good,pro,Yes,1
19.0,2.48,508.0,135.0,1.0,0.0,0.0,6.0,77.0,GERMAN,Female,12TH GRADE,No,Excellent,manuf,No,1
16.0,5.0,605.0,195.0,6.0,3.0,0.0,8.0,87.0,GERMAN,Male,4TH YR COL,No,Very Good,fin,Yes,1
18.0,1.5,506.0,170.0,1.0,0.0,0.0,9.0,9.0,BLACK,Male,12TH GRADE,No,Fair,busi,No,0
17.0,1.1,409.0,190.0,8.0,0.0,0.0,3.0,4.0,BLACK,Female,12TH GRADE,No,Good,manuf,No,0
17.0,3.6,508.0,155.0,2.0,0.0,0.0,18.0,64.0,ENGLISH,Male,12TH GRADE,No,Good,transp,Yes,1
15.0,0.4,502.0,135.0,5.0,0.0,0.0,8.0,14.0,GERMAN,Female,12TH GRADE,No,Good,retail,No,0
16.0,1.8,511.0,155.0,2.0,0.0,0.0,17.0,32.0,BLACK,Male,2ND YR COL,No,Excellent,manuf,No,1
20.0,3.4,508.0,175.0,2.0,0.0,0.0,3.0,70.0,ENGLISH,Male,2ND YR COL,No,Excellent,pub,Yes,1
16.0,0.36,506.0,206.0,6.0,0.0,0.0,32.0,36.0,ENGLISH,Male,2ND YR COL,No,Fair,personal,No,0
18.0,2.0,503.0,120.0,2.0,0.0,0.0,10.0,12.0,GERMAN,Female,11TH GRADE,No,Good,manuf,No,1
15.0,1.5,601.0,200.0,6.0,0.0,0.0,10.0,16.0,AMERICAN,Male,8TH GRADE,No,Fair,transp,Yes,0
16.0,0.4,507.0,130.0,5.0,0.0,0.0,8.0,7.0,ENGLISH,Female,12TH GRADE,No,Very Good,wholesale,No,0
20.0,1.5,501.0,144.0,5.0,0.0,0.0,8.0,85.0,ITALIAN,Female,4TH YR COL,No,Very Good,fin,No,0
15.0,2.4,511.0,150.0,3.0,4.0,0.0,12.0,88.0,ENGLISH,Male,12TH GRADE,No,Very Good,construction,No,1
21.0,1.03,500.0,180.0,5.0,0.0,0.0,7.0,1.0,MEXICAN-AMERICAN,Male,8TH GRADE,No,Fair,agri,No,0
18.0,6.0,509.0,160.0,9.0,0.0,0.0,10.0,86.0,GERMAN,Male,12TH GRADE,No,Very Good,pub,Yes,1
20.0,0.7,507.0,105.0,4.0,1.0,0.0,8.0,7.0,ENGLISH,Female,12TH GRADE,No,Good,wholesale,No,0
21.0,0.13,505.0,160.0,4.0,0.0,0.0,5.0,72.0,FRENCH,Female,12TH GRADE,No,Good,transp,No,0
16.0,0.0,504.0,107.0,3.0,0.0,0.0,10.0,50.0,OTHER,Female,2ND YR COL,No,Excellent,retail,No,0
14.0,3.7,506.0,135.0,5.0,0.0,0.0,15.0,82.0,RUSSIAN,Female,4TH YR COL,No,Very Good,pro,No,1
17.0,1.2,507.0,150.0,2.0,0.0,0.0,2.0,6.0,MEXICAN,Male,6TH GRADE,No,Good,manuf,No,0
18.0,2.45,505.0,118.0,4.0,0.0,0.0,16.0,43.0,IRISH,Female,5TH YR COL,No,Very Good,pro,No,1
15.0,0.0,504.0,128.0,4.0,0.0,0.0,11.0,34.0,CUBAN,Female,3RD YR COL,No,Very Good,manuf,No,0
15.0,5.2,510.0,168.0,4.0,2.0,0.0,12.0,77.0,ENGLISH,Male,5TH YR COL,No,Very Good,wholesale,No,1
17.0,2.5,510.0,150.0,2.0,0.0,0.0,9.0,84.0,OTHER,Female,3RD YR COL,Yes,Excellent,transp,No,1
20.0,2.0,500.0,120.0,8.0,0.0,0.0,3.0,35.0,BLACK,Female,4TH YR COL,No,Excellent,pro,No,1
20.0,8.5,604.0,200.0,1.0,1.0,0.0,5.0,78.0,AMERICAN,Male,4TH YR COL,No,Very Good,fin,Yes,1
18.0,2.2,508.0,155.0,6.0,0.0,0.0,12.0,85.0,ENGLISH,Male,12TH GRADE,No,Fair,transp,No,1
17.0,1.7,508.0,205.0,5.0,0.0,0.0,10.0,21.0,ENGLISH,Female,12TH GRADE,No,Fair,personal,Yes,0
21.0,3.3,509.0,220.0,1.0,0.0,1.0,10.0,3.0,BLACK,Male,11TH GRADE,No,Good,transp,No,1
15.0,2.8,511.0,160.0,4.0,0.0,0.0,17.0,14.0,AMERICAN,Male,12TH GRADE,No,Very Good,transp,No,1
16.0,0.6,509.0,215.0,5.0,1.0,0.0,6.0,45.0,IRISH,Male,12TH GRADE,No,Excellent,retail,No,0
19.0,1.44,509.0,160.0,6.0,0.0,0.0,2.0,4.0,BLACK,Male,12TH GRADE,No,Very Good,pub,No,0
18.0,5.3,505.0,145.0,6.0,0.0,0.0,14.0,92.0,IRISH,Female,5TH YR COL,No,Good,pro,No,1
14.0,2.3,510.0,180.0,8.0,0.0,1.0,13.0,56.0,FRENCH,Male,10TH GRADE,No,Good,wholesale,No,1
15.0,6.0,505.0,170.0,4.0,0.0,0.0,3.0,97.0,OTHER-HISPANIC,Male,6TH YR COL,No,Excellent,busi,No,1
21.0,4.5,510.0,185.0,1.0,0.0,0.0,6.0,16.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,1
18.0,2.9,507.0,190.0,3.0,0.0,0.0,13.0,43.0,NATIVE-AMERICAN,Female,12TH GRADE,No,Good,pro,Yes,1
16.0,6.5,504.0,130.0,4.0,0.0,0.0,18.0,16.0,ENGLISH,Female,4TH YR COL,No,Very Good,fin,Yes,1
15.0,0.7,510.0,153.0,7.0,0.0,0.0,11.0,26.0,AMERICAN,Male,12TH GRADE,Yes,Very Good,busi,Yes,0
21.0,13.8775,600.0,140.0,3.0,0.0,0.0,3.0,99.0,AMERICAN,Male,8TH YR COL OR MORE,No,Excellent,pro,No,1
18.0,3.2,506.0,140.0,7.0,0.0,0.0,13.0,66.0,BLACK,Female,3RD YR COL,No,Very Good,transp,No,1
16.0,2.65,602.0,200.0,4.0,0.0,0.0,3.0,67.0,AMERICAN,Male,12TH GRADE,No,Excellent,manuf,No,1
17.0,3.55,504.0,160.0,4.0,0.0,0.0,8.0,39.0,BLACK,Female,2ND YR COL,No,Good,transp,No,1
18.0,0.25,500.0,120.0,4.0,0.0,0.0,12.0,76.0,ENGLISH,Female,4TH YR COL,No,Fair,personal,No,0
19.0,3.0,511.0,160.0,3.0,2.0,0.0,1.0,43.0,NONE,Male,12TH GRADE,No,Very Good,agri,No,1
17.0,2.4,507.0,135.0,5.0,0.0,0.0,13.0,9.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,1
15.0,3.0,604.0,200.0,5.0,0.0,0.0,7.0,97.0,GERMAN,Male,12TH GRADE,No,Very Good,wholesale,No,1
20.0,2.3,504.0,145.0,3.0,0.0,0.0,14.0,34.0,OTHER,Female,2ND YR COL,No,Excellent,busi,Yes,1
16.0,1.6,509.0,200.0,4.0,0.0,0.0,9.0,44.0,AMERICAN,Male,9TH GRADE,No,Very Good,manuf,No,0
14.0,7.0,508.0,153.0,8.0,0.0,0.0,11.0,13.0,ITALIAN,Male,10TH GRADE,No,Good,transp,Yes,1
