Var6,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var144,Var149,Var153,Var160,Var163,Var194,Var196,Var201,Var203,Var205,Var207,Var208,Var210,Var211,Var218,Var221,Var223,Var225,Var227,Var229,label
91.0,0.0,176.0,220.0,2.0,56.0,379.28,0.0,974796.0,2.997223,9.0,12.0,0.0,1064360.0,0.0,70283.09,30.0,6.0,48.0,32.0,-471860.0,220.0,96.0,0.0,4.0,8.0,2434770.0,151832.0,0.0,0.0,118622.0,4123280.0,16.0,598038.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,0
1995.0,172.0,288.0,360.0,6.0,136.0,166.56,0.0,99732.0,3.726554,9.0,74.0,175.0,1167992.0,0.0,20744.64,5.0,10.0,48.0,120.0,115007.2,1270.0,12.0,115677.0,26.0,0.0,1529550.0,576986.0,3470.0,0.0,587776.0,3682412.0,64.0,612918.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,0
1694.0,1860.0,448.0,560.0,6.0,224.0,143.12,0.0,32652.0,2.669301,9.0,54.0,77.0,171824.0,0.0,7306.74,0.0,22.0,88.0,96.0,19091.0,1745.0,24.0,52443.0,30.0,0.0,637070.0,109380.0,5300.0,0.0,76615.0,945240.0,114.0,163716.0,3,0,2,0,3,4,0,5,0,0,2,0,0,6,0,1
1932.0,0.0,348.0,435.0,8.0,88.0,220.08,0.0,4508460.0,1.259987,9.0,28.0,0.0,2066608.0,0.0,43885.8,40.0,28.0,72.0,48.0,361207.6,1140.0,78.0,0.0,4.0,0.0,4115750.0,118188.0,0.0,9.0,75775.0,9539760.0,70.0,713472.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
217.0,120.0,4.0,5.0,2.0,0.0,166.56,0.0,0.0,5.320658,9.0,62.0,112.0,0.0,0.0,59328.6,0.0,2.0,8.0,0.0,-19284.32,20.0,0.0,683901.0,-30.0,0.0,0.0,0.0,1475.0,0.0,78435.0,44820.0,0.0,67230.0,1,0,1,0,1,10,0,5,0,0,4,0,2,2,1,1
2513.0,620.0,308.0,385.0,6.0,80.0,200.0,0.0,24702.0,2.729759,9.0,62.0,0.0,781672.0,0.0,13032.66,0.0,22.0,112.0,232.0,-85577.2,1315.0,30.0,11907.0,38.0,0.0,266180.0,37394.0,1885.0,0.0,100443.0,790748.0,44.0,143568.0,1,0,1,0,1,10,0,5,0,1,4,0,2,2,4,1
399.0,16.0,52.0,65.0,4.0,8.0,133.12,0.0,3528.0,0.73574,9.0,170.0,14.0,23416.0,0.0,5523.54,0.0,0.0,16.0,24.0,1790.832,250.0,6.0,13419.0,4.0,0.0,34615.0,1110.0,460.0,18.0,14147.0,43972.0,16.0,0.0,3,0,2,0,1,4,0,5,0,1,2,0,0,3,0,1
10738.0,332.0,5120.0,6400.0,0.0,2600.0,166.56,0.0,3097662.0,5.480026,9.0,82.0,7.0,693600.0,0.0,18817.68,275.0,6.0,32.0,24.0,136165.2,8310.0,1974.0,17172.0,34.0,0.0,1558485.0,501228.0,565.0,0.0,0.0,5317120.0,1130.0,494580.0,3,0,2,0,0,10,0,5,0,1,4,3,0,2,1,0
686.0,872.0,80.0,100.0,0.0,0.0,200.0,0.0,11076.0,4.945738,18.0,126.0,133.0,548872.0,0.0,33699.6,0.0,0.0,0.0,72.0,23260.0,260.0,12.0,52110.0,-30.0,0.0,1132320.0,0.0,35.0,0.0,0.0,1187676.0,18.0,0.0,3,0,2,0,2,10,0,5,0,0,4,4,0,2,0,1
1099.0,552.0,172.0,215.0,0.0,200.0,0.0,0.0,22686.0,0.205298,9.0,62.0,63.0,84424.0,0.0,9016.38,0.0,4.0,8.0,72.0,16577.56,655.0,6.0,40680.0,-30.0,0.0,36360.0,52864.0,1470.0,18.0,0.0,206748.0,12.0,21894.0,3,0,2,0,0,10,0,5,0,1,4,0,0,2,0,1
1211.0,1568.0,512.0,640.0,8.0,136.0,0.0,15.0,0.0,0.15894,27.0,42.0,322.0,222808.0,21.0,4566.48,0.0,8.0,64.0,256.0,-63708.4,1540.0,0.0,2250.0,-30.0,112.0,550155.0,6088.0,895.0,18.0,34111.0,567308.0,150.0,5406.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
7.0,0.0,28.0,35.0,0.0,8.0,186.64,0.0,2247096.0,2.325358,9.0,14.0,0.0,4838400.0,0.0,351153.0,0.0,0.0,8.0,8.0,-35967.44,75.0,24.0,0.0,4.0,0.0,233530.0,52200.0,0.0,0.0,0.0,4208480.0,2.0,0.0,3,0,2,2,1,5,1,5,0,1,3,4,3,0,4,0
259.0,0.0,128.0,160.0,2.0,48.0,186.64,0.0,98166.0,5.559069,9.0,20.0,0.0,14880.0,0.0,31305.0,10.0,2.0,24.0,8.0,152982.0,525.0,12.0,0.0,4.0,0.0,373980.0,39126.0,0.0,9.0,28441.0,1256080.0,40.0,24378.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,0
350.0,132.0,32.0,40.0,0.0,16.0,133.12,0.0,0.0,2.361034,9.0,76.0,0.0,0.0,0.0,6641.79,0.0,2.0,0.0,0.0,-22695.16,125.0,0.0,13653.0,52.0,0.0,66825.0,5494.0,75.0,18.0,0.0,67200.0,10.0,4128.0,3,0,2,0,1,4,0,5,0,1,2,3,0,6,0,0
770.0,60.0,132.0,165.0,2.0,24.0,234.72,0.0,4827810.0,5.893826,9.0,38.0,0.0,1718016.0,0.0,192437.4,10.0,6.0,40.0,24.0,791260.0,530.0,60.0,17505.0,12.0,0.0,4723200.0,518400.0,0.0,18.0,604800.0,10328040.0,24.0,1141914.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,0
217.0,0.0,148.0,185.0,0.0,48.0,253.52,0.0,4293018.0,4.348002,9.0,72.0,0.0,3168088.0,0.0,221815.8,15.0,0.0,32.0,40.0,68017.6,520.0,72.0,8289.0,4.0,0.0,4356080.0,854302.0,0.0,18.0,0.0,10589960.0,22.0,0.0,1,0,1,0,1,10,0,5,0,1,4,4,1,2,0,0
1127.0,0.0,348.0,435.0,10.0,208.0,200.0,0.0,46764.0,4.113651,9.0,104.0,0.0,591048.0,0.0,9325.771,5.0,24.0,120.0,112.0,68757.2,865.0,42.0,4869.0,-30.0,0.0,332070.0,229428.0,0.0,18.0,143192.0,1217776.0,54.0,249714.0,3,0,2,0,1,10,0,5,0,1,4,3,0,2,4,1
175.0,0.0,148.0,185.0,4.0,96.0,166.56,0.0,0.0,3.759453,9.0,16.0,0.0,42464.0,0.0,3985.95,5.0,24.0,48.0,40.0,-148529.6,360.0,0.0,0.0,-30.0,0.0,30790.0,28004.0,0.0,0.0,10213.0,164900.0,14.0,71982.0,3,0,2,2,1,5,1,5,0,1,3,0,3,0,4,1
735.0,100.0,16.0,20.0,0.0,0.0,255.04,0.0,6867180.0,1.428755,9.0,34.0,21.0,0.0,0.0,225093.9,0.0,2.0,0.0,0.0,67249.6,365.0,12.0,28485.0,-22.0,0.0,3024005.0,0.0,415.0,18.0,0.0,8780800.0,2.0,2675238.0,3,0,2,0,1,10,0,5,1,0,4,0,3,2,4,0
4004.0,8.0,4600.0,5750.0,66.0,2184.0,166.56,0.0,900300.0,2.610553,9.0,94.0,7.0,1132880.0,0.0,24483.18,115.0,126.0,840.0,1424.0,195745.6,8280.0,174.0,72.0,18.0,0.0,2318730.0,394034.0,35.0,18.0,669767.0,4277400.0,1168.0,651810.0,3,0,2,0,1,3,0,5,0,0,6,0,3,1,4,1
742.0,748.0,132.0,165.0,0.0,56.0,253.92,0.0,7564740.0,3.902158,9.0,40.0,840.0,0.0,0.0,220865.7,35.0,4.0,32.0,0.0,107556.8,530.0,90.0,70875.0,-28.0,0.0,925.0,1209600.0,3690.0,9.0,0.0,10573520.0,4.0,1036800.0,3,0,2,0,0,10,0,5,0,0,4,0,3,2,4,0
280.0,0.0,192.0,240.0,6.0,48.0,320.4,0.0,6227160.0,0.194617,9.0,18.0,0.0,2065384.0,0.0,158824.5,25.0,8.0,64.0,48.0,109926.4,690.0,90.0,0.0,4.0,0.0,1992390.0,839174.0,0.0,0.0,214921.0,10596680.0,24.0,834282.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,0
1239.0,1584.0,236.0,295.0,6.0,176.0,203.36,0.0,207864.0,1.591968,9.0,64.0,77.0,2236480.0,0.0,25299.81,10.0,2.0,48.0,120.0,-19659.16,695.0,6.0,63891.0,40.0,0.0,1385080.0,242046.0,1375.0,0.0,702044.0,3047320.0,36.0,172686.0,3,0,2,0,3,10,0,5,0,1,4,0,3,2,1,0
266.0,48.0,56.0,70.0,0.0,8.0,133.12,0.0,185946.0,1.16834,9.0,240.0,0.0,0.0,0.0,8503.949,5.0,0.0,8.0,0.0,5474.84,135.0,72.0,162252.0,34.0,0.0,0.0,10560.0,755.0,18.0,0.0,161044.0,0.0,0.0,3,0,2,0,1,4,0,5,0,1,6,0,0,3,0,0
1288.0,1536.0,136.0,170.0,4.0,72.0,186.64,0.0,2227776.0,3.375988,27.0,54.0,21.0,1381352.0,0.0,79689.91,5.0,4.0,32.0,40.0,-652224.0,595.0,24.0,1557.0,4.0,0.0,2152110.0,181134.0,1180.0,9.0,385819.0,4689000.0,26.0,279030.0,1,0,1,1,1,8,0,5,0,0,6,3,1,1,1,1
630.0,12.0,88.0,110.0,4.0,48.0,233.44,0.0,6450.0,3.228584,9.0,80.0,0.0,309664.0,0.0,74634.91,0.0,12.0,40.0,32.0,-367534.4,330.0,6.0,214722.0,-26.0,0.0,850185.0,37514.0,0.0,0.0,26215.0,1161192.0,10.0,370326.0,2,0,1,0,1,10,0,5,0,1,4,0,2,2,1,0
812.0,0.0,132.0,165.0,6.0,56.0,402.8,0.0,0.0,3.850673,9.0,38.0,0.0,3368960.0,0.0,134151.3,5.0,2.0,32.0,56.0,0.0,555.0,0.0,558.0,14.0,0.0,4103820.0,999134.0,25.0,9.0,1293887.0,7599400.0,34.0,475200.0,3,0,2,0,1,10,0,1,0,1,4,3,3,2,4,0
3689.0,112.0,456.0,570.0,0.0,144.0,40.0,0.0,9061320.0,6.255074,9.0,32.0,196.0,0.0,3.0,28674.99,45.0,0.0,32.0,0.0,364592.0,2005.0,282.0,5517.0,-30.0,8.0,1680205.0,64598.0,200.0,9.0,0.0,10624680.0,80.0,0.0,3,0,2,0,1,10,0,5,0,1,4,3,3,2,4,1
294.0,0.0,104.0,130.0,0.0,88.0,33.44,0.0,0.0,1.68981,9.0,24.0,0.0,45496.0,0.0,2096.94,0.0,0.0,0.0,72.0,-1592620.0,345.0,0.0,0.0,-20.0,0.0,36340.0,11496.0,0.0,0.0,0.0,74812.0,12.0,0.0,3,0,2,0,1,10,0,5,1,1,4,0,3,2,4,0
294.0,0.0,84.0,105.0,8.0,24.0,200.0,0.0,0.0,6.994446,9.0,18.0,0.0,145304.0,0.0,21859.98,0.0,4.0,56.0,72.0,-86267.6,270.0,0.0,0.0,4.0,0.0,98035.0,24878.0,0.0,0.0,24094.0,268656.0,14.0,101730.0,3,0,2,2,0,10,1,5,0,1,4,4,3,2,4,1
420.0,24.0,148.0,185.0,4.0,72.0,200.0,5.0,17460.0,6.436445,9.0,50.0,42.0,50032.0,0.0,6341.79,20.0,2.0,56.0,64.0,-51291.2,335.0,36.0,288.0,-30.0,8.0,80480.0,30168.0,1195.0,0.0,8974.0,210248.0,18.0,19200.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
98.0,0.0,156.0,195.0,0.0,96.0,149.36,0.0,3392124.0,6.163854,9.0,14.0,0.0,37136.0,0.0,183728.1,35.0,4.0,32.0,8.0,68648.0,305.0,42.0,0.0,-30.0,0.0,1223450.0,2051180.0,0.0,0.0,0.0,10439240.0,20.0,1036800.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,0
644.0,3376.0,116.0,145.0,0.0,120.0,110.4,0.0,0.0,2.66866,18.0,178.0,392.0,8520.0,0.0,1311.939,0.0,0.0,16.0,40.0,-8778.56,695.0,0.0,2601.0,-30.0,0.0,12575.0,10996.0,105.0,9.0,0.0,36312.0,18.0,0.0,1,0,1,0,2,4,0,5,0,0,6,0,1,3,4,1
938.0,1872.0,28.0,35.0,0.0,8.0,20.08,0.0,1253502.0,5.25956,9.0,176.0,280.0,0.0,9.0,6125.1,0.0,0.0,0.0,0.0,-583620.0,305.0,30.0,153657.0,4.0,24.0,245040.0,332.0,125.0,18.0,0.0,1032364.0,2.0,0.0,3,0,2,0,1,4,0,5,0,1,6,0,0,3,4,0
1407.0,28.0,224.0,280.0,4.0,224.0,244.08,0.0,75084.0,0.41316,9.0,84.0,7.0,824808.0,0.0,43830.6,10.0,8.0,48.0,104.0,-390503.6,905.0,30.0,11304.0,4.0,0.0,78680.0,791438.0,245.0,9.0,338814.0,2414052.0,8.0,458490.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,4,0
112.0,0.0,156.0,195.0,6.0,104.0,331.04,0.0,18504.0,4.576586,18.0,14.0,0.0,3142912.0,0.0,53874.0,5.0,4.0,40.0,104.0,125669.2,195.0,18.0,0.0,4.0,8.0,533765.0,276372.0,0.0,0.0,1072365.0,2801444.0,14.0,124812.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
1736.0,172.0,584.0,730.0,0.0,208.0,455.12,0.0,8999280.0,1.903653,9.0,32.0,0.0,1515528.0,0.0,92973.3,40.0,60.0,96.0,192.0,425768.0,1700.0,120.0,1503.0,-30.0,0.0,1012150.0,258396.0,3130.0,0.0,0.0,10478560.0,76.0,545376.0,3,3,2,2,1,10,1,5,0,1,4,0,3,2,4,0
4032.0,4572.0,564.0,705.0,8.0,360.0,166.56,5.0,159942.0,0.983764,18.0,114.0,329.0,1476024.0,0.0,11267.31,35.0,34.0,152.0,136.0,-178648.8,1620.0,102.0,891.0,4.0,8.0,602875.0,432878.0,1830.0,54.0,467383.0,2669688.0,76.0,663546.0,1,0,1,0,1,5,0,5,0,1,3,0,2,4,0,1
861.0,1540.0,132.0,165.0,0.0,24.0,320.4,0.0,314826.0,2.602222,18.0,156.0,56.0,4147200.0,0.0,127145.7,10.0,2.0,32.0,48.0,531532.0,555.0,12.0,12852.0,6.0,0.0,7115250.0,363462.0,200.0,18.0,0.0,9374960.0,38.0,256458.0,1,0,1,0,1,4,0,5,0,0,6,3,1,3,0,1
11179.0,10060.0,156.0,195.0,0.0,72.0,153.2,0.0,3122082.0,0.572527,18.0,58.0,336.0,1791048.0,0.0,14192.04,15.0,6.0,32.0,24.0,730660.0,8240.0,48.0,10692.0,34.0,0.0,3802475.0,1246920.0,6925.0,0.0,0.0,10336360.0,26.0,1555200.0,1,0,1,0,1,10,0,5,0,0,4,3,2,2,0,1
672.0,4.0,116.0,145.0,4.0,8.0,186.64,0.0,369498.0,5.231147,9.0,34.0,0.0,2764800.0,0.0,188874.0,0.0,2.0,16.0,32.0,-17468.44,540.0,30.0,9540.0,-24.0,0.0,7406100.0,143576.0,315.0,9.0,1209600.0,7983400.0,36.0,213978.0,3,0,2,0,1,10,0,5,1,1,4,0,3,2,4,0
2177.0,16.0,124.0,155.0,0.0,0.0,253.52,0.0,0.0,6.989318,18.0,52.0,21.0,6220800.0,0.0,45934.2,0.0,0.0,32.0,72.0,203740.4,395.0,0.0,3744.0,4.0,0.0,9411450.0,0.0,685.0,9.0,0.0,10639560.0,44.0,0.0,1,0,1,0,0,10,0,5,0,0,4,0,1,2,4,1
322.0,0.0,164.0,205.0,0.0,128.0,250.64,0.0,4986474.0,3.157445,9.0,18.0,0.0,437672.0,0.0,85198.5,5.0,12.0,24.0,64.0,408416.0,660.0,18.0,0.0,-30.0,0.0,169010.0,156082.0,0.0,0.0,0.0,4160720.0,14.0,216504.0,3,0,2,2,1,5,1,5,0,1,3,0,3,0,4,1
0.0,0.0,24.0,30.0,0.0,8.0,167.92,5.0,897102.0,4.571245,9.0,12.0,0.0,0.0,0.0,125736.6,0.0,0.0,0.0,0.0,-438268.0,30.0,12.0,0.0,-12.0,24.0,113770.0,158404.0,0.0,0.0,0.0,1005892.0,6.0,0.0,3,0,2,0,2,10,0,5,1,0,4,0,3,2,4,0
595.0,556.0,132.0,165.0,0.0,0.0,86.96,10.0,11404800.0,4.053621,9.0,100.0,567.0,0.0,3.0,31949.4,45.0,0.0,32.0,0.0,121580.0,555.0,132.0,8172.0,-22.0,24.0,3155.0,0.0,255.0,18.0,0.0,10716120.0,4.0,0.0,3,0,2,0,0,9,0,5,1,1,6,0,0,1,4,0
4452.0,84.0,1660.0,2075.0,54.0,648.0,246.8,0.0,149310.0,6.696219,18.0,62.0,14.0,1781560.0,0.0,24389.85,115.0,134.0,592.0,824.0,-88279.6,6030.0,18.0,7740.0,4.0,0.0,1552215.0,507598.0,125.0,18.0,315511.0,3805616.0,276.0,517038.0,1,0,1,0,1,10,0,5,0,0,4,1,1,2,1,0
133.0,0.0,92.0,115.0,0.0,40.0,253.52,0.0,2281194.0,4.163854,9.0,16.0,0.0,1900840.0,0.0,260078.7,20.0,0.0,24.0,24.0,-321152.8,290.0,24.0,0.0,4.0,0.0,5400050.0,792014.0,0.0,0.0,0.0,9415560.0,14.0,0.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,0
224.0,0.0,120.0,150.0,0.0,0.0,186.64,0.0,0.0,6.956847,9.0,18.0,0.0,5529600.0,0.0,185268.3,0.0,0.0,32.0,64.0,181546.4,505.0,0.0,0.0,-30.0,0.0,9504000.0,0.0,0.0,0.0,0.0,10368000.0,44.0,0.0,3,0,2,0,1,10,0,5,0,1,4,4,3,2,4,1
2590.0,1912.0,584.0,730.0,6.0,280.0,288.48,0.0,5214978.0,2.531297,36.0,130.0,189.0,3377440.0,0.0,39033.9,60.0,36.0,192.0,120.0,-23730.56,1705.0,240.0,31851.0,-26.0,0.0,3164010.0,912472.0,3700.0,18.0,860377.0,10184160.0,52.0,242838.0,1,0,1,0,1,9,0,5,0,0,6,0,2,1,0,0
2135.0,0.0,120.0,150.0,0.0,0.0,200.0,0.0,7257600.0,2.43965,9.0,32.0,0.0,1263872.0,0.0,74119.5,20.0,0.0,24.0,24.0,886560.0,2350.0,84.0,2880.0,6.0,0.0,3858690.0,0.0,0.0,0.0,0.0,9939680.0,18.0,0.0,3,0,2,0,0,7,0,5,0,1,0,4,3,0,4,1
756.0,15644.0,132.0,165.0,2.0,48.0,253.52,15.0,3420648.0,4.515702,9.0,38.0,1162.0,2764800.0,0.0,194503.8,10.0,4.0,32.0,32.0,270382.8,390.0,42.0,30456.0,14.0,24.0,4498795.0,802384.0,7430.0,9.0,604800.0,10249040.0,24.0,1036800.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,0
1428.0,516.0,384.0,480.0,6.0,88.0,292.4,0.0,8361720.0,4.661611,18.0,34.0,252.0,1114896.0,0.0,139329.3,50.0,8.0,64.0,184.0,173544.4,1090.0,150.0,1251.0,-28.0,0.0,1248265.0,578348.0,435.0,18.0,69741.0,10480480.0,46.0,559686.0,3,0,2,0,0,10,0,5,0,0,4,0,3,2,4,0
3017.0,4432.0,756.0,945.0,14.0,560.0,214.48,0.0,777180.0,2.672079,27.0,222.0,84.0,1038016.0,0.0,19840.29,45.0,20.0,200.0,264.0,133479.2,2705.0,72.0,19980.0,-30.0,0.0,1806335.0,483844.0,1640.0,27.0,287399.0,3790672.0,110.0,289470.0,1,3,1,0,0,4,0,5,0,1,2,0,2,3,0,1
560.0,0.0,136.0,170.0,0.0,64.0,220.08,0.0,2436198.0,3.425336,9.0,28.0,0.0,1195752.0,0.0,184875.6,20.0,6.0,24.0,16.0,110296.4,570.0,48.0,0.0,4.0,0.0,3428565.0,1382400.0,0.0,9.0,0.0,9871080.0,18.0,1138536.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
1400.0,64.0,108.0,135.0,4.0,40.0,166.56,0.0,0.0,6.900235,18.0,152.0,0.0,594816.0,0.0,15366.87,0.0,4.0,48.0,72.0,185260.4,500.0,0.0,49599.0,-30.0,0.0,419450.0,58060.0,0.0,18.0,346073.0,1032012.0,22.0,424386.0,3,0,2,0,1,4,0,5,0,1,0,0,0,3,0,1
301.0,0.0,224.0,280.0,2.0,120.0,186.64,0.0,1123806.0,4.797906,9.0,18.0,0.0,1076520.0,0.0,150329.4,25.0,10.0,48.0,64.0,-746260.0,580.0,60.0,0.0,-30.0,0.0,1965855.0,357910.0,0.0,9.0,298494.0,4619160.0,26.0,487740.0,3,0,2,0,3,10,0,5,0,1,4,0,3,2,4,1
784.0,5964.0,140.0,175.0,6.0,64.0,166.56,0.0,635790.0,5.975646,27.0,106.0,378.0,2764800.0,0.0,212476.2,0.0,8.0,32.0,32.0,160094.0,545.0,30.0,35037.0,54.0,0.0,5649300.0,1382400.0,1275.0,9.0,1814400.0,10472880.0,28.0,2073600.0,1,0,1,0,2,5,0,5,0,0,3,0,1,4,0,0
3458.0,1960.0,148.0,185.0,0.0,80.0,253.52,0.0,3506208.0,5.030976,18.0,72.0,0.0,3477800.0,0.0,26428.89,10.0,0.0,24.0,48.0,1224124.0,540.0,48.0,3627.0,-30.0,0.0,3443535.0,1584040.0,5785.0,18.0,0.0,10632880.0,22.0,0.0,3,0,2,0,1,5,0,5,1,1,0,0,0,0,1,0
903.0,0.0,204.0,255.0,10.0,216.0,200.0,0.0,0.0,5.849605,9.0,24.0,0.0,785864.0,0.0,29626.74,5.0,16.0,96.0,80.0,-52232.4,755.0,0.0,0.0,-30.0,0.0,480030.0,525762.0,0.0,0.0,294231.0,2471084.0,10.0,906852.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
1862.0,176.0,452.0,565.0,4.0,144.0,166.56,0.0,4055880.0,6.665029,9.0,62.0,182.0,713464.0,0.0,51763.5,40.0,16.0,80.0,112.0,512396.0,1515.0,72.0,3384.0,38.0,0.0,1658515.0,505822.0,1750.0,0.0,17353.0,7804360.0,106.0,529524.0,1,0,1,0,0,10,0,5,0,0,4,0,1,2,4,1
630.0,2628.0,124.0,155.0,2.0,104.0,166.56,0.0,3132.0,1.967528,9.0,130.0,217.0,114912.0,0.0,12995.13,0.0,4.0,32.0,32.0,105618.8,590.0,6.0,3890952.0,-30.0,0.0,578320.0,336528.0,4330.0,18.0,17647.0,1239860.0,22.0,66906.0,1,0,1,2,2,4,1,5,0,2,6,0,2,3,1,1
616.0,120.0,192.0,240.0,2.0,88.0,230.08,5.0,20538.0,5.444136,18.0,54.0,0.0,1418712.0,0.0,22978.83,10.0,6.0,24.0,48.0,74198.8,660.0,18.0,99.0,-6.0,24.0,1312575.0,95198.0,350.0,9.0,240331.0,2074456.0,46.0,161676.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,1,1
1435.0,4168.0,148.0,185.0,8.0,96.0,173.2,0.0,0.0,6.910703,36.0,192.0,280.0,425512.0,0.0,15415.41,0.0,8.0,56.0,88.0,-133866.8,710.0,0.0,40050.0,56.0,0.0,285605.0,109964.0,345.0,27.0,112833.0,831384.0,20.0,255324.0,3,3,2,0,1,4,0,5,0,1,2,0,0,3,1,0
1820.0,156.0,208.0,260.0,4.0,168.0,166.56,0.0,20526.0,5.057253,9.0,92.0,14.0,117456.0,0.0,8581.021,5.0,10.0,48.0,56.0,16898.56,915.0,24.0,1170.0,38.0,0.0,161810.0,278136.0,400.0,18.0,32543.0,1066432.0,28.0,265236.0,3,0,2,0,1,9,0,5,0,0,6,0,0,1,1,1
490.0,0.0,124.0,155.0,0.0,80.0,541.36,0.0,5184000.0,3.549242,9.0,28.0,0.0,0.0,0.0,228606.3,25.0,8.0,32.0,0.0,70823.6,440.0,60.0,0.0,4.0,0.0,524340.0,1719546.0,0.0,9.0,0.0,10348640.0,4.0,2073600.0,3,0,2,0,1,10,0,5,0,1,4,4,3,2,4,0
1631.0,0.0,144.0,180.0,0.0,24.0,186.64,0.0,7268460.0,4.761162,9.0,32.0,0.0,3456000.0,0.0,58349.4,20.0,2.0,40.0,40.0,127604.4,1130.0,90.0,3789.0,-30.0,0.0,2825670.0,153980.0,0.0,9.0,0.0,10402840.0,16.0,828.0,3,0,2,0,0,10,0,5,0,0,4,3,3,2,4,1
112.0,0.0,176.0,220.0,2.0,72.0,186.64,0.0,2245326.0,3.066439,27.0,16.0,0.0,570544.0,0.0,193208.4,0.0,8.0,24.0,32.0,-411688.0,315.0,24.0,0.0,-30.0,0.0,2961940.0,246136.0,0.0,0.0,124376.0,4938080.0,46.0,441162.0,3,0,2,0,2,4,0,5,0,1,4,0,3,3,4,1
910.0,284.0,132.0,165.0,2.0,80.0,170.8,0.0,2724948.0,2.607562,27.0,78.0,28.0,679784.0,0.0,159639.9,5.0,10.0,32.0,16.0,-130032.4,515.0,36.0,180.0,30.0,0.0,1758380.0,1002214.0,335.0,9.0,300251.0,7106680.0,18.0,1947966.0,1,0,1,0,0,10,0,5,0,1,4,0,1,2,0,1
168.0,2192.0,8.0,10.0,0.0,8.0,230.16,0.0,0.0,6.368725,9.0,134.0,0.0,184.0,0.0,2148.867,0.0,0.0,8.0,8.0,-1165000.0,130.0,0.0,2610.0,4.0,16.0,0.0,188.0,665.0,9.0,0.0,468.0,0.0,0.0,3,0,2,0,1,4,1,5,0,1,2,0,0,3,0,1
1169.0,460.0,224.0,280.0,6.0,88.0,220.48,0.0,5607150.0,4.595386,9.0,32.0,49.0,45008.0,0.0,45019.5,40.0,10.0,56.0,24.0,232794.4,1015.0,102.0,486360.0,8.0,0.0,3163235.0,82742.0,2875.0,0.0,218603.0,8518560.0,24.0,309732.0,3,0,2,0,0,10,0,3,0,1,4,0,3,2,4,0
413.0,2284.0,424.0,530.0,4.0,240.0,220.08,0.0,3288558.0,2.122623,18.0,130.0,14.0,2672288.0,0.0,65927.7,40.0,6.0,80.0,40.0,56406.8,1095.0,78.0,24759.0,4.0,0.0,4782545.0,472226.0,55.0,18.0,789082.0,10155280.0,94.0,923334.0,3,0,2,0,0,7,0,5,0,1,0,3,0,0,0,1
63.0,632.0,8.0,10.0,0.0,8.0,166.56,0.0,0.0,1.710105,18.0,98.0,175.0,0.0,0.0,62873.1,0.0,0.0,0.0,0.0,-2629.368,85.0,0.0,41454.0,-32.0,0.0,8045.0,10042.0,1210.0,9.0,0.0,26520.0,2.0,0.0,3,0,2,0,2,10,0,5,0,0,4,3,3,2,0,1
735.0,12.0,124.0,155.0,0.0,72.0,233.44,0.0,255276.0,0.441145,9.0,148.0,0.0,3456000.0,0.0,251994.0,0.0,8.0,32.0,40.0,123241.6,465.0,6.0,54360.0,-30.0,0.0,5184000.0,1555202.0,0.0,9.0,0.0,10538200.0,24.0,2073606.0,3,0,2,0,0,10,0,5,0,1,4,0,0,2,1,1
469.0,0.0,132.0,165.0,4.0,32.0,186.64,0.0,7166760.0,4.896817,9.0,26.0,0.0,1382400.0,0.0,230305.5,25.0,4.0,32.0,16.0,128927.6,510.0,90.0,0.0,4.0,0.0,1938120.0,555162.0,0.0,9.0,1209600.0,10549080.0,10.0,1036800.0,3,0,2,0,1,10,0,5,0,0,4,4,3,2,4,0
1624.0,68.0,24.0,30.0,0.0,8.0,220.08,0.0,0.0,2.807093,18.0,34.0,21.0,0.0,0.0,104187.0,0.0,2.0,0.0,0.0,-749940.0,430.0,0.0,162.0,-30.0,0.0,3295925.0,1209600.0,100.0,9.0,0.0,7475160.0,8.0,3628800.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
