ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,label
117926,118124,117941,118568,129105,19721,118570,1
118212,118213,123472,117905,117906,290919,117908,1
117961,118300,120297,117905,117906,290919,117908,1
117961,118413,120584,120773,118959,118960,120774,1
117961,118300,120312,118054,128999,117887,118055,1
117961,118225,118403,120773,231754,118960,120774,1
117961,118052,118881,117905,117906,290919,117908,1
117961,118327,118320,118784,147114,290919,118786,1
117959,117960,118810,118811,241709,19793,118813,1
117961,118225,119136,119137,124321,118474,119139,1
119596,119597,149666,120357,149667,118424,120359,1
117961,118300,120722,118685,120316,308574,118687,1
117876,117877,117878,118568,292195,19721,118570,1
117926,117927,119569,179731,118017,117887,117973,1
117961,118225,118403,118784,118785,290919,118786,1
119596,119597,118597,120789,194103,118424,120791,1
117916,118150,117884,117879,117886,19721,117880,1
117961,117962,120677,126078,126079,118424,126080,1
117961,118225,118403,118321,240983,290919,118322,1
117961,118343,120722,118321,117906,290919,118322,1
117961,118343,118833,117905,290878,290919,117908,1
120342,120343,119076,118834,124426,118424,118836,1
5110,117954,122672,158289,158290,19721,158291,1
118290,118291,119837,120344,142386,118424,120346,1
117961,118300,120722,118784,117906,290919,118786,1
118095,118096,118008,117885,118097,117887,117888,1
118315,118316,120361,118321,264516,290919,118322,1
117961,118225,120551,128230,302830,4673,128231,1
117926,117927,117920,118568,281735,19721,118570,0
91261,118026,118202,118784,124402,290919,118786,1
117961,118300,121176,120560,304465,118643,120562,1
118126,118237,118360,118129,130526,118131,118132,1
117980,117981,117884,117885,117913,117887,117888,1
117961,118225,118616,118054,118054,117887,118055,1
117961,118386,118896,118321,117906,290919,118322,1
117961,118327,118518,120097,146705,270488,120099,1
118216,118217,117920,118568,281735,19721,118570,1
117961,118052,120096,118321,117906,290919,118322,1
117961,117969,6725,120527,275449,6725,120529,1
117961,118225,120323,122849,120324,119095,122850,1
117961,118327,118507,118863,122008,118398,118865,1
118887,118888,118979,118980,118981,118295,118982,1
117961,117969,120823,123737,129944,118960,123738,1
117961,118343,118344,119849,161024,118638,119851,1
117961,118225,120663,121594,131163,4673,121596,1
117961,117962,119223,125793,139296,118643,125795,1
117961,118225,118320,118841,128747,118643,118843,1
117961,118300,118783,118321,117906,290919,118322,1
91261,118026,120671,121143,247469,249618,121145,1
117961,118413,120584,128230,302830,4673,128231,1
117961,118300,118514,118321,117906,290919,118322,1
117961,118300,124942,118784,117906,290919,118786,1
117961,118052,118328,299559,259703,118205,163732,1
119134,119135,125821,118422,300136,118424,118425,1
117961,118225,120323,122849,120324,119095,122850,1
117961,118343,120722,118777,279443,308574,118779,1
118219,118220,117941,117879,117897,19721,117880,1
117876,117877,118810,119323,300913,19793,119325,1
118212,118580,117895,117896,117897,117887,117898,1
117961,118327,118933,118321,117906,290919,118322,1
118290,118291,120126,118980,166203,118295,118982,1
117961,118343,123454,118321,117906,290919,118322,1
118315,118316,118317,307024,310608,118331,118332,0
117961,118343,120722,118784,117906,290919,118786,1
117961,118413,277693,128230,302830,4673,128231,1
117961,118386,121883,117905,290919,290919,117908,1
117961,118052,120398,120006,311622,118424,120008,1
118006,118007,117941,117899,117897,19721,117900,1
117961,118327,274241,118636,185272,118638,118639,1
117978,117979,117920,121067,229187,121069,121070,1
117961,118343,120722,118784,117906,290919,118786,1
118290,118291,121108,118293,118294,118295,118296,1
117961,118327,120559,120560,304465,118643,120562,1
118212,118580,117895,117879,117897,19721,117880,1
117961,118386,118896,119849,182753,118638,119851,1
118269,118270,117878,117879,117879,19721,117880,1
117961,118343,118700,118321,117906,290919,118322,1
11146,118491,117920,118568,131694,19721,118570,1
117961,118052,118992,118321,117906,290919,118322,0
117961,118343,120722,118784,121873,290919,118786,1
117961,118225,120663,118321,117906,290919,118322,1
117961,117962,118352,118321,117906,290919,118322,1
117961,118343,118979,119433,133686,118424,119435,1
117876,117877,117878,117879,117879,19721,117880,1
118725,118726,119076,120789,124626,118424,120791,1
117961,118343,120722,118361,118362,118363,118364,1
117961,118327,119995,117905,117906,290919,117908,1
117961,118386,120361,118321,153262,290919,118322,1
118219,118220,118008,117879,117897,19721,117880,1
117961,118343,123125,118784,117906,290919,118786,1
118555,118178,119262,117946,119263,292795,117948,0
117961,118446,119064,118321,240983,290919,118322,1
117916,117917,117941,117885,117913,117887,117888,1
117961,117969,118560,118674,131356,19793,118676,1
117961,118386,121961,118318,168365,118205,118319,1
117961,117962,117963,118811,286597,19793,118813,1
117902,117903,118783,120773,123107,118960,120774,1
117882,117883,117884,118568,166215,19721,118570,1
117902,118041,117945,280788,280788,292795,119082,1
117961,118300,119019,120812,311057,118638,120814,1
118573,118574,118042,118043,135536,270488,118046,1
91261,118026,118202,119962,168365,118205,119964,1
117961,118446,119598,120578,137493,118762,120580,1
117961,118052,120677,120357,310997,118424,120359,1
120864,120865,120694,118636,159723,118638,118639,1
119062,119091,128935,118863,127778,118398,118865,1
117961,118300,120059,118636,133779,118638,118639,1
117961,118300,19772,120516,120517,120518,120519,1
118084,118085,117884,117879,117886,19721,117880,1
117961,118386,118692,117905,240983,290919,117908,1
119691,119692,118635,122967,311441,119695,122969,1
119134,119135,123007,120789,305850,118424,120791,1
117961,118446,118447,118321,117906,290919,118322,1
117961,117962,5488,120988,152777,118643,120989,1
118602,118603,118810,119323,135298,19793,119325,0
118256,118257,117945,118274,118806,292795,118276,1
117961,118300,19772,123045,248000,120518,123047,1
119280,119281,118623,126684,130913,292795,126685,1
117961,118300,118833,118054,118443,117887,118055,0
117961,118343,121747,118321,240983,290919,118322,1
118602,118603,117941,118568,118568,19721,118570,0
117961,118386,118746,118784,147114,290919,118786,1
117961,118300,119181,118685,270229,308574,118687,1
118752,119070,118042,118043,118043,270488,118046,1
117961,118343,120722,118361,118362,118363,118364,1
117983,117984,117878,117879,117879,19721,117880,1
117961,118327,120685,118641,123881,118643,118644,1
117961,118413,122007,118321,117906,290919,118322,1
118887,118888,124656,118912,309291,118424,118914,1
118290,118291,118979,120344,141929,118424,120346,1
117961,118343,118437,124435,118362,118363,124436,1
118084,118085,117920,117879,117886,19721,117880,0
117961,118327,118518,118207,190710,270488,118209,1
117961,118327,119830,120773,118959,118960,120774,1
117961,118343,119987,118321,117906,290919,118322,1
91261,118026,118202,118259,118260,290919,118261,1
117961,118413,122007,118321,118448,290919,118322,1
117961,118343,119598,119433,133686,118424,119435,1
117961,117962,122215,120773,118959,118960,120774,1
118290,118291,119488,118293,119489,118295,118296,1
117902,117903,118507,120990,120991,118398,120992,1
117961,118225,119924,117905,240983,290919,117908,1
117961,118300,119181,149228,149229,118643,149230,1
117961,119256,148450,118054,148451,117887,118055,1
118315,118316,120361,118321,154441,290919,118322,1
118269,118270,118810,134067,310825,19793,134069,1
117961,118386,118692,118784,117906,290919,118786,1
117951,117952,117941,117879,117879,19721,117880,1
117961,118343,119993,125793,125794,118643,125795,1
117961,118052,118867,118685,279443,308574,118687,1
117961,118413,277693,118451,130134,118453,118454,1
117961,118225,119924,118318,168365,118205,118319,1
118212,118580,117895,117896,117897,117887,117898,1
117961,118327,120171,118890,126488,118398,118892,1
117902,117903,118437,118958,118959,118960,118961,1
117961,118446,120317,118361,127527,118363,118364,1
117961,118413,277693,117905,117906,290919,117908,1
117961,118343,118911,118826,257115,118424,118828,1
119280,119281,117945,126684,193644,292795,126685,1
117961,118386,123757,118321,117906,290919,118322,1
117961,117962,118352,117905,117906,290919,117908,1
118169,118170,118171,130479,146424,119784,130481,1
117961,118343,120722,118321,117906,290919,118322,1
117961,126102,118378,119192,300603,119184,119194,1
117961,118052,120096,117905,117906,290919,117908,1
117961,118327,121589,118641,306399,118643,118644,1
117961,118300,120059,118274,135140,292795,118276,1
117961,118343,124725,118321,240983,290919,118322,1
117993,117994,117895,117896,117913,117887,117898,1
117961,118413,118414,118784,240983,290919,118786,1
117961,118327,120318,118321,117906,290919,118322,0
117902,117903,277693,120773,118959,118960,120774,1
117961,118327,118320,118321,118448,290919,118322,1
117961,118386,119954,117905,117906,290919,117908,1
118595,118596,81476,118826,140711,118424,118828,1
117961,118300,118458,120344,311701,118424,120346,1
117961,118327,118391,118784,121556,290919,118786,1
119596,119597,121108,118728,252267,118295,118730,1
117961,118300,124725,118784,118785,290919,118786,1
117961,118327,120559,118685,279443,308574,118687,1
117961,117962,118352,118777,128848,308574,118779,1
117961,118343,118458,120006,311622,118424,120008,1
117890,118102,117878,134118,211100,119788,134120,1
117902,117903,118783,120952,122352,118453,120954,1
117961,118052,118992,118321,117906,290919,118322,1
118315,118316,129128,118636,126747,118638,118639,1
118752,119070,118042,118563,118563,270488,118565,1
117961,117962,118673,117905,172635,290919,117908,1
117961,118052,118867,118321,117906,290919,118322,1
120864,120865,120694,118636,159723,118638,118639,1
119596,119597,149666,120357,149667,118424,120359,1
117961,118225,118403,118747,130134,118453,118749,1
117961,118386,128823,118321,117906,290919,118322,1
117961,118386,118746,118321,117906,290919,118322,1
117961,118327,120318,118685,310608,308574,118687,1
117961,118446,16232,122551,128532,118762,122552,1
117961,118225,120050,118784,118406,290919,118786,1
117961,118300,124816,118321,117906,290919,118322,1
117961,118413,118481,118321,117906,290919,118322,1
117961,118300,118395,118890,125128,118398,118892,1
117916,117917,118599,179731,118625,117887,117973,1
117916,118150,118810,119323,128571,19793,119325,1
117902,117903,118507,120990,120991,118398,120992,1
119280,119281,117945,280788,130913,292795,119082,1
117961,118225,119924,118321,117906,290919,118322,1
117961,118225,120041,119093,124352,119095,119096,1
117961,118386,118896,117905,117906,290919,117908,1
117961,118343,118856,117905,172635,290919,117908,1
117961,118300,121951,118321,117906,290919,118322,1
117961,118343,121710,118422,300136,118424,118425,1
91261,118026,118202,117905,117906,290919,117908,1
117961,118225,122273,118321,117906,290919,118322,1
117961,117962,119223,125793,139296,118643,125795,1
117951,117952,117878,179731,220080,117887,117973,1
119301,119302,119303,118784,118785,290919,118786,1
118602,118603,117920,118568,118568,19721,118570,1
117961,118300,123055,118054,118054,117887,118055,1
91261,118026,118202,118321,117906,290919,118322,1
117961,118052,118053,118636,121809,118638,118639,1
117961,118327,120559,118641,306399,118643,118644,1
117929,117930,117920,120132,124314,120134,120135,1
117961,118052,118867,307024,311622,118331,118332,1
117961,118343,119598,118321,117906,290919,118322,0
117876,117877,117878,117879,117879,19721,117880,1
117961,118225,118403,117905,117906,290919,117908,1
118138,118139,131868,119192,308590,119184,119194,0
117961,118343,118395,118396,233714,118398,118399,1
117890,117891,118810,119899,135517,19793,119900,1
117890,118102,117878,118568,120877,19721,118570,1
118212,118213,118700,117905,117906,290919,117908,1
119062,119091,123125,118318,311618,118205,118319,0
117961,118343,119987,117905,117906,290919,117908,1
120140,120141,4674,117905,117906,290919,117908,1
117961,118327,118518,120097,124862,270488,120099,1
119062,119091,118514,117905,117906,290919,117908,1
117951,117952,118221,117885,117886,117887,117888,1
117961,118343,118344,118777,279443,308574,118779,1
117961,118300,118783,117905,240983,290919,117908,1
118573,118574,117945,118274,129731,292795,118276,1
118290,118291,120144,118293,224680,118295,118296,1
117943,117944,117945,117946,125533,292795,117948,1
117961,118327,118507,118890,138290,118398,118892,1
117961,118300,118066,120988,213772,118643,120989,1
117961,117962,118501,118502,118503,118504,118505,1
117902,117903,118783,117905,118036,290919,117908,1
117961,118327,123757,124775,124776,122032,124777,1
117961,118386,121961,117905,117906,290919,117908,1
117961,118446,120317,118321,117906,290919,118322,1
117961,118343,119993,118321,117906,290919,118322,1
117961,118327,118492,118747,125738,118453,118749,1
117916,118011,117920,118568,300163,19721,118570,1
117961,117962,119223,122269,122270,118643,122271,1
117961,118327,118320,118321,117906,290919,118322,0
117961,118386,118896,118259,117906,290919,118261,1
118555,118178,119262,117946,119727,292795,117948,0
117961,118446,120317,120690,120690,290919,120692,1
117961,117962,122215,117905,240983,290919,117908,1
117890,118102,117878,117899,194666,19721,117900,1
117961,118300,120410,118784,118785,290919,118786,1
117961,118327,118529,122129,126383,121916,122131,1
91261,118026,118202,117905,117906,290919,117908,1
117961,118343,119598,307024,311622,118331,118332,0
118349,118350,122672,130857,125539,308574,130858,1
117961,118343,121747,118321,117906,290919,118322,1
121518,121519,117895,118568,212837,19721,118570,1
119596,119597,149666,120357,149667,118424,120359,1
117961,118343,119993,118321,117906,290919,118322,1
117961,118446,119064,118321,117906,290919,118322,1
117961,118327,118507,118863,122008,118398,118865,1
117961,118225,120551,117905,117906,290919,117908,1
117961,118343,119993,117905,117906,290919,117908,1
117876,117877,117878,117879,117879,19721,117880,1
118887,118888,124656,118912,309291,118424,118914,1
117961,118386,118746,117905,117906,290919,117908,1
117961,118446,119961,118278,118260,290919,118279,1
117961,118225,120663,118321,117906,290919,118322,1
117961,117962,118409,120516,123107,120518,120519,1
118079,118080,117878,117879,141959,19721,117880,1
117902,118041,117945,280788,280788,292795,119082,1
117961,118386,118746,118259,117906,290919,118261,1
117961,118225,120663,118777,279443,308574,118779,1
119691,119692,118635,122967,311441,119695,122969,1
117961,118343,119181,118451,130134,118453,118454,1
122880,122974,117945,118274,149467,292795,118276,1
117961,118386,118522,118784,124874,290919,118786,1
117961,118413,120370,120516,157086,120518,120519,1
117961,118225,120041,119093,120324,119095,119096,1
117961,118343,119987,118321,117906,290919,118322,1
119062,130600,120663,117905,117906,290919,117908,0
117876,117877,117878,117899,121756,19721,117900,1
117961,118225,120551,117905,117906,290919,117908,1
117961,118300,118458,120789,309123,118424,120791,1
117961,118052,120539,118321,117906,290919,118322,1
117876,117877,117878,118568,128367,19721,118570,1
117961,117962,118352,118321,117906,290919,118322,0
117961,117969,6725,125687,245631,6725,125689,1
118090,118091,117920,118568,133542,19721,118570,1
4292,124335,118378,128093,300603,119184,128095,1
91261,118026,118317,118321,117906,290919,118322,1
117961,118327,120318,118641,306399,118643,118644,1
117910,117911,117912,117885,117913,117887,117888,1
117890,117891,117878,117899,144793,19721,117900,1
117961,118300,28618,117905,117906,290919,117908,1
117961,118052,122392,120097,174445,270488,120099,1
91261,118026,119507,123648,123107,120518,123650,1
117961,118225,119824,122129,305057,121916,122131,1
118079,118080,117878,117879,118177,19721,117880,0
117961,118327,118529,122129,305057,121916,122131,1
118573,118574,118042,118043,118043,270488,118046,1
117961,118300,119195,117905,117906,290919,117908,1
117902,117903,117904,117905,117906,290919,117908,1
117961,117962,117904,119949,123170,290919,119951,1
247952,118164,117878,117885,117879,117887,117888,1
117961,118225,122298,122849,120324,119095,122850,1
117961,118225,120663,118784,147114,290919,118786,1
118256,118257,117945,117946,128130,292795,117948,1
117902,117903,120428,117905,118036,290919,117908,1
117961,118300,118514,118685,132642,308574,118687,1
119596,119597,119136,119137,122050,118474,119139,1
117961,117962,119223,125793,146749,118643,125795,1
118953,118954,117884,117879,117886,19721,117880,1
117961,117962,117963,118811,286597,19793,118813,1
117961,118052,120677,119928,183590,118331,119929,1
118887,118888,120126,118172,301534,249618,118175,1
117961,117962,118910,118451,130134,118453,118454,1
117961,118300,123719,118451,130134,118453,118454,1
117961,118446,118447,118361,122092,118363,118364,1
117961,118327,118320,118321,117906,290919,118322,1
117961,118225,123173,120812,311057,118638,120814,1
117961,117962,118352,117905,117906,290919,117908,1
118315,118463,118522,123651,121927,118467,123652,1
117961,118225,119924,117905,117906,290919,117908,1
117961,117962,120677,123670,305057,121916,123672,1
117961,118327,118320,117905,117906,290919,117908,1
118003,118004,120694,118636,130218,118638,118639,1
117961,117962,122215,121594,302830,4673,121596,1
117943,117944,118042,118043,118176,270488,118046,1
117961,118225,124948,120773,136187,118960,120774,1
117961,118300,118514,117905,117906,290919,117908,1
119596,119597,120356,122067,205243,118424,122069,1
117902,117903,118403,128422,122352,118453,128424,1
117910,117911,117912,118568,198040,19721,118570,1
117961,117962,117963,118811,286597,19793,118813,1
118169,118170,117945,117946,169286,292795,117948,1
117961,118052,120304,123045,123107,120518,123047,1
117961,118225,118616,118321,240983,290919,118322,1
118315,118463,123089,117905,130219,290919,117908,1
117961,118413,119968,118841,123378,118643,118843,1
117961,118052,119742,118321,118448,290919,118322,1
117961,118225,119924,118321,118448,290919,118322,0
117961,118446,120317,307024,306404,118331,118332,1
117961,118300,119890,307024,152866,118331,118332,1
120864,121013,128516,118636,194964,118638,118639,1
118256,118257,117945,280788,280788,292795,119082,1
118990,118991,118992,118321,117906,290919,118322,1
117961,118300,119181,118321,117906,290919,118322,1
117961,118413,120370,118784,118785,290919,118786,1
216705,119256,129526,119849,160290,118638,119851,1
117961,118343,121747,119928,310608,118331,119929,1
117961,118052,118867,118784,118785,290919,118786,1
117961,118343,118979,117905,117906,290919,117908,1
117916,118011,117920,117879,117886,19721,117880,0
117961,118386,120361,117905,117906,290919,117908,1
117961,118343,118833,118784,290919,290919,118786,1
117961,117962,118409,119928,310608,118331,119929,1
117961,118343,118979,118826,134537,118424,118828,1
117961,118300,125872,120006,159698,118424,120008,1
117902,117903,117904,117905,117906,290919,117908,1
91261,118026,118202,118321,117906,290919,118322,1
117961,118225,118403,118685,294485,308574,118687,1
117961,118327,118507,118863,122008,118398,118865,1
118887,118888,120026,120344,298784,118424,120346,1
117961,118225,119924,118321,117906,290919,118322,1
117961,118052,118992,118321,290919,290919,118322,0
118290,118291,119136,119137,129238,118474,119139,1
120864,121013,121014,121015,135647,119006,121017,1
117961,118327,118378,120952,143223,118453,120954,1
118212,118580,117895,117885,117913,117887,117888,1
117961,118052,118053,118207,174445,270488,118209,1
117961,118327,118518,118207,190710,270488,118209,1
117961,118343,118514,118321,117906,290919,118322,1
117961,118225,120535,118396,269406,118398,118399,1
117961,118343,118437,118523,310608,118331,118525,1
119596,119597,124656,117905,117906,290919,117908,1
118212,118213,118597,118728,301534,118295,118730,1
117961,117969,120823,118396,131505,118398,118399,1
119062,119091,118514,117905,118036,290919,117908,1
117961,118446,118447,118784,213944,290919,118786,1
117961,118446,119064,307024,310608,118331,118332,1
91261,118026,118202,118321,117906,290919,118322,1
117961,118386,128823,118321,117906,290919,118322,1
117980,118076,118246,179731,147003,117887,117973,1
118953,118954,117920,123191,123191,19721,123192,1
117961,118300,121951,128422,130134,118453,128424,1
117902,118041,119181,120952,122352,118453,120954,1
117961,118300,118783,118054,131373,117887,118055,1
117961,118343,123454,119928,310608,118331,119929,1
117902,117903,120722,117905,117906,290919,117908,1
118602,118603,118008,118568,125168,19721,118570,1
117961,118225,120551,117905,117906,290919,117908,1
117961,118225,118320,120690,120691,290919,120692,1
117961,118225,119924,118321,118448,290919,118322,0
91261,118026,118202,117905,117906,290919,117908,1
117961,118343,118514,307024,294485,118331,118332,1
119062,119063,124211,118321,117906,290919,118322,1
117961,118300,118395,118890,125128,118398,118892,1
118573,118574,118450,119192,221567,119184,119194,1
117961,118327,119830,120172,230830,290919,120173,1
117961,118343,118514,119962,168365,118205,119964,1
117961,118327,121979,118841,128747,118643,118843,1
117961,117962,119223,127723,305057,118643,127725,1
117961,118300,118783,117905,117906,290919,117908,1
117961,118343,118292,120344,303717,118424,120346,1
117961,118386,118746,118321,117906,290919,118322,1
117961,117969,6725,120527,298066,6725,120529,1
117961,118300,118301,118980,306795,118295,118982,0
117961,118343,119181,118451,130134,118453,118454,1
117961,118343,121747,117905,240983,290919,117908,1
117961,118327,118744,120591,183734,119095,120593,1
117961,118300,120722,118784,152747,290919,118786,1
117902,117903,120171,120990,120991,118398,120992,1
117961,118300,123055,120006,129545,118424,120008,1
117961,118343,119598,117905,117906,290919,117908,1
117961,118300,118783,118321,117906,290919,118322,1
118573,118574,118623,118995,286106,292795,118997,1
117961,118225,137996,118321,152852,290919,118322,1
117961,118327,118507,121527,128634,118398,121529,1
117961,118413,119968,118784,117906,290919,118786,1
117961,118300,124816,118685,126297,308574,118687,1
117961,117962,118450,118054,120325,117887,118055,1
117961,118327,118933,118784,124402,290919,118786,1
117961,118327,118391,120773,118959,118960,120774,1
117961,118225,119924,118784,117906,290919,118786,1
117961,118327,118529,117905,117906,290919,117908,1
117961,118343,118856,117905,117906,290919,117908,1
117961,118300,118360,124194,130884,118363,124196,1
118169,118170,118450,118636,131394,118638,118639,1
119062,119091,118450,121372,148801,119184,121374,1
117961,118225,120551,118318,168365,118205,118319,1
117961,118386,120361,117905,117906,290919,117908,1
117961,118386,119214,117905,123513,290919,117908,1
117961,118225,118403,118321,117906,290919,118322,1
117961,118300,124942,118321,240983,290919,118322,1
118752,119070,120995,280788,280788,292795,119082,0
117961,118052,118706,118321,117906,290919,118322,1
117961,118327,118933,118747,130134,118453,118749,1
118290,118291,119837,118293,118294,118295,118296,1
118315,118316,140453,118636,192211,118638,118639,1
117961,118300,119181,121594,302830,4673,121596,1
119062,130600,120663,117905,117906,290919,117908,0
117887,118178,117945,123670,305057,121916,123672,1
118079,118080,117878,117879,304519,19721,117880,1
117961,118300,120722,118321,117906,290919,118322,1
117961,118343,119598,118321,240983,290919,118322,1
117983,117984,117878,117879,119057,19721,117880,1
117961,118225,120663,118321,117906,290919,118322,1
117961,118225,118403,118747,130134,118453,118749,1
117961,118225,120551,117905,240983,290919,117908,1
117961,118327,118320,118321,117906,290919,118322,1
118887,118888,118889,118890,206237,118398,118892,1
117961,118327,120383,117905,240983,290919,117908,0
117961,118343,123125,119849,282370,118638,119851,1
117961,118300,19772,118321,117906,290919,118322,1
117961,118343,118514,118777,279443,308574,118779,1
117961,118300,118437,118777,279443,308574,118779,1
117961,117962,118791,120647,311441,118398,120649,1
117961,118052,118867,307024,311622,118331,118332,1
119301,119302,119303,118321,150358,290919,118322,1
117961,118300,120410,118321,117906,290919,118322,1
117961,118327,122109,118636,246819,118638,118639,1
122880,122974,117945,118274,149467,292795,118276,1
117961,118300,120410,118321,117906,290919,118322,1
117961,118386,121883,119962,168365,118205,119964,1
117961,117962,119223,118259,125889,290919,118261,1
216705,119256,129526,119849,160290,118638,119851,1
117961,118225,119824,123737,147851,118960,123738,0
117961,118386,118746,118451,152307,118453,118454,1
117961,117962,118450,118054,118054,117887,118055,1
117961,118225,120323,122849,120324,119095,122850,1
118887,118888,118631,118912,309291,118424,118914,1
119691,119692,118635,159787,117906,119695,159789,1
118079,118080,117878,117879,117913,19721,117880,1
117961,118300,118514,118321,117906,290919,118322,1
117961,118052,123144,118396,269406,118398,118399,1
118315,118463,118522,118747,252973,118453,118749,1
117961,118386,119954,118685,279443,308574,118687,1
118658,118659,123606,118321,142048,290919,118322,1
117961,118413,120370,117905,117906,290919,117908,1
117961,118386,118733,118734,310655,118736,118737,1
117961,117962,118450,118841,128747,118643,118843,1
117916,118150,118599,179731,150184,117887,117973,1
117961,118386,118746,118321,117906,290919,118322,1
118079,118080,117878,117879,118177,19721,117880,0
117961,118413,277693,118685,279443,308574,118687,1
117961,118343,118395,120647,311441,118398,120649,1
118169,118170,118042,118563,158413,270488,118565,1
117961,118386,120361,118259,120721,290919,118261,1
117961,118052,120398,122067,164160,118424,122069,0
118887,118888,118889,118863,120991,118398,118865,1
117961,118413,122007,128230,302830,4673,128231,1
117890,117891,117878,118568,122240,19721,118570,1
118256,118257,117945,280788,280788,292795,119082,1
117961,117962,120677,122067,126079,118424,122069,1
117961,118300,119984,118890,125128,118398,118892,1
119134,119135,120054,118702,181001,118704,118705,1
117961,118327,118391,117905,117906,290919,117908,1
117961,118225,118403,120952,130134,118453,120954,1
117961,117962,118352,117905,117906,290919,117908,1
117961,118052,118992,118321,240983,290919,118322,0
117961,118327,118320,118321,117906,290919,118322,1
117961,118413,119968,117905,117906,290919,117908,1
117961,118052,122938,120097,174445,270488,120099,1
117961,118300,118979,118912,309291,118424,118914,1
117961,118300,124942,118321,117906,290919,118322,1
5110,117954,117895,117885,117955,117887,117888,1
118315,118316,118202,118321,224428,290919,118322,1
117916,117917,117920,145648,123191,119784,163313,1
118290,118291,118727,118834,202884,118424,118836,1
119740,119741,118810,134067,302708,19793,134069,1
118290,118291,120823,118396,308262,118398,118399,1
118725,118726,119076,118422,124426,118424,118425,1
117961,118052,118867,117905,117906,290919,117908,1
117961,118446,118684,118784,124402,290919,118786,1
117961,118446,118447,118321,117906,290919,118322,1
117961,118225,120551,117905,240983,290919,117908,1
117961,118327,118378,118451,151171,118453,118454,1
117961,118052,118053,118054,120514,117887,118055,0
119062,119091,118535,118321,117906,290919,118322,1
117961,118343,118395,118890,125128,118398,118892,1
119062,119091,120297,118321,117906,290919,118322,0
117961,118300,124725,118784,118785,290919,118786,1
117961,118300,118514,118278,118260,290919,118279,1
117961,118343,119598,118636,235245,118638,118639,1
117961,118225,119924,118259,117906,290919,118261,1
118169,118170,118042,118043,129174,270488,118046,1
117961,117962,118501,122551,139302,118762,122552,1
117961,118343,118833,118834,127160,118424,118836,1
118219,118220,118221,117885,117886,117887,117888,1
119596,119597,118214,118702,195315,118704,118705,1
117943,117944,117945,118274,129282,292795,118276,1
119170,119171,121747,120344,127405,118424,120346,1
117961,118343,118833,120344,303717,118424,120346,1
117961,118300,120059,119849,127733,118638,119851,1
117961,118300,118458,118980,301534,118295,118982,1
117916,118011,118599,179731,151321,117887,117973,1
117961,118052,123144,118396,269406,118398,118399,1
117961,118386,118746,118747,239652,118453,118749,1
117961,118052,126137,126138,255117,124136,126140,1
117961,118446,119961,118259,125889,290919,118261,1
117961,118327,119995,120690,120691,290919,120692,1
117961,118386,123656,118321,117906,290919,118322,1
117961,118446,118684,118321,117906,290919,118322,0
117961,118386,118404,118536,118537,308574,118539,1
117961,118386,121961,124152,304629,118424,124154,1
119280,119281,118623,126684,130913,292795,126685,1
117961,117962,118352,118321,117906,290919,118322,1
117961,118052,118992,118259,287351,290919,118261,0
117961,118327,118391,117905,117906,290919,117908,1
117961,118300,123055,120344,310997,118424,120346,1
117961,118413,119968,118784,117906,290919,118786,1
117961,118052,120096,133306,135146,118205,133308,1
117961,118300,118783,117905,240983,290919,117908,1
117961,118327,120318,117905,117906,290919,117908,1
117961,118300,118783,118321,117906,290919,118322,1
117961,118386,118746,118784,147114,290919,118786,1
117961,118052,118706,118259,118707,290919,118261,1
91261,118026,123719,118777,279443,308574,118779,1
117961,118052,126137,126138,148208,124136,126140,1
117961,117962,118352,118321,117906,290919,118322,1
117961,118052,120304,120313,206347,118424,120315,1
117961,117969,120823,120773,128088,118960,120774,1
117902,117903,118507,120990,120991,118398,120992,1
117961,118327,118391,118321,117906,290919,118322,1
117910,117911,117941,117885,117913,117887,117888,1
117961,118343,118609,122022,310779,119221,122024,1
117961,118300,125872,120006,159698,118424,120008,1
117961,118386,121961,117905,290878,290919,117908,1
119920,119921,142145,128230,302830,4673,128231,0
118006,118007,118008,117879,117897,19721,117880,0
117961,118386,118522,118321,123513,290919,118322,1
117961,118052,120417,118702,125047,118704,118705,0
117961,118413,127522,118321,117906,290919,118322,1
117961,117969,19666,118890,202872,118398,118892,1
120864,120865,124449,120647,310327,118398,120649,1
117961,118386,119954,117905,117906,290919,117908,1
118290,118291,120823,118396,308262,118398,118399,1
118990,118991,118992,307024,294485,118331,118332,1
117961,118327,118529,122129,305057,121916,122131,1
117961,118300,123055,118834,127160,118424,118836,1
117961,118052,120677,120357,310997,118424,120359,1
117961,118386,118692,117905,117906,290919,117908,1
117961,118300,119993,118321,240983,290919,118322,1
117961,118225,131159,120097,131160,270488,120099,1
117902,118041,118042,118043,118044,270488,118046,1
117961,118300,123719,117905,117906,290919,117908,1
117961,118225,118403,117905,117906,290919,117908,1
117961,118327,118391,117905,240983,290919,117908,1
117961,118327,118450,119192,132731,119184,119194,1
117961,118327,120299,137969,217580,118612,137970,1
117902,118041,118556,280788,280788,292795,119082,1
117961,118343,119945,119928,231633,118331,119929,1
117961,118300,118458,120006,310997,118424,120008,1
118006,118007,117941,117879,117897,19721,117880,1
117961,118327,118507,118054,120238,117887,118055,1
