N1,N2,N3,N4,N5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,label
120.0,119.0,11.1,0.6,2.02,1.0,1.0,2.0,9773.0,1.0,1.0,105.0,1.0,1.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,2.0,0.0,0
120.0,120.0,12.4,0.5,1.79,1.0,7.0,1.0,9991.0,0.0,40.0,1.0,37.0,37.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,5.0,8.0,5.0,0.0,2
140.0,116.9,13.9,-0.3,0.79,1.0,43.0,1.0,9773.0,1.0,1.0,1.0,3.0,37.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,6.0,11.0,15.0,7.0,0.0,5.0,7.0,10.0,6.0,0.0,1
100.0,121.9,12.7,3.7,-1.7,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,19.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
130.0,130.0,15.5,2.8,-4.06,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,3.0,3.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,6.0,11.0,5.0,0.0,1
133.1,153.0,7.6,2.6,0.32,4.0,43.0,4.0,9991.0,0.0,12.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
160.0,160.0,12.4,0.5,1.79,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,2.0,6.0,6.0,6.0,0.0,1.0,6.0,11.0,6.0,0.0,0
142.0,128.0,16.2,0.3,-0.92,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,1.0,37.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
132.0,128.0,12.4,0.5,1.79,1.0,17.0,6.0,9500.0,1.0,1.0,1.0,1.0,37.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
141.0,145.0,7.6,2.6,0.32,1.0,42.0,1.0,9500.0,1.0,6.0,1.0,37.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,12.0,21.0,33.0,18.0,12.0,12.0,21.0,33.0,18.0,12.0,2
130.0,131.5,11.1,0.6,2.02,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,37.0,11.0,9.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,7.0,6.0,0.0,2
140.0,126.8,12.7,3.7,-1.7,1.0,1.0,1.0,171.0,1.0,1.0,1.0,37.0,37.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140.0,140.0,12.4,0.5,1.79,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,1.0,19.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
103.0,100.6,11.1,0.6,2.02,1.0,1.0,6.0,9500.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,7.0,9.0,5.0,0.0,0.0,8.0,9.0,7.0,0.0,2
124.0,115.6,9.4,-0.8,-3.12,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,19.0,19.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,5.0,9.0,3.0,1.0,0.0,5.0,7.0,3.0,0.0,0
140.0,140.0,16.2,0.3,-0.92,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,38.0,37.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,6.0,13.0,4.0,0.0,1.0,6.0,11.0,5.0,0.0,0
120.0,135.0,7.6,2.6,0.32,2.0,1.0,1.0,9991.0,0.0,1.0,1.0,37.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,2
126.0,117.3,13.9,-0.3,0.79,1.0,5.0,1.0,9147.0,1.0,1.0,1.0,19.0,38.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,15.0,3.0,0.0,0.0,5.0,6.0,3.0,0.0,1
162.0,132.0,7.6,2.6,0.32,2.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,8.0,4.0,0.0,0.0,5.0,7.0,4.0,0.0,1
137.0,121.3,10.8,1.4,1.74,1.0,17.0,4.0,9500.0,1.0,1.0,1.0,1.0,19.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
110.0,121.8,12.7,3.7,-1.7,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
117.0,110.7,11.1,0.6,2.02,1.0,1.0,2.0,9670.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,6.0,10.0,6.0,0.0,1
130.0,140.2,9.4,-0.8,-3.12,1.0,1.0,1.0,9119.0,1.0,1.0,1.0,37.0,19.0,9.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
133.0,133.7,10.8,1.4,1.74,1.0,16.0,2.0,9238.0,1.0,1.0,1.0,19.0,38.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
130.0,130.0,16.2,0.3,-0.92,1.0,17.0,4.0,9254.0,1.0,1.0,1.0,19.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,7.0,4.0,0.0,0.0,6.0,7.0,3.0,0.0,0
133.1,100.0,13.9,-0.3,0.79,1.0,39.0,1.0,8014.0,0.0,19.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,6.0,7.0,1.0,0.0,0
150.0,150.0,15.5,2.8,-4.06,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,3.0,19.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0
137.0,125.0,7.6,2.6,0.32,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,19.0,38.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
130.0,120.0,9.4,-0.8,-3.12,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,6.0,14.0,5.0,0.0,0.0,6.0,10.0,5.0,0.0,2
122.0,114.3,7.6,2.6,0.32,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,6.0,12.0,3.0,0.0,0
143.0,116.5,15.5,2.8,-4.06,1.0,18.0,1.0,9500.0,1.0,1.0,1.0,38.0,37.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
121.0,120.3,8.9,1.4,3.51,1.0,17.0,4.0,9773.0,1.0,1.0,1.0,1.0,19.0,9.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
131.0,120.5,7.6,2.6,0.32,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
124.0,126.8,13.9,-0.3,0.79,1.0,1.0,1.0,9070.0,1.0,1.0,1.0,19.0,37.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,1.0,6.0,8.0,6.0,1.0,0.0,6.0,12.0,5.0,0.0,1
134.0,122.5,10.8,1.4,1.74,2.0,1.0,4.0,9853.0,1.0,1.0,1.0,37.0,37.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
140.0,124.3,10.8,1.4,1.74,1.0,18.0,2.0,9147.0,1.0,1.0,1.0,37.0,37.0,5.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,12.0,3.0,0.0,0
139.0,132.7,9.4,-0.8,-3.12,1.0,17.0,2.0,9238.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,9.0,6.0,0.0,2
148.0,143.5,10.8,1.4,1.74,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
115.0,112.9,9.4,-0.8,-3.12,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,19.0,37.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,5.0,13.0,1.0,0.0,0
144.0,126.9,9.4,-0.8,-3.12,1.0,1.0,2.0,9670.0,1.0,1.0,1.0,37.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,4.0,0.0,2
102.0,101.7,12.4,0.5,1.79,1.0,1.0,6.0,9254.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
130.0,130.0,12.4,0.5,1.79,4.0,7.0,1.0,9500.0,1.0,40.0,1.0,37.0,37.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,16.0,4.0,0.0,0.0,7.0,8.0,7.0,0.0,1
140.0,141.8,12.4,0.5,1.79,1.0,44.0,1.0,9238.0,1.0,39.0,1.0,38.0,19.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,6.0,7.0,6.0,0.0,2.0,6.0,6.0,6.0,0.0,2
135.0,123.0,10.8,1.4,1.74,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
134.0,131.2,7.6,2.6,0.32,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,19.0,37.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,5.0,6.0,5.0,0.0,1
130.0,128.3,7.6,2.6,0.32,1.0,1.0,5.0,9773.0,1.0,1.0,1.0,34.0,38.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,6.0,15.0,3.0,0.0,0
150.0,150.0,13.9,-0.3,0.79,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,19.0,37.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,2.0,6.0,8.0,6.0,0.0,1.0,6.0,7.0,6.0,0.0,2
126.0,119.0,12.4,0.5,1.79,1.0,17.0,6.0,9773.0,1.0,1.0,1.0,1.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
130.0,128.3,8.9,1.4,3.51,1.0,53.0,1.0,9238.0,1.0,42.0,1.0,1.0,19.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,5.0,9.0,12.0,7.0,0.0,4.0,9.0,14.0,4.0,0.0,0
100.0,100.0,12.7,3.7,-1.7,1.0,42.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,8.0,16.0,2.0,1.0,0.0,8.0,16.0,2.0,1.0,0
120.0,113.4,11.1,0.6,2.02,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,4.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,6.0,17.0,3.0,0.0,1
140.0,140.0,7.6,2.6,0.32,1.0,7.0,1.0,9500.0,1.0,3.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
113.0,110.2,8.9,1.4,3.51,1.0,17.0,5.0,9773.0,1.0,1.0,1.0,38.0,38.0,191.0,175.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,129.6,7.6,2.6,0.32,1.0,1.0,6.0,9773.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
110.0,110.0,12.7,3.7,-1.7,5.0,39.0,1.0,9500.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,8.0,8.0,0.0,1.0,0
154.4,154.4,10.8,1.4,1.74,1.0,10.0,2.0,9773.0,1.0,1.0,22.0,19.0,38.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0
110.0,100.0,9.4,-0.8,-3.12,1.0,39.0,1.0,171.0,1.0,1.0,1.0,12.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117.0,112.5,13.9,-0.3,0.79,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,3.0,6.0,7.0,3.0,0.0,1.0,6.0,13.0,4.0,0.0,1
134.0,122.8,12.7,3.7,-1.7,1.0,1.0,1.0,9773.0,1.0,1.0,1.0,1.0,38.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
153.0,157.9,8.9,1.4,3.51,1.0,1.0,1.0,9773.0,1.0,1.0,1.0,1.0,1.0,141.0,175.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
138.0,124.9,13.9,-0.3,0.79,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,19.0,19.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,7.0,0.0,0.0,8.0,9.0,7.0,0.0,0
137.0,124.4,15.5,2.8,-4.06,1.0,17.0,2.0,9556.0,1.0,1.0,41.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
132.0,128.3,15.5,2.8,-4.06,1.0,17.0,3.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
133.1,138.4,7.6,2.6,0.32,2.0,39.0,1.0,9991.0,0.0,12.0,1.0,37.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,5.0,8.0,1.0,0.0,0
130.0,129.0,9.4,-0.8,-3.12,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,130.5,15.5,2.8,-4.06,1.0,39.0,1.0,9254.0,1.0,3.0,1.0,19.0,19.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
140.0,124.6,8.9,1.4,3.51,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,1.0,44.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,3.0,9.0,9.0,3.0,0.0,2.0,6.0,6.0,2.0,0.0,0
133.1,146.6,13.9,-0.3,0.79,2.0,39.0,1.0,9500.0,1.0,38.0,1.0,37.0,37.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
97.0,98.1,11.1,0.6,2.02,1.0,1.0,2.0,9500.0,1.0,1.0,1.0,1.0,19.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
132.0,119.3,10.8,1.4,1.74,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
134.0,124.9,8.9,1.4,3.51,1.0,18.0,4.0,9119.0,1.0,1.0,1.0,19.0,38.0,194.0,175.0,1.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,5.0,9.0,3.0,0.0,1
117.0,100.0,13.9,-0.3,0.79,1.0,43.0,1.0,8014.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,6.0,6.0,6.0,0.0,0
132.0,138.0,12.4,0.5,1.79,1.0,17.0,1.0,9070.0,1.0,1.0,1.0,37.0,38.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
152.0,135.6,12.7,3.7,-1.7,1.0,1.0,1.0,9130.0,1.0,1.0,1.0,19.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0
133.1,128.2,9.4,-0.8,-3.12,2.0,39.0,1.0,9085.0,1.0,1.0,1.0,36.0,36.0,99.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,5.0,14.0,1.0,3.0,0.0,5.0,5.0,0.0,5.0,0
145.0,136.3,12.7,3.7,-1.7,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,19.0,38.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
136.0,130.8,16.2,0.3,-0.92,1.0,18.0,1.0,9500.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
131.0,130.7,10.8,1.4,1.74,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,37.0,37.0,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,5.0,13.0,4.0,1.0,1
150.0,154.0,12.4,0.5,1.79,1.0,39.0,1.0,9991.0,0.0,1.0,1.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0
134.0,122.1,10.8,1.4,1.74,1.0,17.0,5.0,9853.0,1.0,1.0,1.0,19.0,38.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,9.0,4.0,0.0,0
124.0,118.8,9.4,-0.8,-3.12,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,6.0,9.0,6.0,0.0,2
141.0,127.7,9.4,-0.8,-3.12,1.0,17.0,6.0,9773.0,1.0,1.0,1.0,37.0,37.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
137.0,132.6,13.9,-0.3,0.79,1.0,17.0,5.0,9500.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
140.0,140.0,13.9,-0.3,0.79,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,2.0,6.0,11.0,5.0,0.0,0.0,6.0,12.0,2.0,0.0,1
130.0,126.0,13.9,-0.3,0.79,2.0,39.0,1.0,9500.0,1.0,3.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
127.0,121.8,10.8,1.4,1.74,1.0,17.0,1.0,9853.0,1.0,1.0,1.0,38.0,37.0,5.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,6.0,14.0,3.0,0.0,1
120.0,111.3,9.4,-0.8,-3.12,1.0,1.0,3.0,9670.0,1.0,1.0,1.0,37.0,37.0,7.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,5.0,7.0,4.0,0.0,1
133.1,129.8,8.9,1.4,3.51,1.0,39.0,1.0,9003.0,1.0,1.0,6.0,1.0,1.0,192.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,7.0,7.0,7.0,0.0,0.0,6.0,9.0,5.0,0.0,1
131.0,119.8,16.2,0.3,-0.92,1.0,1.0,4.0,171.0,1.0,1.0,1.0,19.0,19.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
139.0,131.8,10.8,1.4,1.74,1.0,17.0,3.0,9500.0,1.0,1.0,1.0,38.0,1.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
135.0,135.0,8.9,1.4,3.51,1.0,15.0,1.0,9147.0,1.0,1.0,26.0,1.0,1.0,9.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,1.0,0.0,5.0,9.0,3.0,0.0,0.0,5.0,8.0,4.0,0.0,1
125.0,114.5,12.7,3.7,-1.7,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,1.0,19.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,6.0,5.0,1.0,0.0,5.0,9.0,4.0,0.0,2
150.0,150.0,15.5,2.8,-4.06,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,1.0,19.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,10.0,6.0,0.0,2
129.0,127.6,10.8,1.4,1.74,1.0,16.0,2.0,9147.0,1.0,1.0,1.0,19.0,19.0,4.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,5.0,0.0,0.0,5.0,9.0,3.0,0.0,0
119.0,124.6,7.6,2.6,0.32,1.0,17.0,1.0,9070.0,1.0,1.0,1.0,37.0,38.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
110.0,110.0,16.2,0.3,-0.92,2.0,7.0,1.0,9130.0,1.0,2.0,1.0,19.0,19.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0
150.0,150.0,16.2,0.3,-0.92,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,1.0,38.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,6.0,11.0,4.0,0.0,0
120.0,116.3,12.4,0.5,1.79,1.0,44.0,1.0,9070.0,1.0,39.0,1.0,1.0,38.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,21.0,0.0,2.0,7.0,7.0,4.0,0.0,5.0,9.0,10.0,7.0,0.0,2
110.0,112.5,7.6,2.6,0.32,1.0,43.0,1.0,9238.0,1.0,1.0,1.0,14.0,14.0,90.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,8.0,10.0,14.0,9.0,0.0,3.0,7.0,10.0,7.0,0.0,2
