value,rent,ftotinc,momloc,famsize,nchild,eldch,yngch,nsibs,age,occscore,sei,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,label
30000.0,0.0,12550.0,2.0,2.0,0.0,99.0,99.0,0.0,46.0,22.0,61.0,9250.0,8750.0,0.0,0.0,0.0,0.0,450.0,501.0,1
30000.0,0.0,10150.0,0.0,5.0,3.0,9.0,2.0,0.0,39.0,38.0,49.0,10150.0,10150.0,0.0,0.0,0.0,0.0,0.0,232.0,1
999999.0,110.0,6050.0,0.0,2.0,0.0,99.0,99.0,0.0,43.0,27.0,64.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,246.0,1
18750.0,0.0,16750.0,0.0,2.0,0.0,99.0,99.0,0.0,48.0,31.0,65.0,11950.0,11650.0,0.0,0.0,0.0,0.0,250.0,501.0,1
18750.0,0.0,10850.0,0.0,3.0,1.0,8.0,8.0,0.0,28.0,19.0,17.0,2550.0,2550.0,0.0,0.0,0.0,0.0,0.0,367.0,1
999999.0,175.0,19950.0,0.0,4.0,2.0,26.0,16.0,0.0,57.0,34.0,53.0,7750.0,7750.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,125.0,20950.0,2.0,7.0,0.0,99.0,99.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0
30000.0,0.0,5050.0,2.0,5.0,0.0,99.0,99.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0
30000.0,0.0,11050.0,0.0,9.0,7.0,14.0,1.0,0.0,37.0,25.0,15.0,11050.0,10750.0,0.0,0.0,0.0,0.0,250.0,150.0,1
999999.0,165.0,8350.0,0.0,2.0,0.0,99.0,99.0,0.0,65.0,21.0,9.0,4450.0,4250.0,0.0,0.0,0.0,0.0,150.0,377.0,0
30000.0,0.0,11850.0,0.0,3.0,0.0,99.0,99.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0
999999.0,105.0,13150.0,2.0,5.0,0.0,99.0,99.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0
999999.0,235.0,29650.0,0.0,2.0,0.0,99.0,99.0,0.0,54.0,42.0,72.0,29650.0,29050.0,0.0,0.0,0.0,0.0,550.0,501.0,1
13750.0,0.0,5350.0,2.0,4.0,0.0,99.0,99.0,1.0,15.0,20.0,8.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,139.0,1
50000.0,0.0,20050.0,0.0,4.0,2.0,10.0,5.0,0.0,37.0,41.0,68.0,20050.0,20050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
30000.0,0.0,21950.0,2.0,7.0,0.0,99.0,99.0,4.0,11.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,400.0,0
22500.0,0.0,18150.0,0.0,4.0,2.0,6.0,1.0,0.0,30.0,23.0,45.0,4050.0,4050.0,0.0,0.0,0.0,0.0,0.0,488.0,1
16250.0,0.0,10050.0,2.0,5.0,0.0,99.0,99.0,1.0,6.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,224.0,0
999999.0,175.0,7050.0,2.0,5.0,0.0,99.0,99.0,2.0,3.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,161.0,0
30000.0,0.0,13550.0,2.0,6.0,0.0,99.0,99.0,3.0,16.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0
999999.0,125.0,10250.0,0.0,4.0,2.0,2.0,1.0,0.0,23.0,22.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0
42500.0,0.0,19050.0,0.0,5.0,3.0,22.0,14.0,0.0,46.0,32.0,39.0,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,411.0,1
50000.0,0.0,16150.0,0.0,4.0,2.0,15.0,1.0,0.0,38.0,27.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0
999999.0,110.0,16150.0,2.0,5.0,0.0,99.0,99.0,1.0,2.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,369.0,0
22500.0,0.0,12350.0,2.0,5.0,0.0,99.0,99.0,1.0,3.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,282.0,0
999999.0,65.0,9550.0,2.0,4.0,0.0,99.0,99.0,1.0,18.0,20.0,8.0,550.0,550.0,0.0,0.0,0.0,0.0,0.0,248.0,0
30000.0,0.0,33050.0,0.0,5.0,3.0,19.0,14.0,0.0,51.0,0.0,0.0,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,0
999999.0,140.0,12350.0,0.0,1.0,0.0,99.0,99.0,0.0,34.0,20.0,46.0,12350.0,12350.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,165.0,8750.0,0.0,3.0,1.0,1.0,1.0,0.0,24.0,30.0,27.0,8550.0,8550.0,0.0,0.0,0.0,0.0,0.0,296.0,1
22500.0,0.0,10950.0,2.0,6.0,0.0,99.0,99.0,3.0,4.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,223.0,0
999999.0,130.0,8050.0,0.0,5.0,3.0,6.0,3.0,0.0,22.0,18.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1
42500.0,0.0,24950.0,0.0,2.0,0.0,99.0,99.0,0.0,57.0,22.0,61.0,2050.0,1750.0,0.0,0.0,0.0,0.0,250.0,501.0,0
999999.0,90.0,12350.0,0.0,3.0,1.0,25.0,25.0,0.0,58.0,6.0,19.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,430.0,0
30000.0,0.0,24950.0,2.0,5.0,0.0,99.0,99.0,1.0,13.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0
42500.0,0.0,22150.0,2.0,4.0,0.0,99.0,99.0,1.0,2.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0
22500.0,0.0,15850.0,0.0,2.0,0.0,99.0,99.0,0.0,28.0,25.0,52.0,5750.0,4050.0,0.0,0.0,0.0,0.0,1650.0,501.0,1
42500.0,0.0,26250.0,0.0,4.0,2.0,5.0,3.0,0.0,34.0,61.0,93.0,26250.0,26050.0,150.0,0.0,0.0,0.0,0.0,501.0,1
18750.0,0.0,10750.0,2.0,6.0,0.0,99.0,99.0,3.0,12.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,213.0,0
999999.0,155.0,7050.0,0.0,2.0,0.0,99.0,99.0,0.0,28.0,25.0,44.0,4750.0,4750.0,0.0,0.0,0.0,0.0,0.0,287.0,1
8750.0,0.0,5850.0,0.0,2.0,0.0,99.0,99.0,0.0,53.0,25.0,19.0,2350.0,0.0,2050.0,0.0,0.0,0.0,250.0,238.0,1
30000.0,0.0,50000.0,0.0,4.0,2.0,11.0,3.0,0.0,32.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0
22500.0,0.0,9050.0,0.0,5.0,3.0,5.0,1.0,0.0,32.0,31.0,33.0,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,207.0,1
999999.0,200.0,17750.0,0.0,4.0,2.0,14.0,8.0,0.0,34.0,18.0,31.0,9250.0,9250.0,0.0,0.0,0.0,0.0,0.0,477.0,1
13750.0,0.0,11150.0,0.0,3.0,1.0,15.0,15.0,0.0,53.0,16.0,15.0,8550.0,8550.0,0.0,0.0,0.0,0.0,0.0,378.0,1
50000.0,0.0,50000.0,0.0,2.0,0.0,99.0,99.0,0.0,66.0,41.0,68.0,50000.0,30050.0,2050.0,0.0,0.0,0.0,20050.0,501.0,1
42500.0,0.0,23350.0,0.0,5.0,1.0,32.0,32.0,0.0,67.0,27.0,72.0,1750.0,1250.0,0.0,450.0,0.0,0.0,0.0,501.0,1
30000.0,0.0,50000.0,0.0,2.0,0.0,99.0,99.0,0.0,54.0,41.0,68.0,35150.0,30050.0,0.0,0.0,0.0,0.0,5050.0,501.0,1
30000.0,0.0,4550.0,0.0,6.0,4.0,18.0,9.0,0.0,38.0,39.0,69.0,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,90.0,1
42500.0,0.0,12050.0,0.0,6.0,4.0,11.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0
999999.0,85.0,8850.0,0.0,3.0,0.0,99.0,99.0,1.0,56.0,11.0,11.0,7350.0,7350.0,0.0,0.0,0.0,0.0,0.0,308.0,1
50000.0,0.0,50000.0,0.0,2.0,0.0,99.0,99.0,0.0,71.0,35.0,62.0,32150.0,18050.0,14050.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,185.0,20150.0,0.0,2.0,0.0,99.0,99.0,0.0,24.0,22.0,61.0,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
13750.0,0.0,8350.0,0.0,2.0,0.0,99.0,99.0,0.0,72.0,0.0,0.0,6350.0,0.0,0.0,0.0,1250.0,0.0,5050.0,377.0,0
999999.0,110.0,11950.0,0.0,2.0,0.0,99.0,99.0,0.0,22.0,32.0,42.0,5850.0,5850.0,0.0,0.0,0.0,0.0,0.0,486.0,1
50000.0,0.0,50000.0,2.0,5.0,0.0,99.0,99.0,1.0,8.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0
22500.0,0.0,10150.0,0.0,4.0,2.0,4.0,2.0,0.0,27.0,27.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0
999999.0,80.0,4050.0,0.0,1.0,0.0,99.0,99.0,0.0,27.0,22.0,18.0,4050.0,4050.0,0.0,0.0,0.0,0.0,0.0,212.0,1
42500.0,0.0,20150.0,2.0,5.0,0.0,99.0,99.0,2.0,7.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,460.0,0
999999.0,150.0,10650.0,0.0,3.0,1.0,0.0,0.0,0.0,21.0,27.0,39.0,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,361.0,1
42500.0,0.0,19950.0,2.0,4.0,0.0,99.0,99.0,1.0,17.0,10.0,11.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,60.0,2350.0,0.0,1.0,0.0,99.0,99.0,0.0,34.0,20.0,8.0,2750.0,1650.0,0.0,0.0,0.0,1050.0,0.0,144.0,1
999999.0,115.0,7850.0,1.0,2.0,0.0,99.0,99.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0
16250.0,0.0,21250.0,2.0,7.0,0.0,99.0,99.0,4.0,16.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,1
16250.0,0.0,11050.0,2.0,7.0,0.0,99.0,99.0,4.0,12.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,201.0,0
30000.0,0.0,30050.0,2.0,6.0,0.0,99.0,99.0,3.0,11.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0
999999.0,160.0,5850.0,0.0,1.0,0.0,99.0,99.0,0.0,21.0,18.0,44.0,5850.0,5850.0,0.0,0.0,0.0,0.0,0.0,307.0,1
22500.0,0.0,13650.0,0.0,3.0,1.0,14.0,14.0,0.0,37.0,27.0,19.0,10150.0,10150.0,0.0,0.0,0.0,0.0,0.0,462.0,1
999999.0,130.0,12050.0,0.0,2.0,1.0,4.0,4.0,0.0,27.0,19.0,17.0,12050.0,12050.0,0.0,0.0,0.0,0.0,0.0,477.0,1
30000.0,0.0,8750.0,0.0,2.0,0.0,99.0,99.0,0.0,68.0,35.0,68.0,8150.0,1650.0,6450.0,0.0,0.0,0.0,0.0,395.0,1
999999.0,0.0,8150.0,0.0,2.0,0.0,99.0,99.0,0.0,29.0,24.0,44.0,3950.0,3350.0,0.0,0.0,0.0,0.0,550.0,332.0,1
50000.0,0.0,27150.0,2.0,7.0,0.0,99.0,99.0,4.0,12.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,494.0,0
18750.0,0.0,4450.0,0.0,2.0,0.0,99.0,99.0,0.0,72.0,0.0,0.0,1350.0,0.0,0.0,0.0,950.0,0.0,350.0,201.0,0
22500.0,0.0,5050.0,0.0,3.0,1.0,35.0,35.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0
999999.0,75.0,15150.0,0.0,5.0,0.0,99.0,99.0,0.0,61.0,34.0,53.0,12650.0,8350.0,4050.0,0.0,0.0,0.0,250.0,346.0,1
999999.0,115.0,16050.0,0.0,2.0,0.0,99.0,99.0,1.0,42.0,22.0,61.0,6050.0,5750.0,0.0,0.0,0.0,0.0,250.0,501.0,1
18750.0,0.0,27950.0,0.0,5.0,3.0,14.0,10.0,0.0,39.0,41.0,68.0,24050.0,24050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,50.0,1050.0,0.0,1.0,0.0,99.0,99.0,0.0,18.0,24.0,47.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,55.0,0
999999.0,125.0,9450.0,0.0,3.0,1.0,3.0,3.0,0.0,25.0,32.0,33.0,8750.0,7850.0,0.0,0.0,0.0,0.0,850.0,320.0,1
42500.0,0.0,9050.0,0.0,6.0,4.0,13.0,4.0,0.0,37.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0
999999.0,80.0,7850.0,0.0,3.0,1.0,5.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0
999999.0,125.0,5150.0,2.0,3.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,174.0,0
30000.0,0.0,15550.0,0.0,2.0,0.0,99.0,99.0,0.0,62.0,26.0,32.0,11550.0,6450.0,0.0,0.0,0.0,0.0,5050.0,501.0,1
999999.0,130.0,10550.0,0.0,5.0,1.0,17.0,17.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0
11250.0,0.0,15050.0,0.0,6.0,3.0,27.0,14.0,1.0,44.0,23.0,18.0,3950.0,3950.0,0.0,0.0,0.0,0.0,0.0,286.0,1
22500.0,0.0,15050.0,0.0,5.0,3.0,13.0,1.0,0.0,38.0,25.0,31.0,15050.0,15050.0,0.0,0.0,0.0,0.0,0.0,344.0,1
999999.0,65.0,2650.0,0.0,1.0,0.0,99.0,99.0,0.0,69.0,26.0,72.0,2650.0,0.0,0.0,0.0,1450.0,1150.0,0.0,151.0,0
30000.0,0.0,14450.0,0.0,4.0,2.0,15.0,12.0,0.0,49.0,41.0,68.0,8750.0,8550.0,0.0,0.0,0.0,0.0,150.0,388.0,1
999999.0,155.0,9350.0,0.0,4.0,2.0,3.0,1.0,0.0,27.0,34.0,48.0,9350.0,8750.0,0.0,0.0,0.0,0.0,550.0,251.0,1
30000.0,0.0,3050.0,0.0,7.0,5.0,16.0,9.0,0.0,50.0,16.0,15.0,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,56.0,1
999999.0,115.0,6050.0,0.0,1.0,0.0,99.0,99.0,0.0,32.0,30.0,44.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,317.0,1
999999.0,165.0,8450.0,0.0,4.0,2.0,20.0,15.0,0.0,46.0,22.0,18.0,1350.0,250.0,1050.0,0.0,0.0,0.0,0.0,220.0,1
999999.0,145.0,13950.0,0.0,3.0,1.0,4.0,4.0,0.0,23.0,22.0,61.0,5850.0,5850.0,0.0,0.0,0.0,0.0,0.0,472.0,1
30000.0,0.0,33750.0,2.0,6.0,1.0,0.0,0.0,1.0,25.0,11.0,22.0,4750.0,4750.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,150.0,9850.0,0.0,1.0,0.0,99.0,99.0,0.0,28.0,20.0,46.0,9850.0,9850.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,125.0,5250.0,0.0,4.0,2.0,2.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0
30000.0,0.0,14150.0,0.0,5.0,3.0,17.0,1.0,0.0,43.0,41.0,72.0,13950.0,13950.0,0.0,0.0,0.0,0.0,0.0,323.0,1
18750.0,0.0,8150.0,1.0,3.0,0.0,99.0,99.0,1.0,19.0,23.0,23.0,2050.0,2050.0,0.0,0.0,0.0,0.0,0.0,276.0,1
22500.0,0.0,7450.0,1.0,9.0,0.0,99.0,99.0,7.0,10.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,101.0,0
999999.0,275.0,32150.0,0.0,2.0,0.0,99.0,99.0,0.0,48.0,24.0,47.0,15050.0,15050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
18750.0,0.0,12150.0,2.0,8.0,0.0,99.0,99.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0
18750.0,0.0,23350.0,0.0,3.0,1.0,21.0,21.0,0.0,62.0,33.0,62.0,20050.0,20050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
22500.0,0.0,8850.0,0.0,4.0,3.0,18.0,14.0,0.0,39.0,25.0,44.0,8150.0,5350.0,0.0,0.0,0.0,0.0,2750.0,238.0,1
18750.0,0.0,16350.0,0.0,3.0,1.0,53.0,53.0,0.0,78.0,11.0,11.0,5750.0,1850.0,550.0,0.0,2450.0,0.0,850.0,501.0,0
22500.0,0.0,18150.0,0.0,3.0,1.0,21.0,21.0,0.0,58.0,30.0,24.0,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
30000.0,0.0,2850.0,0.0,2.0,0.0,99.0,99.0,0.0,71.0,30.0,27.0,2850.0,0.0,1550.0,0.0,1250.0,0.0,0.0,129.0,1
22500.0,0.0,14750.0,0.0,5.0,3.0,13.0,6.0,0.0,35.0,25.0,15.0,14750.0,14750.0,0.0,0.0,0.0,0.0,0.0,337.0,1
30000.0,0.0,18050.0,0.0,4.0,2.0,7.0,6.0,0.0,34.0,46.0,84.0,18050.0,18050.0,0.0,0.0,0.0,0.0,0.0,485.0,1
999999.0,175.0,10050.0,0.0,4.0,2.0,3.0,2.0,0.0,22.0,24.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0
999999.0,120.0,4750.0,0.0,1.0,0.0,99.0,99.0,0.0,23.0,22.0,18.0,4750.0,4750.0,0.0,0.0,0.0,0.0,0.0,249.0,1
999999.0,98.0,10150.0,2.0,5.0,0.0,99.0,99.0,2.0,10.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,232.0,0
999999.0,200.0,1950.0,0.0,1.0,0.0,99.0,99.0,0.0,91.0,0.0,0.0,1950.0,0.0,0.0,0.0,450.0,0.0,1450.0,111.0,0
50000.0,0.0,17650.0,7.0,7.0,4.0,14.0,10.0,0.0,42.0,41.0,68.0,15050.0,15050.0,0.0,0.0,0.0,0.0,0.0,310.0,1
999999.0,0.0,10050.0,0.0,1.0,0.0,99.0,99.0,0.0,46.0,26.0,72.0,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,0.0,9250.0,0.0,6.0,4.0,7.0,1.0,0.0,30.0,34.0,48.0,8150.0,8050.0,0.0,0.0,0.0,0.0,50.0,189.0,1
22500.0,0.0,6850.0,0.0,4.0,2.0,3.0,1.0,0.0,35.0,36.0,50.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,184.0,1
22500.0,0.0,7450.0,0.0,2.0,0.0,99.0,99.0,0.0,56.0,22.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0
999999.0,0.0,1750.0,0.0,2.0,1.0,18.0,18.0,0.0,60.0,22.0,18.0,1450.0,0.0,0.0,0.0,0.0,1450.0,0.0,71.0,0
30000.0,0.0,12550.0,2.0,5.0,0.0,99.0,99.0,2.0,12.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,287.0,0
30000.0,0.0,12250.0,0.0,3.0,1.0,9.0,9.0,0.0,57.0,20.0,8.0,12250.0,12050.0,0.0,0.0,0.0,0.0,150.0,415.0,1
22500.0,0.0,16250.0,2.0,5.0,0.0,99.0,99.0,2.0,21.0,25.0,44.0,3050.0,3050.0,0.0,0.0,0.0,0.0,0.0,351.0,1
50000.0,0.0,37650.0,0.0,2.0,0.0,99.0,99.0,0.0,52.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,501.0,0
999999.0,160.0,16650.0,0.0,3.0,1.0,10.0,10.0,0.0,29.0,25.0,44.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
42500.0,0.0,20350.0,4.0,4.0,1.0,12.0,12.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0
999999.0,0.0,999999.0,0.0,1.0,0.0,99.0,99.0,0.0,61.0,24.0,47.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18750.0,0.0,20950.0,0.0,5.0,3.0,18.0,14.0,0.0,41.0,23.0,18.0,8050.0,8050.0,0.0,0.0,0.0,0.0,0.0,467.0,1
50000.0,0.0,38950.0,0.0,4.0,2.0,6.0,2.0,0.0,35.0,61.0,93.0,38850.0,0.0,38550.0,0.0,0.0,0.0,250.0,501.0,1
999999.0,95.0,12450.0,2.0,7.0,0.0,99.0,99.0,4.0,19.0,23.0,18.0,650.0,650.0,0.0,0.0,0.0,0.0,0.0,209.0,0
30000.0,0.0,25950.0,2.0,4.0,1.0,8.0,8.0,0.0,29.0,22.0,51.0,5650.0,5550.0,0.0,0.0,0.0,0.0,50.0,501.0,1
999999.0,0.0,11250.0,0.0,3.0,1.0,21.0,21.0,0.0,58.0,20.0,8.0,8650.0,8650.0,0.0,0.0,0.0,0.0,0.0,392.0,1
999999.0,0.0,20650.0,0.0,2.0,0.0,99.0,99.0,0.0,58.0,41.0,68.0,16250.0,16250.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,95.0,10050.0,0.0,1.0,0.0,99.0,99.0,0.0,43.0,23.0,18.0,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
50000.0,0.0,17050.0,0.0,2.0,0.0,99.0,99.0,0.0,44.0,22.0,51.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,501.0,1
18750.0,0.0,16950.0,0.0,6.0,4.0,98.0,10.0,0.0,51.0,11.0,11.0,750.0,750.0,0.0,0.0,0.0,0.0,0.0,328.0,0
999999.0,85.0,450.0,0.0,1.0,0.0,99.0,99.0,0.0,41.0,11.0,11.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,24.0,0
22500.0,0.0,12650.0,0.0,4.0,2.0,18.0,11.0,0.0,43.0,23.0,18.0,12650.0,12650.0,0.0,0.0,0.0,0.0,0.0,329.0,1
18750.0,0.0,5450.0,2.0,4.0,0.0,99.0,99.0,1.0,10.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,146.0,0
999999.0,50.0,2450.0,0.0,2.0,0.0,99.0,99.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0
30000.0,0.0,11850.0,0.0,3.0,1.0,52.0,52.0,0.0,69.0,17.0,11.0,1050.0,0.0,0.0,0.0,1050.0,0.0,0.0,413.0,0
999999.0,0.0,999999.0,0.0,1.0,0.0,99.0,99.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18750.0,0.0,17150.0,0.0,2.0,0.0,99.0,99.0,0.0,48.0,31.0,23.0,10050.0,10050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,110.0,10250.0,0.0,2.0,0.0,99.0,99.0,0.0,52.0,38.0,49.0,10250.0,10050.0,0.0,0.0,0.0,0.0,150.0,417.0,1
50000.0,0.0,650.0,0.0,4.0,3.0,8.0,2.0,0.0,36.0,26.0,72.0,650.0,650.0,0.0,0.0,0.0,0.0,0.0,17.0,0
999999.0,80.0,5550.0,0.0,1.0,0.0,99.0,99.0,0.0,23.0,32.0,42.0,5550.0,5550.0,0.0,0.0,0.0,0.0,0.0,291.0,1
30000.0,0.0,14050.0,2.0,5.0,0.0,99.0,99.0,2.0,8.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,321.0,0
22500.0,0.0,6950.0,1.0,2.0,0.0,99.0,99.0,0.0,37.0,0.0,0.0,5950.0,0.0,0.0,0.0,0.0,0.0,5950.0,283.0,0
22500.0,0.0,11950.0,2.0,4.0,0.0,99.0,99.0,0.0,29.0,17.0,11.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,316.0,1
18750.0,0.0,8050.0,2.0,4.0,0.0,99.0,99.0,1.0,3.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,216.0,0
999999.0,140.0,5750.0,0.0,6.0,4.0,13.0,9.0,0.0,44.0,23.0,23.0,750.0,0.0,750.0,0.0,0.0,0.0,0.0,117.0,1
22500.0,0.0,11550.0,0.0,3.0,1.0,11.0,11.0,0.0,43.0,24.0,47.0,10950.0,10950.0,0.0,0.0,0.0,0.0,0.0,391.0,1
6250.0,0.0,7450.0,0.0,2.0,0.0,99.0,99.0,0.0,74.0,0.0,0.0,850.0,0.0,0.0,0.0,750.0,0.0,50.0,336.0,0
999999.0,0.0,10150.0,0.0,3.0,1.0,18.0,18.0,0.0,42.0,23.0,18.0,2050.0,2050.0,0.0,0.0,0.0,0.0,0.0,354.0,1
999999.0,132.0,3450.0,1.0,8.0,0.0,99.0,99.0,6.0,11.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,57.0,0
18750.0,0.0,27650.0,2.0,3.0,0.0,99.0,99.0,0.0,25.0,40.0,79.0,9050.0,9050.0,0.0,0.0,0.0,0.0,0.0,501.0,1
999999.0,105.0,3150.0,0.0,1.0,0.0,99.0,99.0,0.0,68.0,0.0,0.0,3150.0,0.0,0.0,0.0,2550.0,550.0,0.0,179.0,0
8750.0,0.0,8550.0,1.0,2.0,0.0,99.0,99.0,0.0,7.0,0.0,0.0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,338.0,0
22500.0,0.0,11950.0,2.0,6.0,0.0,99.0,99.0,3.0,19.0,19.0,17.0,1150.0,1150.0,0.0,0.0,0.0,0.0,0.0,236.0,0
999999.0,180.0,23650.0,0.0,2.0,0.0,99.0,99.0,0.0,31.0,20.0,46.0,8650.0,8550.0,0.0,0.0,0.0,0.0,50.0,501.0,1
999999.0,175.0,16150.0,0.0,5.0,3.0,6.0,4.0,0.0,26.0,22.0,61.0,5050.0,5050.0,0.0,0.0,0.0,0.0,0.0,369.0,1
30000.0,0.0,10350.0,2.0,4.0,0.0,99.0,99.0,0.0,29.0,38.0,49.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,274.0,1
999999.0,95.0,13050.0,2.0,8.0,0.0,99.0,99.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0
999999.0,175.0,15750.0,0.0,1.0,0.0,99.0,99.0,0.0,33.0,41.0,68.0,17750.0,15050.0,2450.0,-8.0,0.0,0.0,1050.0,501.0,1
