s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,label
-0.003968,0.002678,0.002082,0.004665,0.000553,-0.000859,2.7e-05,0.000449,-0.000497,0.0025,-0.00575,-0.002363,-0.000335,1.7e-05,-0.000264,-0.003852,-0.002483,0.000173,0.001203,-0.001243,0.000424,-0.001203,-0.006713,-0.008665,-0.000516,-0.000338,-0.000699,-0.000649,0.004124,-0.001388,0
-0.003246,0.000321,0.00093,0.003133,-0.000544,-0.000974,0.000276,0.000247,6.6e-05,0.000778,-0.004707,-0.002306,-0.000123,0.000593,-0.000129,-0.002241,-0.001977,0.000253,0.000925,-0.000547,0.000239,-0.000473,-0.003269,-0.005939,-0.000891,-0.00074,-0.000293,-0.000824,0.003625,-0.000175,1
-0.005047,5.4e-05,-0.007767,0.001319,-0.00037,-0.001204,0.002706,-0.002086,-0.000598,0.00083,-0.003526,-0.002842,-0.000304,-1.7e-05,-0.000136,-0.002324,-0.002202,-2e-05,0.000866,-0.000492,1e-05,-0.000592,-0.003088,-0.00639,-0.001013,-0.000629,-0.000166,-0.001035,0.003497,-0.000301,0
-0.005323,-0.000106,-0.007375,0.001903,-0.000686,-0.001386,0.002749,-0.002319,-0.000465,0.00088,-0.00409,-0.002439,-0.000239,0.000158,-0.000265,-0.002449,-0.002243,-0.000293,0.000897,-0.000581,4.1e-05,-0.000906,-0.003235,-0.006355,-0.000854,-0.000481,-0.000329,-0.000982,0.003454,-0.000369,1
-0.005526,0.000435,-0.006825,0.001202,-0.001215,-0.001769,0.002807,-0.002302,-1.6e-05,0.000755,-0.004469,-0.002066,-9.5e-05,0.000443,-0.000149,-0.002398,-0.002097,0.000103,0.000814,-0.000592,0.000419,-0.00062,-0.003145,-0.006238,-0.000954,-0.000661,-0.000309,-0.000684,0.003429,-0.000151,1
-0.004294,0.000371,-0.007478,0.001033,-0.000268,-0.000908,0.002306,-0.002242,-0.000987,0.001334,-0.003757,-0.001876,-0.000377,-2.4e-05,0.000112,-0.002876,-0.002339,-0.000174,0.000632,-0.000624,0.000264,-0.000256,-0.002712,-0.006078,-0.000925,-0.000887,-0.000551,-0.000876,0.00364,-0.000632,0
-0.002953,0.000734,0.000313,0.003159,0.000431,-0.000249,6e-06,0.000362,-0.000671,0.001353,-0.003991,-0.002255,-0.000236,-5.9e-05,0.000215,-0.002796,-0.002291,-7.8e-05,0.000896,-0.000778,0.000125,-0.000608,-0.003263,-0.006277,-0.000718,-0.000507,-0.000447,-0.000854,0.003479,-0.000414,1
-0.00324,0.001361,0.003119,0.003401,-0.002017,-0.000949,0.00091,0.00011,0.000775,0.000323,-0.006406,-0.00142,-1.4e-05,0.000318,-5.7e-05,-0.003794,-0.002127,0.000173,0.000851,-0.001388,0.000282,-0.000825,-0.007238,-0.008837,-6.6e-05,-0.000306,-0.000654,-0.000766,0.004315,-0.001408,0
-0.003178,0.002119,0.002069,0.003982,0.000578,-0.001247,2.7e-05,0.000534,-0.000507,0.001906,-0.005908,-0.00241,-0.000364,-5.5e-05,-0.000366,-0.003796,-0.002508,0.000213,0.001042,-0.001288,0.000145,-0.001191,-0.007086,-0.008293,-0.000796,-0.000368,-0.000703,-0.000805,0.004117,-0.001458,0
-0.002568,4.9e-05,0.000258,0.003631,0.000295,-0.000153,-0.000789,0.000505,-0.000979,0.001422,-0.003995,-0.00227,-0.000325,-0.000322,0.000917,-0.002221,-0.001725,-0.000637,0.000775,-0.000664,-0.000507,0.000263,-0.002625,-0.006261,-0.00074,-0.000794,-2.4e-05,-0.00078,0.003518,-0.000199,0
-0.002762,0.000859,0.000255,0.003221,0.00028,1.4e-05,2.5e-05,0.0005,-0.000816,0.00147,-0.004063,-0.002147,-0.000316,3.4e-05,0.000213,-0.00273,-0.002334,-0.00019,0.000908,-0.000809,0.0002,-0.000512,-0.003181,-0.006409,-0.000663,-0.000461,-0.000407,-0.000898,0.003464,-0.000541,1
-0.002743,0.00018,0.000258,0.003436,-2.6e-05,-0.0002,-0.000151,0.000531,-0.000536,0.000696,-0.004045,-0.002573,-0.000261,-1e-06,-0.000342,-0.002474,-0.002127,-0.000135,0.000881,-0.000604,-1.7e-05,-0.000489,-0.003349,-0.00623,-0.001011,-0.000612,-0.00022,-0.000855,0.003501,-0.000364,1
-0.003059,0.001979,0.001955,0.003979,-6.9e-05,-0.001542,2.1e-05,0.000541,-0.000487,0.001972,-0.006628,-0.002209,-0.000301,0.000146,-0.000378,-0.003748,-0.002188,0.000253,0.00074,-0.001029,-6.3e-05,-0.000993,-0.007338,-0.007993,-0.000984,-0.000508,-0.000748,-0.000721,0.004384,-0.001208,0
-0.00487,0.00078,-0.007333,0.00154,-0.000421,-0.001762,0.002153,-0.002318,-0.000556,0.001199,-0.004642,-0.002343,-0.000285,0.000139,6.1e-05,-0.00273,-0.001849,-0.000174,0.000615,-0.000509,0.000204,-0.000475,-0.003254,-0.006165,-0.000616,-0.000504,-0.000359,-0.000674,0.003282,-0.000279,0
-0.002925,0.000746,0.000479,0.003154,0.000601,-0.000556,-0.00012,0.000375,-0.00068,0.001422,-0.003892,-0.002251,-0.000271,-3.9e-05,0.000176,-0.002807,-0.002234,-6.2e-05,0.000835,-0.000679,0.000312,-0.000712,-0.003369,-0.006149,-0.000729,-0.000471,-0.000469,-0.000778,0.00344,-0.000512,1
-0.003538,0.002581,0.002253,0.004897,-7.1e-05,0.000277,-0.000238,0.000763,-0.000158,0.002198,-0.00585,-0.002012,-0.000433,6.8e-05,0.000548,-0.003269,-0.002795,0.000129,0.001034,-0.00114,-7.6e-05,-0.000462,-0.006745,-0.008274,-0.000364,-0.000454,-0.000407,-0.000883,0.004115,-0.001743,0
-0.002593,0.001946,0.001688,0.004636,-0.000428,0.00019,-0.000153,0.000849,-0.000605,0.00179,-0.005974,-0.001806,-0.000382,9.1e-05,0.000483,-0.003505,-0.002555,8.5e-05,0.001163,-0.001086,-0.000395,-0.000363,-0.006744,-0.007831,-0.000472,-0.000553,-0.000338,-0.000827,0.004268,-0.0016,0
-0.005462,0.000611,-0.007453,0.001372,2.3e-05,-0.001666,0.002426,-0.002439,-0.000553,0.001311,-0.003702,-0.002444,-0.000253,-0.000105,0.000106,-0.002765,-0.002239,-2.5e-05,0.000837,-0.00071,0.000248,-0.000712,-0.003443,-0.00625,-0.000629,-0.000467,-0.000403,-0.000767,0.003472,-0.000459,1
-0.004079,0.000613,-0.007724,0.000678,-0.000235,-0.000798,0.002178,-0.00243,-0.000899,0.001141,-0.003985,-0.001941,-0.000384,-1e-06,0.000389,-0.002892,-0.002072,-0.000282,0.00077,-0.000681,0.000192,-0.000403,-0.003099,-0.006001,-0.000548,-0.000381,-0.000403,-0.000759,0.003405,-0.000554,0
-0.004138,0.002293,0.003434,0.004274,-0.001301,-0.001378,0.000348,0.000269,0.000264,0.001318,-0.006296,-0.002129,-0.000121,0.000321,-0.000618,-0.003254,-0.002361,0.000172,0.000899,-0.001149,0.000574,-0.00085,-0.007212,-0.008627,-0.00074,-0.000427,-0.00057,-0.000741,0.004035,-0.001201,0
-0.002758,0.002142,0.002585,0.00537,-0.000323,3.9e-05,-0.000427,0.00085,-0.000595,0.002027,-0.005837,-0.001859,-0.000515,4.1e-05,0.000464,-0.003282,-0.002607,0.000115,0.001277,-0.001038,-0.000421,-0.000455,-0.006626,-0.007955,-0.000609,-0.00054,-0.000325,-0.000733,0.004112,-0.001737,0
-0.002846,0.000165,0.000633,0.003854,-0.00017,-0.000253,0.00017,0.000478,-0.000425,0.000933,-0.003871,-0.002241,-0.000235,5.7e-05,-0.000296,-0.002254,-0.002249,-0.000204,0.000825,-0.000603,6.5e-05,-0.000796,-0.003369,-0.006178,-0.000864,-0.000533,-0.000295,-0.001043,0.003529,-0.000419,1
-0.00282,3.3e-05,0.000405,0.00331,0.000172,-0.000347,2.8e-05,0.000499,-0.000432,0.0006,-0.003904,-0.002688,-0.00034,-0.000107,-0.000337,-0.002579,-0.002147,-0.000248,0.000908,-0.000542,-0.000173,-0.000541,-0.003137,-0.006036,-0.000821,-0.000499,-0.000347,-0.000928,0.003581,-0.000423,1
-0.004249,-8e-05,-0.007129,0.001887,-0.000401,-0.000932,0.002217,-0.002313,-0.001009,0.001103,-0.003934,-0.001981,-0.000399,3.1e-05,0.000708,-0.002297,-0.001981,-0.000509,0.000836,-0.000383,-0.000311,-0.000446,-0.002975,-0.005868,-0.000637,-0.00067,-0.00018,-0.000696,0.003588,-0.00042,0
-0.005585,0.000421,-0.007275,0.001204,-4.5e-05,-0.002022,0.002411,-0.002729,-0.00032,0.001154,-0.004038,-0.002917,-0.000183,-0.000114,-4.3e-05,-0.002988,-0.002347,0.000153,0.000826,-0.000739,0.000193,-0.000694,-0.003394,-0.006619,-0.00054,-0.000553,-0.000422,-0.000785,0.003489,-0.000527,0
-0.003374,0.001831,0.002007,0.003824,0.000251,-0.001444,9.9e-05,0.000566,-0.000446,0.001855,-0.006471,-0.002383,-0.000374,3.1e-05,-0.000375,-0.003867,-0.002359,0.000222,0.000865,-0.001207,-2.2e-05,-0.000998,-0.007378,-0.008249,-0.00076,-0.000312,-0.000661,-0.000818,0.004365,-0.001301,0
-0.005567,0.000558,-0.00789,0.001471,-0.000517,-0.001301,0.003023,-0.001863,-0.000615,0.001003,-0.004273,-0.002555,-0.000236,0.000223,0.000135,-0.002082,-0.002374,8e-05,0.000869,-0.000507,2.6e-05,-0.000537,-0.003142,-0.006378,-0.000874,-0.000672,-0.000258,-0.000977,0.003536,3.7e-05,0
-0.00308,0.000366,0.000739,0.003252,-1.1e-05,-0.000808,0.000269,0.000458,-0.000243,0.000837,-0.004599,-0.002223,-0.000112,0.000674,-1.3e-05,-0.002204,-0.002123,8e-06,0.000961,-0.000485,-0.000133,-0.000443,-0.003229,-0.005855,-0.000799,-0.000571,-0.000281,-0.000852,0.00357,-0.000122,1
-0.004053,0.002483,0.0023,0.004709,0.000199,0.000264,-7e-06,0.0006,-2.3e-05,0.002587,-0.006264,-0.001998,-0.000369,0.000133,0.000118,-0.003269,-0.002853,3.8e-05,0.001139,-0.001399,-7.2e-05,-0.000763,-0.006814,-0.008744,-0.000342,-0.00057,-0.00045,-0.000996,0.004227,-0.00172,0
-0.003097,0.000845,0.000357,0.003281,0.000185,-7.8e-05,5.3e-05,0.000474,-0.000619,0.001407,-0.004509,-0.002023,-0.000297,7.4e-05,0.000288,-0.002703,-0.002311,-0.000173,0.000888,-0.000786,5.5e-05,-0.000491,-0.003497,-0.006386,-0.000564,-0.000548,-0.000431,-0.00083,0.003631,-0.000525,1
-0.00365,0.001278,0.002306,0.004312,-0.000619,-0.001447,0.00125,0.000206,0.00023,0.000876,-0.005871,-0.002081,-0.00012,0.000852,-0.000732,-0.003196,-0.002365,0.00027,0.001247,-0.001111,-7.2e-05,-0.000797,-0.006783,-0.007944,-0.000301,-0.000218,-0.000625,-0.000868,0.004219,-0.001496,1
-0.002193,0.000442,4e-05,0.003739,-0.000137,-0.000125,-0.000424,0.00049,-0.000996,0.001102,-0.004096,-0.001718,-0.000367,9e-06,0.000766,-0.002394,-0.002029,-0.000538,0.000913,-0.000391,-0.000368,-0.000421,-0.002925,-0.00582,-0.000596,-0.000705,-0.000238,-0.00068,0.003663,-0.000385,0
-0.002374,0.000428,0.000347,0.003723,-0.000176,-0.000313,-0.000453,0.000451,-0.000934,0.001187,-0.00386,-0.002174,-0.000413,-0.000132,0.00057,-0.002173,-0.001989,-0.000252,0.000895,-0.000655,-0.000356,-0.000191,-0.003117,-0.00591,-0.000647,-0.000898,-6.7e-05,-0.000773,0.003643,-0.000615,1
-0.004695,-0.000158,-0.007962,0.001159,0.000139,-0.001538,0.002301,-0.002455,-0.000713,0.001095,-0.004156,-0.002792,-0.000177,-7.3e-05,0.000204,-0.002904,-0.001825,-0.000253,0.000809,-0.000902,0.000153,-0.000688,-0.003391,-0.0062,-0.000314,-0.000344,-0.00038,-0.000667,0.003401,-0.000529,1
-0.004214,0.002396,0.002953,0.004197,-0.000401,-0.001722,0.000103,0.000341,0.000195,0.00166,-0.006327,-0.002008,-9.1e-05,-3.5e-05,-0.000453,-0.003519,-0.002719,0.000365,0.001038,-0.001315,0.000409,-0.000732,-0.007425,-0.008779,-0.001081,-0.000369,-0.000733,-0.000784,0.004409,-0.001275,1
-0.003079,0.000322,0.000943,0.003182,-0.000652,-0.001188,6.3e-05,0.00021,0.000158,0.000976,-0.004611,-0.00194,-0.000114,0.000332,-0.000107,-0.002488,-0.0018,5.3e-05,0.000741,-0.000639,0.000419,-0.000403,-0.003302,-0.006302,-0.000886,-0.000625,-0.000317,-0.000704,0.003328,-0.000136,1
-0.00282,0.000104,0.000429,0.003918,-0.000208,-0.000316,0.000117,0.000515,-0.000396,0.000849,-0.003631,-0.00258,-0.000236,1e-06,-0.000326,-0.002479,-0.002282,-0.000385,0.000868,-0.000625,-5.2e-05,-0.000802,-0.003245,-0.006335,-0.000817,-0.000402,-0.000332,-0.00095,0.003695,-0.000546,1
-0.004954,0.000637,-0.007523,0.001457,-0.000391,-0.000626,0.002155,-0.002336,-0.000667,0.001234,-0.004336,-0.001824,-0.00044,3.2e-05,0.000618,-0.002337,-0.002269,-0.000343,0.000892,-0.000487,3.2e-05,-0.000306,-0.003043,-0.006084,-0.000731,-0.000523,-0.00015,-0.000779,0.003453,-0.000556,1
-0.002992,0.000169,0.000722,0.003375,3.6e-05,-0.000709,0.000215,0.000448,-0.000309,0.000939,-0.004439,-0.002252,-0.000147,0.00061,-5.4e-05,-0.00216,-0.002043,-8.6e-05,0.001006,-0.000559,-4.5e-05,-0.000478,-0.003139,-0.005977,-0.000802,-0.000529,-0.00036,-0.000844,0.003502,-0.000235,1
-0.005203,0.00023,-0.007494,0.00089,0.000134,-0.00127,0.002273,-0.002409,-0.0008,0.001351,-0.003946,-0.002648,-0.000189,-0.000113,0.000228,-0.002944,-0.001883,-0.000232,0.000936,-0.000721,0.00036,-0.000741,-0.002999,-0.006317,-0.000323,-0.000355,-0.000338,-0.000649,0.003359,-0.000463,0
-0.003665,0.002786,0.002497,0.005254,-0.000305,0.000153,-0.000261,0.000878,-0.000289,0.00222,-0.005565,-0.002373,-0.000388,-9e-06,0.000625,-0.003221,-0.00261,-7.5e-05,0.001111,-0.00117,-0.000241,-0.000525,-0.006575,-0.008293,-0.000487,-0.000646,-0.000264,-0.000888,0.004028,-0.001707,0
-0.002047,0.000321,0.000334,0.00348,-9.5e-05,-0.000307,-0.000642,0.000421,-0.001091,0.00111,-0.004012,-0.002142,-0.000413,-4.6e-05,0.000778,-0.002343,-0.001772,-0.000291,0.001003,-0.000616,-0.000445,-0.000246,-0.003027,-0.006003,-0.000553,-0.000844,-0.000103,-0.000685,0.003574,-0.000433,0
-0.004888,0.000529,-0.006453,0.001223,-0.001192,-0.001742,0.002727,-0.00285,0.000201,0.000735,-0.004158,-0.002404,-0.000176,0.000228,-0.000116,-0.00233,-0.001613,0.000127,0.000764,-0.000556,0.000293,-0.000521,-0.002989,-0.005966,-0.000508,-0.00033,-0.000231,-0.000599,0.003692,-0.000529,0
-0.005115,0.000992,-0.007741,0.001516,-0.000327,-0.000532,0.002257,-0.002503,-0.000685,0.001335,-0.004474,-0.001942,-0.000315,0.000102,0.000485,-0.002393,-0.002347,-0.000204,0.000877,-0.000724,0.000192,-0.00035,-0.003346,-0.006117,-0.000614,-0.000487,-0.000257,-0.000875,0.003516,-0.000684,1
-0.004488,2.7e-05,-0.007575,0.000906,0.000268,-0.00165,0.002682,-0.002559,-0.000458,0.001126,-0.004485,-0.002943,-0.0002,-0.000177,0.00055,-0.002978,-0.001744,-0.000212,0.000763,-0.000965,-4.6e-05,-0.000516,-0.003609,-0.006127,-1.3e-05,-0.00037,-0.000317,-0.000618,0.003668,-0.000338,0
-0.003587,0.001412,0.002606,0.003802,-3.7e-05,-0.001792,0.000151,0.000561,-0.000252,0.001651,-0.006126,-0.002497,-0.000225,-6.5e-05,-0.000364,-0.003882,-0.002264,0.00031,0.001049,-0.001308,8.5e-05,-0.000956,-0.00737,-0.008608,-0.000493,-0.000185,-0.000625,-0.000795,0.004504,-0.00136,0
-0.002843,0.000822,0.000471,0.003472,-0.000182,4.9e-05,-0.000368,0.000451,-0.000515,0.001322,-0.004125,-0.002079,-0.000292,-2.1e-05,0.000703,-0.002413,-0.002249,-0.000166,0.000818,-0.000606,-8.6e-05,-0.000357,-0.003202,-0.005826,-0.000517,-0.000849,-0.000115,-0.000887,0.003454,-0.000659,1
-0.003496,0.001446,0.002503,0.003787,-0.000882,-0.001575,0.00028,0.000391,-2.8e-05,0.001336,-0.006503,-0.002311,-0.000168,0.000194,-0.000419,-0.003649,-0.00208,0.0003,0.000915,-0.001237,0.000404,-0.000885,-0.007327,-0.008388,-0.000792,-0.000232,-0.00061,-0.000773,0.004397,-0.001197,0
-0.00307,6.5e-05,0.000537,0.003781,5.3e-05,-0.000504,0.00018,0.000471,-0.00046,0.000931,-0.004357,-0.002413,-0.000192,0.000367,-0.000127,-0.002283,-0.002256,-0.00021,0.000947,-0.000535,1.3e-05,-0.000743,-0.0031,-0.006142,-0.000815,-0.000453,-0.000314,-0.000899,0.003463,-0.000239,1
-0.005628,0.000554,-0.007488,0.001274,6.7e-05,-0.001821,0.002443,-0.002443,-0.000519,0.001195,-0.00409,-0.002438,-0.000186,-0.000136,-2.2e-05,-0.002826,-0.002247,9.2e-05,0.00088,-0.00077,0.000205,-0.000653,-0.003409,-0.006506,-0.000539,-0.000497,-0.000375,-0.000838,0.003464,-0.000408,1
-0.002835,0.000133,0.000381,0.003024,0.000287,-0.000452,-0.000117,0.000632,-0.000253,0.000493,-0.004374,-0.002398,-0.00034,-0.000131,-0.00038,-0.0028,-0.001858,-5.5e-05,0.00094,-0.000445,-0.000112,-0.000529,-0.003157,-0.006016,-0.000805,-0.000537,-0.000398,-0.000891,0.003478,-0.000393,1
-0.001988,0.00025,0.000234,0.003423,0.000108,-0.000249,-0.000741,0.000492,-0.001089,0.00118,-0.003457,-0.002202,-0.000413,-0.000268,0.000591,-0.002346,-0.001748,-0.000193,0.000865,-0.000704,-0.000396,-5.9e-05,-0.002813,-0.006288,-0.000701,-0.000998,-9.3e-05,-0.000779,0.00369,-0.000434,0
-0.00421,0.000218,-0.007401,0.001107,-9.5e-05,-0.001185,0.002089,-0.002077,-0.001064,0.001243,-0.003724,-0.00195,-0.000423,-0.000253,0.00062,-0.002321,-0.001838,-0.000296,0.000849,-0.000718,-0.000485,1.5e-05,-0.002734,-0.006307,-0.00058,-0.000959,-9.5e-05,-0.000846,0.003706,-0.000204,0
-0.005398,0.000761,-0.007382,0.001192,-0.000655,-0.001936,0.002535,-0.002239,-0.000122,0.0011,-0.004784,-0.002176,-0.000174,0.000109,0.000143,-0.002602,-0.00205,-1.8e-05,0.000744,-0.000605,0.000335,-0.000314,-0.003215,-0.006386,-0.000936,-0.000685,-0.000352,-0.000714,0.003256,-6.2e-05,1
-0.003162,0.000237,0.000964,0.003267,-0.000719,-0.001077,4.5e-05,0.000195,-4.2e-05,0.000899,-0.004538,-0.002086,-7.7e-05,0.000407,-0.000143,-0.002368,-0.002049,8.9e-05,0.000765,-0.000582,0.000447,-0.000472,-0.00333,-0.006127,-0.000896,-0.000691,-0.000342,-0.000645,0.003416,-0.000147,1
-0.004029,0.002084,0.002686,0.004976,-0.000271,-0.000565,0.000572,0.000648,-0.000167,0.001772,-0.005875,-0.002512,-0.000167,0.000494,-0.000312,-0.0028,-0.002616,0.000512,0.001099,-0.001058,-8.7e-05,-0.000824,-0.006933,-0.008363,-0.000881,-0.000387,-0.000527,-0.001039,0.004039,-0.001075,0
-0.003026,0.002051,0.001864,0.003777,0.000452,-0.001255,2.8e-05,0.000506,-0.000679,0.002026,-0.006209,-0.0024,-0.000385,0.000103,-0.000316,-0.003948,-0.002341,0.000174,0.000863,-0.001173,-3.4e-05,-0.001223,-0.007145,-0.008039,-0.000866,-0.000459,-0.000768,-0.000784,0.004396,-0.001382,0
-0.005332,0.000868,-0.007379,0.001011,2.3e-05,-0.001159,0.0025,-0.002252,-0.000743,0.001416,-0.004006,-0.002123,-0.000292,-4.8e-05,0.000192,-0.002827,-0.002285,-0.000132,0.000901,-0.000686,0.00036,-0.000581,-0.003099,-0.006399,-0.000799,-0.000482,-0.000356,-0.000902,0.00344,-0.000339,1
-0.002876,0.000915,0.000377,0.00325,-7.3e-05,0.000285,-0.000177,0.000417,-0.000557,0.001432,-0.004203,-0.002048,-0.000252,7.8e-05,0.000534,-0.002271,-0.002324,-0.000276,0.000816,-0.000697,4.7e-05,-0.000396,-0.003326,-0.005995,-0.000543,-0.000573,-0.000172,-0.000813,0.003643,-0.000656,1
-0.005113,0.000386,-0.007395,0.000441,-0.000307,-0.001344,0.001852,-0.002233,-0.000258,0.000495,-0.004287,-0.002656,-0.000389,-0.000255,-0.000128,-0.003267,-0.001783,0.00021,0.000909,-0.000469,-0.000214,-0.000605,-0.002903,-0.006298,-0.000609,-0.000473,-0.00043,-0.000944,0.00342,-0.000504,1
-0.005273,0.000746,-0.007264,0.001151,-0.001058,-0.001921,0.002248,-0.002097,-0.000203,0.000993,-0.004685,-0.002247,-8e-05,0.000256,-9.5e-05,-0.002546,-0.001952,-0.000198,0.000666,-0.000494,0.000413,-0.000305,-0.003152,-0.006307,-0.000902,-0.000753,-0.000449,-0.000748,0.003237,-0.000155,1
-0.002715,0.000158,0.000336,0.003563,0.000429,-0.000122,-0.000879,0.000324,-0.00122,0.001542,-0.004118,-0.001837,-0.000324,-0.000287,0.001016,-0.002375,-0.00195,-0.000481,0.000876,-0.00062,-0.00042,0.000106,-0.002928,-0.006057,-0.000839,-0.000932,-0.000175,-0.000705,0.003279,-0.000518,0
-0.004105,0.000562,-0.007541,0.000951,-4.5e-05,-0.001249,0.002344,-0.002519,-0.000935,0.001098,-0.003731,-0.002445,-0.000329,2.5e-05,0.000305,-0.002964,-0.001761,-0.000194,0.000679,-0.000634,0.000121,-0.000659,-0.003227,-0.005909,-0.000582,-0.000534,-0.000465,-0.000787,0.003509,-0.000454,0
-0.004484,0.002475,0.002893,0.004415,-0.000347,-0.001119,0.000601,0.000544,-1.3e-05,0.001334,-0.006035,-0.001988,2.8e-05,0.000871,-0.000197,-0.002551,-0.00225,0.000737,0.001394,-0.001053,0.000345,-0.000344,-0.006597,-0.008322,-0.000748,-0.000685,-0.000571,-0.000901,0.004423,-0.000938,0
-0.003113,0.000207,0.000935,0.003222,-0.000191,-0.000932,0.00047,0.00035,-3.9e-05,0.000684,-0.004312,-0.001951,-0.000181,0.000648,1.6e-05,-0.002188,-0.002029,0.000213,0.000951,-0.000528,0.000108,-0.000513,-0.003326,-0.00584,-0.000776,-0.000513,-0.000278,-0.000743,0.003794,-0.000333,1
-0.00396,0.002401,0.002732,0.004263,0.000516,-0.001257,6.9e-05,0.000452,-0.000366,0.002179,-0.005888,-0.002526,-0.000378,-7.6e-05,-0.000398,-0.003803,-0.00252,0.000199,0.001054,-0.001367,0.000171,-0.001056,-0.007085,-0.008474,-0.000583,-0.00035,-0.000633,-0.000734,0.004185,-0.001543,0
-0.004491,0.00043,-0.007124,0.002287,-0.000475,-0.000773,0.00223,-0.002452,-0.000735,0.001203,-0.00408,-0.001985,-0.000366,3.5e-05,0.000578,-0.002419,-0.002215,-0.000452,0.000868,-0.000493,-0.000165,-0.000229,-0.003224,-0.005716,-0.000728,-0.000636,-0.00025,-0.000728,0.003612,-0.000658,1
-0.002844,0.000928,0.000272,0.003224,0.000444,-0.000278,3.6e-05,0.000321,-0.000812,0.001448,-0.004133,-0.002149,-0.000354,-5.8e-05,0.000193,-0.002776,-0.002236,-6.6e-05,0.000853,-0.000739,0.000222,-0.000675,-0.00331,-0.00608,-0.000803,-0.000525,-0.000447,-0.000883,0.003455,-0.000494,1
-0.003986,0.002481,0.00272,0.004231,-4.4e-05,-0.001589,9.4e-05,0.000578,-7.5e-05,0.001831,-0.005962,-0.003018,-0.00036,3.5e-05,-0.000115,-0.003652,-0.002478,0.000146,0.001024,-0.001077,0.000306,-0.000976,-0.007295,-0.00857,-0.000676,-0.000325,-0.000691,-0.000593,0.004272,-0.001389,0
-0.004916,0.000995,-0.007601,0.001437,-0.000202,-0.000869,0.002274,-0.002317,-0.000915,0.00145,-0.004079,-0.002033,-0.000352,3.6e-05,0.000255,-0.002738,-0.002243,-0.000174,0.000799,-0.00066,0.000281,-0.000534,-0.003175,-0.006023,-0.000785,-0.000555,-0.000382,-0.000841,0.003381,-0.000532,1
-0.003094,0.000151,0.000426,0.002891,0.000263,-0.000404,-0.000425,0.000617,-0.000173,0.000459,-0.004602,-0.002314,-0.000477,-0.000278,-0.000359,-0.003198,-0.001831,0.000183,0.000914,-0.000434,-0.000127,-0.000582,-0.002971,-0.006179,-0.000662,-0.000454,-0.000437,-0.000955,0.003342,-0.000433,1
-0.00433,0.000157,-0.007213,0.000994,-0.000826,-0.001998,0.00282,-0.002436,-0.000129,0.000898,-0.00454,-0.002507,-0.000116,9.2e-05,0.000269,-0.002817,-0.001584,-4.4e-05,0.000749,-0.000638,0.000373,-0.000379,-0.003376,-0.006177,-0.000373,-0.000345,-0.000389,-0.000702,0.003562,-0.000176,0
-0.00296,0.000126,0.000432,0.002985,0.000308,-0.000449,-0.000302,0.000595,-0.000159,0.000458,-0.004431,-0.002583,-0.000409,-0.000309,-0.000243,-0.003091,-0.001796,0.000127,0.000899,-0.000472,-4.2e-05,-0.00068,-0.002949,-0.006204,-0.000671,-0.00044,-0.000317,-0.000985,0.00339,-0.00051,1
-0.004377,0.000387,-0.00806,0.000974,-0.000392,-0.000322,0.002,-0.002461,-0.000678,0.001298,-0.004221,-0.002409,-0.000241,9.6e-05,0.000801,-0.002535,-0.002083,-0.000488,0.000843,-0.000627,-3.4e-05,-0.000474,-0.003294,-0.006296,-0.000323,-0.000304,-0.000191,-0.000686,0.003383,-0.000454,0
-0.003999,0.000462,-0.007377,0.001331,-0.000462,-0.000741,0.001758,-0.002356,-0.000694,0.000953,-0.004111,-0.002608,-0.000255,-6e-06,0.000878,-0.002374,-0.001866,-0.000262,0.0009,-0.000469,-5.6e-05,-0.000306,-0.003135,-0.005941,-0.000291,-0.00058,-7.4e-05,-0.000739,0.003273,-0.000708,1
-0.003129,0.0001,0.000572,0.003494,9e-05,-0.000711,0.000265,0.000584,-0.000322,0.00083,-0.004338,-0.0022,-0.000173,0.00053,-0.000103,-0.00218,-0.002049,0.000208,0.000894,-0.000503,-0.000116,-0.000471,-0.003106,-0.005874,-0.00079,-0.000485,-0.000361,-0.000969,0.003444,-0.000298,1
-0.003266,0.000393,0.000847,0.003108,-0.000393,-0.000907,0.000239,0.000368,-3.3e-05,0.000766,-0.004551,-0.002204,-0.000209,0.000667,-4.8e-05,-0.002029,-0.00212,0.000336,0.000854,-0.00054,0.000164,-0.000473,-0.003432,-0.005667,-0.000816,-0.000743,-0.000261,-0.000701,0.00361,-0.000178,1
-0.005061,0.000465,-0.007552,0.00129,-0.000305,-0.000851,0.001982,-0.002551,-0.000563,0.001359,-0.004373,-0.001896,-0.000296,-0.000113,0.000573,-0.002444,-0.001958,-0.000108,0.000734,-0.000577,1.8e-05,-0.000289,-0.002812,-0.006037,-0.000229,-0.000608,-3.3e-05,-0.00078,0.003459,-0.000682,0
-0.005214,0.000766,-0.007393,0.001056,-0.000273,-0.000553,0.002229,-0.002314,-0.000761,0.001395,-0.004049,-0.002611,-0.000349,0.000112,0.000729,-0.002296,-0.002183,-0.000549,0.000896,-0.000585,0.000112,-0.000388,-0.003163,-0.006069,-0.000617,-0.000417,-0.000201,-0.000819,0.003463,-0.000475,1
