s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,label
-0.00097,0.006239,-0.002351,0.003638,3.1e-05,-0.000385,-0.001027,0.001446,-0.001071,0.001284,-0.008159,-0.0013,-0.000191,-1e-05,0.001907,-0.003207,0.00091,-0.000917,0.001116,-0.000353,-0.001319,0.001323,0.000885,-0.011649,-0.001371,-0.000921,0.000871,8.7e-05,0.002342,-0.002251,0
-0.003014,0.005641,-0.001341,0.003086,0.001491,-0.000975,-0.000254,0.00103,-0.002368,0.000917,-0.008632,-0.000582,-0.000651,-0.000198,0.001245,-0.003774,0.001394,-0.001584,0.001459,-0.000123,-0.000985,0.001218,0.001017,-0.01103,-0.001411,-0.000925,0.000876,-0.000377,0.003334,-0.002092,0
-0.003213,0.00309,-0.000359,0.002674,0.000137,-0.001285,6e-06,0.000514,-0.001306,0.000723,-0.005889,-0.001389,-0.000345,0.000122,0.000568,-0.002446,0.000326,-0.001063,0.001016,-8.4e-05,-0.000475,0.0004,0.001564,-0.007496,-0.001061,-0.000412,0.000494,-0.000123,0.001733,-0.001319,1
-0.00236,0.002011,-0.002168,-0.002947,6.5e-05,-0.00125,0.000887,-0.000699,-0.0014,0.00069,-0.005835,-0.00128,-0.000385,0.000179,0.000525,-0.002374,0.000306,-0.001121,0.000805,-7.9e-05,-0.000602,0.000711,0.001555,-0.007694,-0.001101,-0.000494,0.000445,-0.000331,0.001638,-0.001409,1
-0.001671,0.004452,-0.001865,0.002417,2.9e-05,-0.000337,-0.00078,0.001042,-0.000896,0.001017,-0.005185,-0.001089,-0.000127,4.5e-05,0.001269,-0.002163,0.00059,-0.000815,0.000967,-0.000164,-0.00094,0.000676,0.002338,-0.007714,-0.000912,-0.000574,0.00057,0.000169,0.001467,-0.00154,1
-0.003378,0.003215,-0.000976,0.002914,-0.000116,-0.000805,-0.000671,0.000849,-0.000551,0.001022,-0.005853,-0.00102,-0.000246,-1.7e-05,0.000364,-0.002146,0.000419,-0.001452,0.000915,-5.6e-05,-0.000277,0.000531,0.002272,-0.007863,-0.001272,-0.000485,0.000691,-0.000269,0.001754,-0.001236,1
-0.003727,0.005966,-0.00098,0.002916,8.4e-05,-0.000977,0.000871,0.00141,-0.001657,0.000936,-0.008279,-0.0009,-0.000784,0.000313,0.001487,-0.00304,0.000713,-0.002046,0.001373,-0.000517,-0.001082,0.001312,0.001405,-0.011963,-0.001293,-0.000807,0.000685,-0.000185,0.003299,-0.002399,0
-0.001609,0.004058,-0.002786,-0.002997,0.000498,4e-06,-5.6e-05,-0.000557,-0.001085,0.000953,-0.005143,-0.001257,3.5e-05,9e-06,0.001399,-0.002094,0.000441,-0.000456,0.000838,-5.7e-05,-0.001237,0.000592,0.002353,-0.007694,-0.0009,-0.00059,0.000606,8.2e-05,0.001612,-0.001553,0
-0.002806,0.001874,-0.001655,-0.003161,0.000525,-0.000676,0.000785,-0.000289,-0.000936,0.000822,-0.005519,-0.001465,-0.000578,8.7e-05,9.8e-05,-0.002134,0.000287,-0.001771,0.00105,-1.9e-05,-0.000261,0.000948,0.00225,-0.008241,-0.001144,-0.000642,0.000735,-0.00029,0.001632,-0.001463,0
-0.00247,0.003579,-0.001477,-0.002506,0.001293,-0.001022,0.000919,-0.00065,-0.00175,0.000691,-0.005922,-0.000692,-0.000422,-0.00012,0.000675,-0.002699,0.000654,-0.001093,0.001134,9.8e-05,-0.000593,0.000631,0.001875,-0.006791,-0.00115,-0.000526,0.000442,-0.000311,0.001803,-0.001377,1
-0.006679,-0.000557,-0.003219,0.002732,0.001088,-0.001204,-0.000561,0.000877,-0.002249,0.000507,-0.008863,-0.001691,-0.000836,0.000338,0.000502,-0.003388,0.000399,-0.001994,0.001329,-8.8e-05,-0.000243,0.000892,0.000215,-0.012126,-0.001834,-0.000889,0.000832,-0.000342,0.002299,-0.002235,0
-0.003029,0.002575,-0.001104,0.002689,-0.000595,-0.000355,-0.000534,0.001,-0.000625,0.000784,-0.005337,-0.001291,-0.000285,-6.7e-05,0.000275,-0.002049,0.000729,-0.001394,0.000862,-0.000199,-9.9e-05,0.000669,0.001727,-0.008274,-0.00114,-0.000409,0.000689,-0.000311,0.001824,-0.001294,1
-0.00325,0.006631,-0.001623,0.002907,2.6e-05,0.000362,-0.000365,0.00118,-0.001618,0.001671,-0.007929,-0.001817,-0.000592,3.5e-05,0.001412,-0.003116,0.001257,-0.001365,0.001264,-0.000345,-0.000958,0.001068,0.001151,-0.011225,-0.001521,-0.000951,0.000839,-0.000177,0.002759,-0.002296,0
-0.003356,0.006562,-0.002018,0.003323,-0.000225,0.000218,-0.000421,0.001169,-0.001455,0.001663,-0.007716,-0.001279,-0.000636,0.000127,0.001463,-0.003081,0.000926,-0.001405,0.001206,-0.000352,-0.001082,0.001293,0.001481,-0.011378,-0.001397,-0.000967,0.000948,-2e-05,0.002714,-0.002442,0
-0.002219,0.003871,-0.001571,-0.002923,0.001483,-0.000511,0.000851,-0.000463,-0.001514,0.000561,-0.00562,-0.000987,-0.000476,-0.000296,0.000701,-0.002398,0.001037,-0.001154,0.00114,9.7e-05,-0.00071,0.000536,0.002813,-0.00699,-0.001023,-0.000517,0.00043,-0.000234,0.002063,-0.001341,0
-0.003125,0.005504,-0.001248,0.003066,0.001521,-0.000794,-0.000318,0.00086,-0.00152,0.00098,-0.008342,-0.000877,-0.000829,-5.9e-05,0.001665,-0.003525,0.000778,-0.002167,0.001353,-0.000149,-0.000941,0.001169,0.000858,-0.011805,-0.001453,-0.000787,0.000962,-0.00042,0.003034,-0.002256,0
-0.002608,0.002265,-0.001493,-0.002423,0.000231,-0.001173,0.000977,-0.000559,-0.001249,0.001002,-0.005875,-0.001433,-0.000363,0.000153,0.000489,-0.002363,0.000306,-0.001146,0.001024,1.8e-05,-0.000506,0.000504,0.001817,-0.007586,-0.001129,-0.000451,0.000462,-0.000184,0.001733,-0.001273,1
-0.002124,0.004764,-0.001776,0.002297,-0.000103,-0.000105,-0.000584,0.000913,-0.000888,0.000956,-0.004849,-0.000927,-0.000308,0.000127,0.00104,-0.00201,0.000649,-0.001001,0.000925,-7e-05,-0.000697,0.00065,0.00256,-0.00778,-0.000919,-0.000536,0.000545,-1.5e-05,0.001577,-0.001499,1
-0.003162,0.002932,-0.000244,0.002795,-0.000181,-0.001397,0.000103,0.000526,-0.001204,0.000514,-0.005795,-0.001401,-0.000345,0.000136,0.00053,-0.002418,0.000176,-0.001176,0.000982,-2.8e-05,-0.00047,0.000374,0.001736,-0.007536,-0.001104,-0.000368,0.000562,-0.000198,0.001736,-0.001444,1
-0.001349,0.003601,-0.002355,-0.003747,0.001309,-0.000136,0.000874,-0.000667,-0.001491,0.000501,-0.005263,-0.000919,-0.000498,-0.000226,0.000763,-0.002269,0.00097,-0.00107,0.000887,3.8e-05,-0.000832,0.000618,0.002704,-0.007428,-0.000963,-0.000527,0.000466,-0.000154,0.002166,-0.001418,0
-0.00177,0.001346,-0.001921,-0.002832,0.000293,-0.000479,0.000835,-0.000313,-0.000836,0.000981,-0.005277,-0.000957,-0.00035,-8e-06,0.000229,-0.00214,0.000659,-0.001652,0.000982,-2.3e-05,-3.7e-05,0.000819,0.0021,-0.008476,-0.001172,-0.000435,0.000659,-0.000271,0.00194,-0.00139,1
-0.004809,0.005319,-0.000871,0.002991,-0.000583,-0.001718,0.0002,0.001016,-0.001491,0.001287,-0.009343,-0.000876,-0.00057,0.000339,0.000843,-0.003615,0.000168,-0.001701,0.001159,-0.000296,-0.000895,0.000992,0.000278,-0.010757,-0.00162,-0.00093,0.000746,-0.000431,0.002816,-0.002,0
-0.00264,0.000817,-0.001783,-0.003971,0.000216,-0.000887,0.001248,-0.000587,-0.000614,0.000733,-0.005743,-0.001145,-0.000312,0.000225,0.000675,-0.002322,0.000107,-0.001161,0.000862,8.9e-05,-0.000723,0.000556,0.002484,-0.007534,-0.000977,-0.000427,0.000471,-0.000197,0.001815,-0.001444,0
-0.003427,0.00368,-0.000978,0.002182,0.000934,-0.000321,-6.5e-05,0.000897,-0.001267,0.000496,-0.005599,-0.000963,-0.000468,-7.9e-05,0.000786,-0.002409,0.000927,-0.001067,0.001052,0.00012,-0.000696,0.000757,0.002508,-0.007221,-0.001036,-0.000393,0.000553,-0.00014,0.001709,-0.001494,1
-0.001271,0.004016,-0.002607,-0.003527,0.000192,9.5e-05,0.000515,-0.000516,-0.000965,0.000584,-0.004886,-0.000825,-0.000347,3.4e-05,0.001102,-0.001937,0.00039,-0.000929,0.000847,-7.7e-05,-0.000865,0.00038,0.002825,-0.008136,-0.000797,-0.000514,0.000486,-7.7e-05,0.001855,-0.0015,0
-0.002501,0.006574,-0.001914,0.003748,-3e-05,-0.000375,-0.001072,0.001152,-0.001711,0.001397,-0.007813,-0.001091,1.8e-05,-0.000145,0.002125,-0.00357,0.000648,-0.001133,0.001163,-0.000371,-0.001554,0.001405,0.001147,-0.011601,-0.00147,-0.001183,0.001024,5.7e-05,0.002654,-0.002246,0
-0.001475,0.004482,-0.001836,0.002432,3.6e-05,-0.000147,-0.000626,0.001183,-0.000826,0.00088,-0.005062,-0.001222,-0.000369,6.4e-05,0.000977,-0.00209,0.000737,-0.000818,0.000926,-8.1e-05,-0.00072,0.00072,0.002623,-0.00764,-0.001031,-0.000374,0.000535,-4.2e-05,0.001408,-0.001537,1
-0.001476,0.001857,-0.002161,-0.002977,0.001365,-0.000864,0.001115,-0.000718,-0.00168,0.000288,-0.005406,-0.001164,-0.00022,7.3e-05,0.001161,-0.002502,0.000457,-0.000756,0.001037,6.1e-05,-0.000779,0.000512,0.002004,-0.007511,-0.000794,-0.000598,0.000636,-7.9e-05,0.002146,-0.001361,0
-0.001389,0.000887,-0.002406,-0.00346,5.8e-05,-0.000406,0.000666,-0.000219,-0.000889,0.000695,-0.005242,-0.001037,-0.000316,-6.2e-05,0.000319,-0.002065,0.000787,-0.001505,0.000921,-0.000128,-0.000198,0.000983,0.001964,-0.008409,-0.001085,-0.000426,0.000616,-0.000397,0.001926,-0.001455,1
-0.003108,0.005385,-0.00124,0.002711,0.000967,-0.000236,-0.000246,0.001123,-0.001824,0.000736,-0.008433,-0.001351,-0.000606,-0.000232,0.001188,-0.003597,0.00144,-0.001506,0.00137,-0.000165,-0.001031,0.001344,0.00139,-0.011219,-0.001542,-0.000851,0.00093,-0.000253,0.002945,-0.002447,0
-0.002261,0.002718,-0.001708,-0.002412,0.001108,-0.001017,0.000887,-0.000649,-0.001651,0.000592,-0.0058,-0.000816,-0.000313,1.1e-05,0.000686,-0.002455,0.000463,-0.001047,0.001109,-3.4e-05,-0.00045,0.000551,0.00149,-0.007326,-0.001065,-0.000387,0.000462,-0.000186,0.001602,-0.001399,1
-0.003961,0.006079,-0.001671,0.003227,-0.000275,0.000264,-0.000429,0.001077,-0.001621,0.00171,-0.007816,-0.001642,-0.000529,0.000277,0.001603,-0.003091,0.001039,-0.001311,0.001286,-0.000531,-0.001234,0.000891,0.001435,-0.011542,-0.001316,-0.001062,0.001074,3.3e-05,0.003026,-0.00217,0
-0.004628,0.00447,-0.000766,0.00319,-0.000598,-0.00184,6.4e-05,0.000788,-0.001951,0.001557,-0.008671,-0.001231,-0.000681,0.000343,0.000852,-0.003739,0.000331,-0.001455,0.001196,-0.000292,-0.000748,0.000978,-0.000142,-0.010924,-0.001777,-0.000955,0.000755,-0.000546,0.00273,-0.001926,0
-0.002939,0.006766,-0.001904,0.002773,0.000804,-5.5e-05,-0.000495,0.001453,-0.001413,0.001169,-0.008058,-0.001323,-0.000754,-0.000393,0.00105,-0.003282,0.001523,-0.0017,0.001251,-0.000338,-0.000921,0.00137,0.001284,-0.011357,-0.00161,-0.000833,0.000781,-0.000318,0.00301,-0.002202,0
-0.002762,0.002433,-0.001567,-0.00253,0.000117,-0.001221,0.001092,-0.000594,-0.001209,0.00088,-0.005924,-0.001269,-0.000394,0.000207,0.000546,-0.002331,0.000306,-0.001175,0.000983,-6e-06,-0.000575,0.000415,0.001966,-0.007519,-0.001136,-0.000483,0.000455,-0.000255,0.001885,-0.001335,0
-0.003144,0.002899,-0.000116,0.003187,-0.000433,-0.001246,0.000181,0.00083,-0.000523,0.001053,-0.005822,-0.001689,-0.000333,0.000243,0.000482,-0.002308,0.000247,-0.001166,0.001,6.7e-05,-0.000395,0.000535,0.001872,-0.008033,-0.001153,-0.000322,0.000431,-0.000195,0.001568,-0.001444,1
-0.003014,0.004397,-0.001188,0.001859,0.00025,0.000258,-0.000168,0.000982,-0.001023,0.000887,-0.005263,-0.001064,-0.000544,-0.0001,0.000643,-0.002176,0.000949,-0.001112,0.000977,-0.000122,-0.000608,0.000711,0.002684,-0.007462,-0.001061,-0.000432,0.000597,-0.000123,0.001776,-0.001502,1
-0.002365,0.001599,-0.001485,-0.002667,0.000556,-0.000915,0.000939,-0.000426,-0.000466,0.001096,-0.005637,-0.001469,-0.000482,0.000172,0.000285,-0.002191,0.000306,-0.00142,0.000956,0.000112,-7.8e-05,0.000704,0.002057,-0.008682,-0.001276,-0.000375,0.000524,-0.000173,0.001486,-0.001588,1
-0.00156,0.003289,-0.001926,-0.003285,0.001461,-0.001098,0.000902,-0.000754,-0.001862,0.000478,-0.005507,-0.000371,-0.00044,-8.2e-05,0.000786,-0.002497,0.000651,-0.00096,0.001058,0.000101,-0.000769,0.000654,0.002041,-0.006926,-0.00096,-0.000624,0.000423,-0.0003,0.002065,-0.001424,0
-0.002589,0.0022,-0.002084,-0.00279,1.4e-05,-0.0005,0.000456,-0.000141,-0.000494,0.000879,-0.005764,-0.00125,-0.00029,-3.2e-05,0.000315,-0.002075,0.000397,-0.001372,0.000897,-0.000105,-0.00023,0.000677,0.001867,-0.008044,-0.001172,-0.00049,0.000746,-0.000326,0.001811,-0.001265,1
-0.002127,0.001909,-0.002304,-0.002695,0.000277,-0.0005,0.000378,-0.000265,-0.000488,0.000888,-0.005472,-0.001387,-0.000245,-0.000105,0.000327,-0.002135,0.000609,-0.001232,0.000905,-0.000208,-0.000188,0.000621,0.002191,-0.008043,-0.001222,-0.0004,0.000706,-0.000197,0.001793,-0.00127,1
-0.002081,0.001389,-0.001515,-0.002767,0.000636,-0.000863,0.000856,-0.000392,-0.000535,0.001331,-0.005427,-0.001331,-0.000553,0.000101,0.000178,-0.002163,0.000455,-0.001608,0.00096,6.4e-05,-7.4e-05,0.000687,0.002019,-0.008515,-0.001249,-0.000379,0.000546,-0.000249,0.001456,-0.001623,1
-0.002419,0.002448,-0.001699,-0.003147,0.001045,-0.00101,0.000905,-0.000924,-0.001472,0.000826,-0.005664,-0.000701,-0.000498,7e-05,0.001083,-0.002363,0.000317,-0.00105,0.000995,1e-05,-0.000708,0.000655,0.001751,-0.007343,-0.000911,-0.00061,0.000539,-0.000328,0.002094,-0.001427,0
-0.002029,0.001976,-0.002264,-0.002617,0.000459,-0.000583,0.000414,-0.000371,-0.000448,0.000868,-0.005238,-0.001402,-0.000325,-7.1e-05,0.000349,-0.002228,0.000749,-0.001191,0.000857,-0.000254,-0.000214,0.000461,0.002448,-0.008126,-0.001177,-0.000343,0.000707,-0.0003,0.001935,-0.00133,1
-0.003512,0.003127,6.9e-05,0.004378,-0.000201,-0.001238,0.000335,0.001277,-0.000618,0.001709,-0.008321,-0.002058,-0.000704,6.5e-05,0.000443,-0.00346,0.000445,-0.001936,0.001489,-0.000178,-0.000537,0.001162,0.000948,-0.012453,-0.001667,-0.000705,0.000877,-0.000234,0.002879,-0.002291,0
-0.000234,0.003729,-0.002506,-0.003943,0.000802,0.000266,0.000761,-0.000427,-0.001208,0.000602,-0.005083,-0.001468,-0.000481,-0.000166,0.00068,-0.002031,0.000798,-0.000953,0.000806,-9.4e-05,-0.000766,0.000702,0.002597,-0.007653,-0.001051,-0.000636,0.00046,-0.000263,0.002086,-0.001414,0
-0.00268,0.002331,-0.001608,-0.002439,0.000254,-0.001153,0.000968,-0.000541,-0.001255,0.001032,-0.00591,-0.001332,-0.000371,9.9e-05,0.000534,-0.002372,0.000285,-0.001069,0.000993,-1.9e-05,-0.000529,0.000416,0.001728,-0.0076,-0.001114,-0.000438,0.000458,-0.000147,0.001762,-0.001259,1
-0.002195,0.001441,-0.002331,-0.002714,-1e-05,-0.000408,0.000478,-0.000176,-0.000516,0.000836,-0.005307,-0.001321,-0.000271,-5.2e-05,0.000408,-0.002025,0.000688,-0.001441,0.000944,-0.000241,-0.000205,0.000649,0.002061,-0.008105,-0.001084,-0.000388,0.000657,-0.000233,0.001947,-0.00127,0
-0.003093,0.002914,-5.2e-05,0.003191,-0.000458,-0.00128,0.000214,0.000792,-0.000606,0.000994,-0.005961,-0.001695,-0.000392,0.000215,0.000493,-0.002274,0.000316,-0.00115,0.000964,7.1e-05,-0.000407,0.000485,0.001929,-0.008008,-0.001132,-0.000358,0.000424,-0.000217,0.001572,-0.001435,1
-0.003077,0.002877,-0.000783,0.002494,0.00114,-0.000661,2.6e-05,0.00083,-0.001356,0.000378,-0.005721,-0.001314,-0.000342,-0.000132,0.000946,-0.002474,0.000837,-0.001049,0.001161,3e-05,-0.000546,0.000659,0.002308,-0.007547,-0.000933,-0.000448,0.0006,-7.6e-05,0.001818,-0.001555,1
-0.002809,0.002205,-0.000251,0.003238,0.000112,-0.000913,0.000188,0.000976,-0.000468,0.00123,-0.005368,-0.001124,-0.000445,0.000114,0.000231,-0.002253,0.000417,-0.001465,0.000939,7.6e-05,-7.2e-05,0.0007,0.002154,-0.008696,-0.001231,-0.000366,0.00062,-0.000184,0.001512,-0.001512,1
-0.003434,0.003229,-0.000754,0.002235,0.000684,-8e-05,-4.2e-05,0.000948,-0.001221,0.000584,-0.005417,-0.001304,-0.000475,-0.000153,0.000808,-0.00222,0.000968,-0.001044,0.001091,2e-06,-0.000675,0.000772,0.002641,-0.007581,-0.000935,-0.00043,0.000565,-4.4e-05,0.001826,-0.001576,0
-0.002597,0.00203,-0.000438,0.003269,-0.000133,-0.001089,0.000196,0.000964,-0.000215,0.001227,-0.005549,-0.001241,-0.000455,0.000181,0.000335,-0.002271,0.00029,-0.001396,0.000957,4e-05,-0.00023,0.000726,0.002482,-0.008487,-0.001135,-0.000328,0.000614,-0.000202,0.00154,-0.001451,1
-0.002642,0.005977,-0.001861,0.002901,-9.6e-05,0.0002,-0.000401,0.001125,-0.001568,0.0014,-0.007452,-0.001209,-0.000634,0.000236,0.001468,-0.002977,0.000973,-0.001431,0.001146,-0.00041,-0.001148,0.001097,0.001387,-0.011396,-0.001277,-0.001,0.000804,-7.3e-05,0.003101,-0.002072,0
-0.002949,0.002631,-0.000314,0.002991,-0.000279,-0.0005,-0.000206,0.000926,-0.000695,0.000889,-0.005395,-0.001136,-0.000396,1.6e-05,0.000246,-0.002066,0.000448,-0.001661,0.000963,-4.1e-05,-1.3e-05,0.000862,0.001994,-0.008415,-0.001226,-0.000434,0.000732,-0.000235,0.001852,-0.00147,1
-0.001149,0.003723,-0.002617,-0.003829,0.000362,0.000168,0.000482,-0.000463,-0.001047,0.000728,-0.004781,-0.000828,-0.000429,0.000116,0.000975,-0.001953,0.000713,-0.000855,0.000871,-6.8e-05,-0.000901,0.000615,0.002703,-0.007678,-0.000793,-0.00062,0.000491,-0.000131,0.001911,-0.001521,0
-0.001579,0.004067,-0.002322,-0.003216,0.000384,0.000298,0.000564,-0.000261,-0.000889,0.001074,-0.004925,-0.000815,-0.000508,3.9e-05,0.000725,-0.001905,0.00084,-0.001115,0.000891,-0.000172,-0.000569,0.00064,0.002482,-0.007487,-0.001046,-0.000487,0.000537,-0.000179,0.001643,-0.001518,1
-0.002848,0.004486,-0.001389,0.001916,6.1e-05,0.000274,-0.000211,0.001075,-0.000998,0.00081,-0.005167,-0.000939,-0.000585,8e-06,0.000652,-0.002087,0.000835,-0.001144,0.000954,-0.000127,-0.000605,0.000711,0.002657,-0.007514,-0.001008,-0.000488,0.000584,-0.000123,0.001781,-0.001501,1
-0.002836,0.002398,-0.001193,0.003007,-0.000125,-0.000707,-0.000616,0.001066,-0.000405,0.000653,-0.004944,-0.001017,-0.000284,-1.4e-05,0.000395,-0.002164,0.000875,-0.001116,0.000847,-0.000271,-8.8e-05,0.000487,0.002226,-0.008233,-0.001113,-0.000289,0.000674,-0.000238,0.001832,-0.001373,1
-0.002113,0.003422,-0.002166,-0.003197,0.000296,0.000296,0.000597,-0.000426,-0.000938,0.001036,-0.004956,-0.000706,-0.000392,0.000185,0.000905,-0.002048,0.000625,-0.001075,0.001021,-0.000121,-0.000908,0.000534,0.002791,-0.007416,-0.000971,-0.000542,0.000519,-3.5e-05,0.001673,-0.001497,1
-0.003072,0.002463,-0.00059,0.002815,-0.000422,-0.000507,-0.000332,0.000883,-0.0007,0.000908,-0.005362,-0.00104,-0.000357,-3.3e-05,0.000174,-0.002057,0.000367,-0.001778,0.000986,-5.9e-05,-6.6e-05,0.00083,0.001974,-0.008403,-0.001184,-0.000447,0.000735,-0.000247,0.001809,-0.001437,1
-0.002379,0.001334,-0.001802,-0.003036,0.000712,-0.000749,0.000879,-0.000408,-0.000874,0.00109,-0.005253,-0.001199,-0.000513,7.1e-05,0.00027,-0.002119,0.000449,-0.001997,0.001099,8.3e-05,-5.4e-05,0.000749,0.002355,-0.008526,-0.001202,-0.00051,0.000587,-0.000196,0.001625,-0.001546,0
-0.001329,0.004025,-0.00256,-0.003362,0.000521,0.000317,0.000372,-0.000408,-0.001036,0.000977,-0.004894,-0.001187,-0.0005,-1.5e-05,0.000899,-0.002027,0.000791,-0.000888,0.000779,-7.6e-05,-0.000759,0.000615,0.002625,-0.007356,-0.000979,-0.000554,0.000468,-0.000161,0.001841,-0.001546,0
-0.004025,0.005107,-0.001243,0.003608,4e-06,0.000193,-0.000193,0.001204,-0.001468,0.001475,-0.007808,-0.001712,-0.000593,-2e-05,0.001429,-0.003211,0.000925,-0.001525,0.001329,-0.000412,-0.001261,0.001294,0.00109,-0.011525,-0.001432,-0.001084,0.00092,6.9e-05,0.002887,-0.00245,0
-0.00253,0.002217,-0.002038,-0.002627,0.000552,-0.000838,0.000316,-0.000285,-0.00058,0.000902,-0.005649,-0.001511,-0.000314,-1.2e-05,0.000478,-0.002165,0.000519,-0.001336,0.000956,-9e-05,-0.000314,0.000396,0.00229,-0.008002,-0.001259,-0.000402,0.000748,-0.000395,0.001885,-0.001139,1
0.000144,0.003122,-0.002658,-0.003559,0.000402,-0.00011,0.000208,-0.000385,-0.000853,0.000735,-0.005222,-0.001168,-0.000345,-3.1e-05,0.000923,-0.002029,0.000622,-0.000636,0.000712,-0.000156,-0.000885,0.000766,0.002518,-0.007774,-0.000957,-0.00058,0.000519,-0.000149,0.001669,-0.001534,0
-0.002197,0.001417,-0.002335,-0.002879,-0.000209,-0.001158,0.001145,-0.000553,-0.000547,0.000403,-0.005665,-0.00131,-0.000293,0.000201,0.001025,-0.002232,-9.2e-05,-0.001408,0.000703,0.000127,-0.000403,0.000717,0.001733,-0.008306,-0.00093,-0.000503,0.000537,-0.000228,0.002023,-0.001353,0
-0.001781,0.000921,-0.002158,-0.003017,0.000272,-0.000418,0.000741,-0.000298,-0.000931,0.000695,-0.005095,-0.001062,-0.000493,4.2e-05,0.000505,-0.001999,0.000568,-0.001543,0.000945,3e-06,-6.7e-05,0.000753,0.002157,-0.008321,-0.001101,-0.000425,0.000591,-0.000279,0.001845,-0.001433,0
-0.003336,0.003468,-0.000366,0.002294,0.000182,-0.001296,-1.7e-05,0.000416,-0.001555,0.000757,-0.00596,-0.001067,-0.000382,6.5e-05,0.000502,-0.00237,0.000299,-0.001112,0.001032,6e-06,-0.000435,0.00044,0.001211,-0.007204,-0.001146,-0.000433,0.000413,-0.000271,0.001684,-0.001306,1
-0.003334,0.00403,-0.000617,0.002044,0.000843,-0.00109,-0.000126,0.000531,-0.001894,0.000789,-0.006059,-0.00069,-0.000419,-7.8e-05,0.000621,-0.00247,0.000587,-0.00102,0.001066,0.000123,-0.000521,0.000606,0.00144,-0.006846,-0.001171,-0.00048,0.000493,-0.000274,0.001777,-0.001434,1
-0.00269,0.00255,-0.000482,0.003027,-0.000116,-0.000648,-1.3e-05,0.000948,-0.000581,0.000962,-0.005212,-0.00081,-0.000399,3.2e-05,0.000139,-0.002137,0.000514,-0.001744,0.001006,-3.8e-05,0.000108,0.000833,0.002038,-0.008441,-0.001236,-0.000404,0.000671,-0.000215,0.001682,-0.001498,1
-0.004303,0.004393,-0.000446,0.003843,-0.000474,-0.001338,-0.000134,0.001062,-0.001106,0.00167,-0.008681,-0.001604,-0.000832,0.000385,0.000697,-0.003483,0.000438,-0.001912,0.001171,-7.2e-05,-0.000559,0.001027,0.000481,-0.011925,-0.001806,-0.000905,0.000768,-0.000386,0.002562,-0.002085,0
-0.003209,0.004439,-0.00112,0.001989,2.5e-05,0.000269,-0.000188,0.001,-0.001134,0.001095,-0.005194,-0.001456,-0.000579,-7.3e-05,0.000754,-0.002141,0.000947,-0.00113,0.00097,-0.000178,-0.000613,0.000621,0.002609,-0.007323,-0.001005,-0.000504,0.000537,-5.2e-05,0.001807,-0.001526,1
-0.003502,0.003342,-0.00032,0.00262,-0.000465,-0.001251,0.000102,0.000736,-0.001044,0.001047,-0.005937,-0.00101,-0.000452,0.000203,0.000362,-0.002279,0.000423,-0.001123,0.000946,-7.9e-05,-0.000514,0.000508,0.001495,-0.007634,-0.001162,-0.000361,0.000468,-0.000297,0.00167,-0.001276,1
-0.000411,0.006556,-0.002231,0.0038,5.5e-05,-0.000464,-0.000377,0.001516,-0.001074,0.000883,-0.007813,-0.000901,-0.000396,3.5e-05,0.001369,-0.003091,0.000821,-0.00122,0.00088,-0.000385,-0.00105,0.000818,0.000946,-0.012108,-0.001358,-0.000909,0.000847,-9.5e-05,0.002528,-0.002056,0
-0.001485,0.003421,-0.001961,-0.003543,0.001538,-0.000546,0.000933,-0.000722,-0.001675,0.000316,-0.005351,-0.000438,-0.000566,-0.000182,0.000784,-0.002445,0.000936,-0.000987,0.00099,4.8e-05,-0.000865,0.000662,0.002351,-0.007244,-0.00099,-0.000581,0.000391,-0.00021,0.002169,-0.001477,0
-0.002999,0.002614,-0.001372,0.003095,0.0001,-0.000863,-0.000679,0.000911,-0.000431,0.000758,-0.005079,-0.001153,-0.000291,-7.4e-05,0.000388,-0.002207,0.000783,-0.001132,0.000872,-0.000299,-0.000156,0.000484,0.002486,-0.008244,-0.001108,-0.000305,0.000742,-0.000231,0.001817,-0.001381,1
-0.000438,0.00347,-0.002514,-0.002427,0.000494,0.00013,-0.000449,-0.000475,-0.000969,0.001113,-0.005916,-0.001821,-0.000102,-0.000339,0.001499,-0.001977,0.000901,-0.000657,0.001039,-0.000266,-0.001221,0.000585,0.002275,-0.007536,-0.000823,-0.000674,0.000662,0.000147,0.001482,-0.001408,0
-0.00226,0.00249,-0.001451,-0.002943,0.001432,-0.000242,0.000917,-0.0004,-0.001441,0.000507,-0.005871,-0.001451,-0.00034,-0.000124,0.000946,-0.002378,0.000989,-0.000967,0.001102,5.6e-05,-0.000647,0.000546,0.002573,-0.007441,-0.0009,-0.000481,0.000611,-0.000107,0.001831,-0.001514,0
-0.001906,0.002753,-0.002165,-0.003703,0.000442,0.000272,0.00085,-0.000706,-0.001421,0.000729,-0.005125,-0.001691,-0.000476,-4e-06,0.001018,-0.00198,0.000774,-0.000985,0.000867,-0.000111,-0.000832,0.000711,0.002354,-0.007599,-0.00082,-0.000606,0.000583,-0.000154,0.001989,-0.001593,0
