age,fnlwgt,educationNum,capitalGain,capitalLoss,hoursPerWeek,workclass,education,maritalStatus,occupation,relationship,race,sex,nativeCountry,label
28.0,119793.0,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,0
44.0,155472.0,12.0,1151.0,0.0,50.0,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,0
35.0,199501.0,12.0,0.0,0.0,50.0,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Black,Female,Jamaica,0
48.0,216214.0,7.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
54.0,186884.0,10.0,0.0,0.0,30.0,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
43.0,69333.0,9.0,0.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
19.0,215493.0,9.0,0.0,0.0,20.0,Self-emp-not-inc,HS-grad,Never-married,Tech-support,Own-child,White,Male,United-States,0
59.0,105363.0,9.0,0.0,0.0,40.0,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
23.0,163870.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,,0
67.0,166187.0,9.0,0.0,0.0,38.0,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Male,United-States,1
40.0,199303.0,12.0,0.0,0.0,40.0,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
28.0,79702.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,United-States,0
24.0,500509.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,United-States,0
39.0,225605.0,9.0,0.0,0.0,24.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
38.0,119098.0,10.0,0.0,0.0,42.0,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States,0
37.0,157641.0,10.0,0.0,0.0,30.0,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,United-States,0
61.0,142988.0,10.0,15024.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
37.0,226947.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
20.0,154779.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Other-relative,Other,Female,United-States,0
61.0,115023.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
18.0,152182.0,10.0,0.0,0.0,25.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
26.0,430195.0,7.0,0.0,0.0,40.0,Private,11th,Separated,Other-service,Unmarried,Black,Male,United-States,0
39.0,114844.0,15.0,99999.0,0.0,65.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
37.0,281012.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,China,1
21.0,170800.0,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,0
24.0,201603.0,9.0,0.0,0.0,30.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,0
46.0,411595.0,3.0,0.0,0.0,40.0,Private,5th-6th,Widowed,Machine-op-inspct,Unmarried,White,Female,Mexico,0
35.0,170617.0,9.0,0.0,0.0,48.0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,0
30.0,211028.0,9.0,0.0,0.0,45.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
34.0,434463.0,13.0,0.0,0.0,39.0,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,0
22.0,223019.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
49.0,144514.0,9.0,0.0,1887.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
21.0,110677.0,10.0,0.0,0.0,30.0,Private,Some-college,Married-civ-spouse,Other-service,Other-relative,White,Female,United-States,0
37.0,173963.0,7.0,0.0,0.0,40.0,Private,11th,Separated,Sales,Unmarried,Black,Female,United-States,0
51.0,155403.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,0
37.0,167735.0,11.0,0.0,1887.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
60.0,352156.0,15.0,0.0,0.0,40.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
32.0,131584.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,0
17.0,168807.0,4.0,0.0,0.0,45.0,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
27.0,44767.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
35.0,126675.0,9.0,0.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
38.0,379485.0,12.0,0.0,0.0,45.0,Self-emp-inc,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,United-States,0
50.0,231495.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
49.0,131918.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
49.0,147322.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Peru,0
59.0,186308.0,14.0,0.0,0.0,50.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
23.0,140764.0,13.0,0.0,1590.0,40.0,Private,Bachelors,Never-married,Sales,Own-child,White,Female,United-States,0
26.0,239390.0,13.0,0.0,0.0,18.0,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,0
41.0,267252.0,10.0,0.0,1902.0,40.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,1
28.0,212068.0,13.0,0.0,1980.0,40.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,0
19.0,552354.0,8.0,0.0,0.0,40.0,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
38.0,136137.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,United-States,1
34.0,248795.0,9.0,0.0,0.0,45.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,0
42.0,32878.0,13.0,99999.0,0.0,42.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
38.0,48123.0,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
29.0,40083.0,16.0,0.0,0.0,40.0,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,Canada,0
37.0,112812.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
39.0,34111.0,9.0,0.0,0.0,70.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
27.0,113866.0,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,0
37.0,181705.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
57.0,103540.0,3.0,0.0,0.0,50.0,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
29.0,100405.0,6.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,United-States,0
46.0,142210.0,9.0,0.0,0.0,25.0,Without-pay,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,0
32.0,308955.0,12.0,0.0,0.0,20.0,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
47.0,583755.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,1
60.0,237317.0,11.0,4934.0,0.0,40.0,Federal-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,United-States,1
23.0,158996.0,10.0,0.0,0.0,38.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
45.0,103331.0,10.0,15024.0,0.0,44.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
41.0,157217.0,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,United-States,0
36.0,423711.0,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
23.0,251073.0,6.0,0.0,0.0,40.0,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
39.0,315776.0,14.0,8614.0,0.0,52.0,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,1
33.0,150154.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
23.0,117789.0,13.0,0.0,0.0,60.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
45.0,104521.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
47.0,141511.0,16.0,0.0,0.0,60.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
58.0,141807.0,3.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Italy,0
25.0,137951.0,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
52.0,128814.0,10.0,0.0,0.0,50.0,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,United-States,0
66.0,127139.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
19.0,43937.0,10.0,0.0,0.0,12.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
19.0,250249.0,10.0,0.0,0.0,10.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
64.0,267546.0,12.0,0.0,0.0,40.0,Federal-gov,Assoc-acdm,Separated,Prof-specialty,Not-in-family,White,Female,United-States,1
35.0,54953.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
53.0,229247.0,8.0,5013.0,0.0,45.0,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
18.0,73928.0,9.0,0.0,0.0,20.0,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,United-States,0
33.0,51185.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
20.0,211968.0,10.0,0.0,0.0,15.0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,0
50.0,289207.0,16.0,0.0,1902.0,45.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
38.0,241962.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,0
32.0,281219.0,11.0,0.0,1380.0,40.0,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,United-States,0
48.0,174533.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
37.0,291251.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,0
42.0,445382.0,13.0,0.0,0.0,45.0,Local-gov,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,United-States,1
60.0,182343.0,8.0,0.0,0.0,40.0,Private,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
29.0,216481.0,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
61.0,144723.0,14.0,7298.0,0.0,60.0,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
37.0,240837.0,9.0,0.0,0.0,30.0,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,0
52.0,168035.0,10.0,0.0,0.0,45.0,State-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
20.0,206869.0,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,0
39.0,167571.0,9.0,2885.0,0.0,30.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,0
24.0,259510.0,13.0,5013.0,0.0,30.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
23.0,86939.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,United-States,0
31.0,323069.0,12.0,0.0,880.0,45.0,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,United-States,0
39.0,206951.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
40.0,174395.0,13.0,0.0,0.0,60.0,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
30.0,323069.0,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
45.0,48495.0,13.0,0.0,0.0,42.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
37.0,638116.0,13.0,0.0,0.0,32.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,United-States,0
26.0,206721.0,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Never-married,Protective-serv,Own-child,White,Male,United-States,0
40.0,206927.0,9.0,0.0,1887.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
46.0,85341.0,14.0,0.0,0.0,56.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
30.0,197947.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,Puerto-Rico,0
48.0,307440.0,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,Philippines,1
32.0,309513.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
35.0,89622.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
31.0,36302.0,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
34.0,263908.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
42.0,101593.0,13.0,0.0,0.0,60.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
22.0,244773.0,9.0,0.0,0.0,15.0,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,United-States,0
39.0,116369.0,10.0,0.0,0.0,48.0,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
43.0,85995.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
51.0,35295.0,9.0,0.0,0.0,45.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,United-States,0
34.0,108247.0,10.0,0.0,0.0,45.0,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,186256.0,10.0,5013.0,0.0,30.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
42.0,261929.0,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
71.0,110380.0,9.0,0.0,2467.0,52.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
52.0,196894.0,7.0,0.0,0.0,40.0,Private,11th,Separated,Handlers-cleaners,Unmarried,White,Male,United-States,0
46.0,35136.0,7.0,0.0,0.0,40.0,Federal-gov,11th,Never-married,Other-service,Other-relative,Black,Male,United-States,0
32.0,299635.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany,0
53.0,175897.0,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
33.0,172237.0,12.0,0.0,0.0,46.0,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
69.0,30951.0,11.0,0.0,0.0,20.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
52.0,189728.0,9.0,0.0,0.0,50.0,Private,HS-grad,Separated,Priv-house-serv,Not-in-family,White,Female,United-States,0
29.0,201155.0,5.0,0.0,0.0,48.0,Private,9th,Never-married,Sales,Not-in-family,White,Female,United-States,0
28.0,191088.0,13.0,2354.0,0.0,60.0,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
49.0,288548.0,14.0,0.0,0.0,50.0,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,United-States,0
29.0,209934.0,3.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,0
26.0,53598.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
40.0,548664.0,9.0,0.0,0.0,15.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
51.0,392286.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
41.0,56019.0,15.0,99999.0,0.0,50.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,1
18.0,190776.0,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,0
49.0,123598.0,9.0,0.0,0.0,30.0,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
33.0,188246.0,13.0,0.0,1590.0,60.0,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
36.0,192251.0,10.0,0.0,1902.0,15.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States,1
61.0,289950.0,13.0,0.0,0.0,44.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
20.0,227411.0,10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,0
21.0,260617.0,6.0,0.0,0.0,36.0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
39.0,172927.0,12.0,15024.0,0.0,50.0,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
42.0,104334.0,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,El-Salvador,0
18.0,159561.0,7.0,0.0,0.0,20.0,Private,11th,Never-married,Transport-moving,Own-child,White,Male,United-States,0
75.0,36325.0,9.0,0.0,0.0,30.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
28.0,190836.0,9.0,0.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
19.0,366088.0,5.0,0.0,0.0,40.0,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
30.0,171598.0,13.0,0.0,0.0,50.0,Private,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,Female,United-States,0
30.0,94041.0,13.0,3325.0,0.0,35.0,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,0
36.0,152307.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
62.0,183735.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
19.0,96176.0,10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
50.0,177705.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,United-States,0
24.0,174907.0,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,0
48.0,71376.0,14.0,0.0,0.0,40.0,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0
49.0,96854.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,United-States,0
29.0,353352.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
45.0,262802.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
34.0,113838.0,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
55.0,359972.0,13.0,0.0,1887.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
23.0,91189.0,13.0,0.0,0.0,20.0,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
39.0,164733.0,10.0,0.0,0.0,45.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
37.0,201259.0,7.0,0.0,0.0,65.0,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,United-States,0
30.0,303485.0,10.0,0.0,0.0,40.0,Local-gov,Some-college,Never-married,Transport-moving,Unmarried,Black,Female,United-States,0
39.0,430336.0,9.0,7688.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,1
31.0,133770.0,12.0,0.0,0.0,50.0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,United-States,1
28.0,87239.0,9.0,0.0,0.0,50.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,0
48.0,235108.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
26.0,31558.0,13.0,0.0,0.0,90.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
72.0,138248.0,7.0,0.0,0.0,20.0,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
25.0,220931.0,13.0,0.0,0.0,43.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Peru,0
34.0,400416.0,7.0,0.0,0.0,45.0,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States,0
39.0,258276.0,13.0,3137.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,,0
30.0,427541.0,9.0,99999.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,United-States,1
61.0,105384.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
51.0,96062.0,10.0,0.0,1977.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
18.0,280603.0,7.0,0.0,0.0,30.0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,0
58.0,208640.0,13.0,0.0,0.0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
36.0,222294.0,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,United-States,0
59.0,113203.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
53.0,95647.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
37.0,26898.0,12.0,0.0,0.0,40.0,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
52.0,74784.0,14.0,0.0,0.0,40.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
28.0,190060.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
42.0,167174.0,16.0,0.0,0.0,50.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China,1
65.0,158177.0,14.0,10605.0,0.0,44.0,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
26.0,172013.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,0
30.0,255004.0,12.0,0.0,0.0,52.0,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,United-States,0
43.0,73333.0,15.0,0.0,0.0,32.0,Private,Prof-school,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,0
46.0,99835.0,15.0,0.0,0.0,60.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
51.0,114674.0,10.0,0.0,0.0,55.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
17.0,34943.0,6.0,0.0,0.0,15.0,Private,10th,Never-married,Other-service,Own-child,White,Female,United-States,0
35.0,120066.0,10.0,0.0,0.0,60.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,0
41.0,228847.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
49.0,106169.0,10.0,0.0,0.0,40.0,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States,0
26.0,93017.0,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
36.0,199217.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,Mexico,0
55.0,194436.0,5.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,0
56.0,199713.0,5.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
55.0,314592.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
54.0,197481.0,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
